index_code.string(),date.date(2006-01-02),open.double(),close.double(),low.double(),high.double(),volume.double(),money.double(),change.double()
sh000036,2019-06-10,9871.45,10058.82,9784.73,10080.76,428014200.0,12398340000.0,0.0217871385994
sh000036,2019-06-06,10009.6,9844.34,9825.89,10011.42,440681100.0,9533990000.0,-0.0149956825002
sh000036,2019-06-05,10058.03,9994.21,9958.93,10083.29,465603500.0,10125050000.0,0.00222824130389
sh000036,2019-06-04,10161.87,9971.99,9910.19,10178.43,442916300.0,10637870000.0,-0.0177566374384
sh000036,2019-06-03,10104.83,10152.26,10072.35,10244.31,522780400.0,11477230000.0,0.00437076081709
sh000036,2019-05-31,10170.75,10108.08,10039.56,10221.95,414830600.0,10032830000.0,-0.00524730844175
sh000036,2019-05-30,10094.36,10161.4,10025.71,10218.94,470812600.0,10949310000.0,0.00431320766652
sh000036,2019-05-29,10021.86,10117.76,9990.61,10165.89,393175100.0,12518790000.0,5.13974166869e-05
sh000036,2019-05-28,9968.5,10117.24,9934.92,10168.01,401228500.0,14252390000.0,0.0146716210592
sh000036,2019-05-27,9893.01,9970.95,9744.6,9992.43,349647100.0,9854410000.0,0.00876234528557
sh000036,2019-05-24,9845.68,9884.34,9811.82,9996.74,296608800.0,9093560000.0,0.00518132607371
sh000036,2019-05-23,10004.29,9833.39,9812.33,10020.97,401142400.0,11717550000.0,-0.0243442887263
sh000036,2019-05-22,10074.63,10078.75,9961.23,10160.46,415199500.0,9481990000.0,-0.00100011497853
sh000036,2019-05-21,10010.54,10088.84,9926.09,10178.49,410118500.0,10945420000.0,0.00780363450381
sh000036,2019-05-20,10164.4,10010.72,9866.6,10164.4,552060500.0,12821820000.0,-0.0180986421114
sh000036,2019-05-17,10398.43,10195.24,10159.88,10440.51,659409700.0,14958680000.0,-0.0222175334951
sh000036,2019-05-16,10287.8,10426.9,10252.54,10427.23,591133200.0,14413220000.0,0.00915673098606
sh000036,2019-05-15,9986.26,10332.29,9986.26,10363.83,610546200.0,17318020000.0,0.0427082607989
sh000036,2019-05-14,9855.9,9909.09,9855.9,10034.29,434138500.0,12764840000.0,-0.0103498350099
