index_code.string(),date.date(2006-01-02),open.double(),close.double(),low.double(),high.double(),volume.double(),money.double(),change.double()
sz399012,2019-06-10,2094.48,2114.94,2083.65,2127.89,3009479000.0,34982630000.0,0.0133002424324
sz399012,2019-06-06,2140.32,2087.18,2080.65,2140.32,3441519300.0,38256660000.0,-0.0268332144372
sz399012,2019-06-05,2170.57,2144.73,2139.63,2176.95,3308266000.0,40000780000.0,-0.00162924826485
sz399012,2019-06-04,2170.58,2148.23,2135.26,2181.73,3499617700.0,40492370000.0,-0.0113625904313
sz399012,2019-06-03,2206.78,2172.92,2166.05,2217.56,4017273400.0,45699120000.0,-0.0123854065822
sz399012,2019-05-31,2202.64,2200.17,2188.64,2222.45,3451611200.0,39843420000.0,-0.000290802022892
sz399012,2019-05-30,2213.96,2200.81,2172.85,2214.03,3693463900.0,42267610000.0,-0.0083359242287
sz399012,2019-05-29,2207.11,2219.31,2201.75,2234.11,3424356000.0,39798990000.0,-0.000868884046749
sz399012,2019-05-28,2216.22,2221.24,2197.91,2231.4,3982146000.0,47619470000.0,0.00529521981951
sz399012,2019-05-27,2140.14,2209.54,2134.96,2215.6,4065304600.0,47504570000.0,0.0346758823502
sz399012,2019-05-24,2149.8,2135.49,2128.99,2169.37,3618011300.0,39428980000.0,-0.00992628309147
sz399012,2019-05-23,2212.93,2156.9,2152.65,2212.93,4389682000.0,50800280000.0,-0.0260279787224
sz399012,2019-05-22,2218.4,2214.54,2196.9,2237.75,4332486200.0,48619670000.0,-0.0014474129185
sz399012,2019-05-21,2180.85,2217.75,2174.26,2230.2,4213084400.0,48430840000.0,0.0169573132426
sz399012,2019-05-20,2187.13,2180.77,2146.51,2190.99,4096253100.0,47539820000.0,-0.00230121694574
sz399012,2019-05-17,2270.15,2185.8,2175.71,2271.33,4822727700.0,54026230000.0,-0.0348305279333
sz399012,2019-05-16,2259.31,2264.68,2240.94,2269.37,3963157500.0,45895390000.0,0.00256764414223
sz399012,2019-05-15,2231.33,2258.88,2223.8,2264.31,3989154600.0,45302570000.0,0.0222379103424
sz399012,2019-05-14,2200.63,2209.74,2198.48,2240.19,3760963400.0,42073650000.0,-0.00519968126629
sz399012,2019-05-13,2231.39,2221.29,2208.12,2249.7,3829788500.0,43330520000.0,-0.0166758154195
sz399012,2019-05-10,2191.74,2258.96,2152.04,2260.11,5280093500.0,59868690000.0,0.043683960063
sz399012,2019-05-09,2163.95,2164.41,2161.29,2194.48,3597832600.0,39684300000.0,-0.00674131522188
sz399012,2019-05-08,2148.58,2179.1,2140.98,2224.01,3979293600.0,44165620000.0,-0.00856264104244
sz399012,2019-05-07,2198.47,2197.92,2155.23,2224.51,4268757400.0,48541720000.0,0.00644275018889
sz399012,2019-05-06,2274.19,2183.85,2172.63,2285.63,4976655500.0,57225960000.0,-0.0807977068873
sz399012,2019-04-30,2355.75,2375.81,2351.29,2392.3,4061682100.0,47153280000.0,0.00574028997778
sz399012,2019-04-29,2436.72,2362.25,2356.96,2442.17,5555589800.0,65389280000.0,-0.0297373339084
sz399012,2019-04-26,2438.93,2434.65,2429.18,2470.98,4856447200.0,58267600000.0,-0.00600565045563
sz399012,2019-04-25,2522.93,2449.36,2448.89,2537.74,5625459300.0,67185360000.0,-0.0337220495179
sz399012,2019-04-24,2494.58,2534.84,2471.9,2536.26,5022564700.0,60312600000.0,0.0190188661041
sz399012,2019-04-23,2518.51,2487.53,2481.61,2525.47,5180077900.0,61135140000.0,-0.0139414119792
sz399012,2019-04-22,2556.52,2522.7,2512.77,2560.25,5961657200.0,70135800000.0,-0.0102129295767
sz399012,2019-04-19,2528.7,2548.73,2510.16,2548.73,5580496100.0,64749950000.0,0.00778954777128
sz399012,2019-04-18,2543.46,2529.03,2525.45,2551.93,5683423000.0,67818250000.0,-0.00703976505324
sz399012,2019-04-17,2524.93,2546.96,2522.91,2564.3,6337832500.0,83047880000.0,0.00990892040746
sz399012,2019-04-16,2453.37,2521.97,2432.34,2521.97,5615719200.0,74021590000.0,0.0220376967
sz399012,2019-04-15,2543.07,2467.59,2467.25,2550.14,5158005800.0,66939000000.0,-0.0150638837997
sz399012,2019-04-12,2502.11,2505.33,2484.5,2517.11,4687082500.0,57037760000.0,0.00173931818727
sz399012,2019-04-11,2555.98,2500.98,2500.84,2564.54,5801738800.0,73071830000.0,-0.0218472802365
sz399012,2019-04-10,2557.22,2556.84,2539.28,2579.17,6633313200.0,83899760000.0,-0.00801936752913
sz399012,2019-04-09,2558.38,2577.51,2541.79,2591.73,5691277700.0,73582310000.0,0.00499865480818
sz399012,2019-04-08,2629.53,2564.69,2533.49,2636.07,7029656600.0,94292510000.0,-0.0190401878775
sz399012,2019-04-04,2622.97,2614.47,2591.75,2628.79,6945385500.0,91669660000.0,0.00268074922914
sz399012,2019-04-03,2574.05,2607.48,2565.75,2608.81,6824684800.0,87809830000.0,0.00729740901417
sz399012,2019-04-02,2608.15,2588.59,2579.58,2621.98,7875273000.0,1.0622944e+11,-0.00114217360267
sz399012,2019-04-01,2516.45,2591.55,2516.45,2595.03,7424718600.0,97896600000.0,0.0404404975068
sz399012,2019-03-29,2408.24,2490.82,2394.86,2490.82,6009132500.0,78187800000.0,0.0371631890805
sz399012,2019-03-28,2411.42,2401.57,2399.1,2454.33,5024258500.0,62479100000.0,-0.00746395109996
sz399012,2019-03-27,2423.05,2419.63,2380.8,2429.68,5107440000.0,62520240000.0,0.0053725017659
sz399012,2019-03-26,2486.87,2406.7,2401.76,2494.03,6220416800.0,75790650000.0,-0.0263764715401
sz399012,2019-03-25,2454.38,2471.9,2448.32,2507.94,6122146400.0,74998940000.0,-0.0109037072605
sz399012,2019-03-22,2507.78,2499.15,2449.47,2509.64,5841153200.0,73199780000.0,-0.00340949874387
sz399012,2019-03-21,2476.39,2507.7,2468.54,2525.82,6936326400.0,86747870000.0,0.0109247762638
sz399012,2019-03-20,2500.98,2480.6,2431.55,2503.03,5854399000.0,76046480000.0,-0.0110236220472
sz399012,2019-03-19,2501.3,2508.25,2485.17,2534.83,5879852500.0,74972500000.0,0.00242989085474
sz399012,2019-03-18,2451.92,2502.17,2425.47,2502.17,5705158200.0,75542190000.0,0.0249838193005
sz399012,2019-03-15,2443.48,2441.18,2411.34,2469.19,5725777600.0,73588810000.0,0.00823128549303
sz399012,2019-03-14,2467.62,2421.25,2389.78,2495.8,7172479800.0,91175230000.0,-0.0292245022332
sz399012,2019-03-13,2598.22,2494.14,2475.12,2598.22,9088275800.0,1.1802587e+11,-0.0415337673217
sz399012,2019-03-12,2551.4,2602.22,2548.49,2623.8,10872051100.0,1.4151281e+11,0.0257762640776
sz399012,2019-03-11,2455.16,2536.83,2431.34,2536.97,9106202700.0,1.1622901e+11,0.0465988415268
sz399012,2019-03-08,2425.77,2423.88,2404.91,2529.84,10465546100.0,1.3337031e+11,-0.0265542168675
sz399012,2019-03-07,2482.66,2490.0,2443.03,2523.92,9918931600.0,1.2285283e+11,0.00244370815603
sz399012,2019-03-06,2461.0,2483.93,2422.89,2487.16,9874395100.0,1.1987029e+11,0.0156356692794
sz399012,2019-03-05,2355.67,2445.69,2351.62,2445.69,8752613000.0,1.0462659e+11,0.0363664100141
sz399012,2019-03-04,2328.13,2359.87,2325.41,2402.74,8773751400.0,1.1147695e+11,0.0304389212981
sz399012,2019-03-01,2280.18,2290.16,2245.12,2291.73,5676443400.0,72063090000.0,0.0157406627134
sz399012,2019-02-28,2235.95,2254.67,2233.75,2272.71,5762699600.0,69737570000.0,0.00982653522817
sz399012,2019-02-27,2258.45,2232.73,2207.19,2279.53,7430152000.0,88020010000.0,-0.0133280893017
sz399012,2019-02-26,2266.89,2262.89,2242.28,2315.43,9516536000.0,1.1670354e+11,0.00425598011805
