index_code.string(),date.date(2006-01-02),open.double(),close.double(),low.double(),high.double(),volume.double(),money.double(),change.double()
sz399006,2019-06-10,1422.34,1431.34,1410.57,1441.17,1225787200.0,17417460000.0,0.0107905032273
sz399006,2019-06-06,1450.1,1416.06,1411.61,1450.1,1330965700.0,18310260000.0,-0.0242009950523
sz399006,2019-06-05,1471.95,1451.18,1448.99,1475.54,1242446400.0,18524460000.0,-0.00349523096678
sz399006,2019-06-04,1467.59,1456.27,1448.0,1476.21,1243049300.0,17142820000.0,-0.00865226211385
sz399006,2019-06-03,1489.43,1468.98,1466.27,1499.01,1433263100.0,19524710000.0,-0.00989445021096
sz399006,2019-05-31,1487.28,1483.66,1474.53,1498.24,1269998700.0,16772650000.0,-0.00106380113652
sz399006,2019-05-30,1494.35,1485.24,1466.83,1495.24,1346566500.0,18352750000.0,-0.00844521293286
sz399006,2019-05-29,1492.58,1497.89,1488.04,1507.18,1260589200.0,17295030000.0,-0.00483005129023
sz399006,2019-05-28,1497.12,1505.16,1483.76,1506.78,1604371500.0,24037000000.0,0.00885418412145
sz399006,2019-05-27,1447.98,1491.95,1445.79,1496.79,1830725600.0,25251560000.0,0.0333852813853
sz399006,2019-05-24,1452.04,1443.75,1437.93,1465.24,1493425900.0,18788270000.0,-0.00516110360795
sz399006,2019-05-23,1486.95,1451.24,1449.14,1486.95,1612039600.0,22090930000.0,-0.0251170539355
sz399006,2019-05-22,1493.66,1488.63,1477.46,1503.81,1477377100.0,19908440000.0,-0.0034075998179
sz399006,2019-05-21,1469.97,1493.72,1465.88,1504.21,1507821100.0,22002260000.0,0.0166132402284
sz399006,2019-05-20,1478.2,1469.31,1450.28,1481.19,1656475700.0,23594740000.0,-0.00638377007608
sz399006,2019-05-17,1537.45,1478.75,1472.46,1537.45,1931565000.0,26680260000.0,-0.0358095287774
sz399006,2019-05-16,1528.63,1533.67,1515.61,1537.59,1565212600.0,23170780000.0,0.00325769122582
sz399006,2019-05-15,1509.45,1528.69,1503.67,1533.73,1618425600.0,23464870000.0,0.0228087782684
sz399006,2019-05-14,1492.9,1494.6,1491.44,1517.67,1482727100.0,21512450000.0,-0.00562851782364
sz399006,2019-05-13,1513.96,1503.06,1494.48,1523.88,1538449700.0,22082620000.0,-0.0200864480041
sz399006,2019-05-10,1489.19,1533.87,1463.19,1535.16,2277145900.0,32554220000.0,0.0438182214117
sz399006,2019-05-09,1470.98,1469.48,1466.97,1491.38,1480617600.0,20878750000.0,-0.00836105731272
sz399006,2019-05-08,1469.24,1481.87,1465.09,1515.16,1669255500.0,23810500000.0,-0.0148189022444
sz399006,2019-05-07,1506.97,1504.16,1474.5,1523.66,1987905000.0,28427640000.0,0.0062011251664
sz399006,2019-05-06,1551.72,1494.89,1487.45,1563.61,2505222100.0,34332420000.0,-0.0793765165232
sz399006,2019-04-30,1612.11,1623.78,1608.72,1634.71,1790732500.0,25723230000.0,0.00505069261336
sz399006,2019-04-29,1658.19,1615.62,1611.22,1661.06,2490955100.0,36345280000.0,-0.0254551157544
sz399006,2019-04-26,1664.04,1657.82,1653.69,1682.46,2191429900.0,31833730000.0,-0.00728152432963
sz399006,2019-04-25,1709.83,1669.98,1669.24,1723.66,2515987000.0,36712260000.0,-0.0284318003316
sz399006,2019-04-24,1690.28,1718.85,1676.64,1721.42,2279873400.0,33187310000.0,0.0208160114028
sz399006,2019-04-23,1695.27,1683.8,1677.73,1706.08,2042428500.0,30949670000.0,-0.0080765356316
sz399006,2019-04-22,1720.78,1697.51,1690.64,1723.56,2390695000.0,35481990000.0,-0.0106597505537
sz399006,2019-04-19,1704.72,1715.8,1692.49,1715.8,2260496300.0,31915890000.0,0.00659998240005
sz399006,2019-04-18,1715.18,1704.55,1702.93,1719.96,2172560600.0,32852570000.0,-0.00750535681014
sz399006,2019-04-17,1699.19,1717.44,1697.97,1729.21,2780907500.0,44848950000.0,0.011728805971
sz399006,2019-04-16,1656.76,1697.53,1638.3,1697.53,2531516100.0,40799020000.0,0.0183754274402
sz399006,2019-04-15,1721.64,1666.9,1666.65,1726.2,2258654200.0,36978280000.0,-0.0170015273658
sz399006,2019-04-12,1692.43,1695.73,1683.29,1702.35,1954778600.0,30108250000.0,0.00273786292945
sz399006,2019-04-11,1727.22,1691.1,1688.1,1732.61,2507135600.0,38553400000.0,-0.0205833294723
sz399006,2019-04-10,1727.97,1726.64,1714.64,1740.85,3024751900.0,45693630000.0,-0.00834496344412
sz399006,2019-04-09,1734.18,1741.17,1721.32,1753.52,2520695200.0,39266160000.0,0.000867985698355
sz399006,2019-04-08,1787.96,1739.66,1720.0,1792.03,3214009200.0,53299390000.0,-0.0211561617321
sz399006,2019-04-04,1780.28,1777.26,1761.05,1784.47,3021870600.0,50158880000.0,0.00513522378943
sz399006,2019-04-03,1743.99,1768.18,1739.14,1769.76,2910752400.0,47024010000.0,0.00799242942491
sz399006,2019-04-02,1771.69,1754.16,1747.44,1774.98,3421930500.0,57411300000.0,-0.00382193095537
