index_code.string(),date.date(2006-01-02),open.double(),close.double(),low.double(),high.double(),volume.double(),money.double(),change.double()
sz399001,2019-06-10,8621.73,8711.79,8582.48,8748.97,20531521100.0,2.0422308e+11,0.0147758749624
sz399001,2019-06-06,8741.83,8584.94,8557.58,8741.83,23061456500.0,2.2181716e+11,-0.0184208871433
sz399001,2019-06-05,8831.13,8746.05,8729.21,8851.12,22444249600.0,2.3258609e+11,-0.000253764458573
sz399001,2019-06-04,8854.5,8748.27,8697.5,8868.09,23885209900.0,2.4131953e+11,-0.0122750505533
sz399001,2019-06-03,8953.37,8856.99,8826.75,9012.08,27345116500.0,2.7109873e+11,-0.00736325032025
sz399001,2019-05-31,8939.41,8922.69,8892.12,9016.16,24879473800.0,2.4618812e+11,-0.00231009632856
sz399001,2019-05-30,8974.4,8943.35,8845.83,8974.4,26423201700.0,2.5643606e+11,-0.00743699474827
sz399001,2019-05-29,8971.22,9010.36,8956.72,9077.51,24802646300.0,2.4307377e+11,-0.00280332769274
sz399001,2019-05-28,8979.58,9035.69,8946.7,9082.7,27664336300.0,2.7227345e+11,0.00622060773979
sz399001,2019-05-27,8795.14,8979.83,8732.98,9003.87,27087553700.0,2.5890122e+11,0.0231360739771
sz399001,2019-05-24,8788.17,8776.77,8745.6,8880.81,22871409700.0,2.1822515e+11,-0.00371983100139
sz399001,2019-05-23,8997.25,8809.54,8789.41,8997.25,27896183100.0,2.7174913e+11,-0.0256248603618
sz399001,2019-05-22,9069.0,9041.22,8986.53,9132.38,28196520500.0,2.7563012e+11,-0.00509489937849
sz399001,2019-05-21,8920.46,9087.52,8892.15,9120.69,28750269700.0,2.7669373e+11,0.0192247516013
sz399001,2019-05-20,8980.8,8916.11,8792.84,8994.18,27499247300.0,2.6353243e+11,-0.00934202500169
sz399001,2019-05-17,9299.46,9000.19,8964.37,9303.05,34917116500.0,3.2584244e+11,-0.0315420108207
sz399001,2019-05-16,9247.99,9293.32,9211.75,9307.22,31023247500.0,2.9600678e+11,0.00370341169647
sz399001,2019-05-15,9125.27,9259.03,9123.9,9282.96,28889591700.0,2.8652219e+11,0.0244148274687
sz399001,2019-05-14,8998.97,9038.36,8996.92,9142.46,25863092200.0,2.5431766e+11,-0.00714022075366
sz399001,2019-05-13,9112.52,9103.36,9059.32,9191.07,26845426900.0,2.6358964e+11,-0.0142960936138
sz399001,2019-05-10,8988.92,9235.39,8820.59,9238.55,34673534700.0,3.3599686e+11,0.0403365433898
sz399001,2019-05-09,8919.5,8877.31,8860.17,9012.24,24492794800.0,2.3656262e+11,-0.0139094232399
sz399001,2019-05-08,8899.91,9002.53,8873.44,9167.81,28959725500.0,2.6992565e+11,-0.00956382447362
sz399001,2019-05-07,9011.52,9089.46,8928.57,9160.52,29671359800.0,2.9264109e+11,0.016317959819
sz399001,2019-05-06,9289.74,8943.52,8893.15,9333.92,35521341100.0,3.4357467e+11,-0.0755602597749
sz399001,2019-04-30,9573.41,9674.53,9573.39,9730.55,26379292700.0,2.7105935e+11,0.00540816358344
sz399001,2019-04-29,9775.95,9622.49,9597.09,9822.82,35322406900.0,3.534403e+11,-0.0161878042945
sz399001,2019-04-26,9852.94,9780.82,9774.75,9927.74,33976293200.0,3.4923103e+11,-0.0127982300492
sz399001,2019-04-25,10186.23,9907.62,9902.02,10209.14,43010768600.0,4.2430079e+11,-0.0321064215774
sz399001,2019-04-24,10162.38,10236.27,10023.91,10239.37,37074442200.0,3.7385277e+11,0.0110235800511
sz399001,2019-04-23,10206.02,10124.66,10091.92,10247.39,39960869500.0,4.0391375e+11,-0.00974637897325
sz399001,2019-04-22,10418.71,10224.31,10192.52,10418.71,43713558600.0,4.450575e+11,-0.0186144684707
sz399001,2019-04-19,10280.34,10418.24,10208.61,10418.24,40945500000.0,4.0525679e+11,0.0126918923332
sz399001,2019-04-18,10338.5,10287.67,10267.31,10363.85,42288057300.0,4.2991428e+11,-0.00548701088412
sz399001,2019-04-17,10288.45,10344.43,10257.56,10410.65,45350076500.0,4.7559271e+11,0.0055202164928
sz399001,2019-04-16,9993.25,10287.64,9928.28,10287.64,41181245900.0,4.3087914e+11,0.0232629384429
sz399001,2019-04-15,10294.82,10053.76,10048.83,10365.31,40354406800.0,4.2011244e+11,-0.00775536549306
sz399001,2019-04-12,10138.09,10132.34,10053.81,10186.47,37090620800.0,3.6824919e+11,-0.00256536462435
sz399001,2019-04-11,10420.65,10158.4,10149.38,10437.45,44425211400.0,4.5663757e+11,-0.026514411006
sz399001,2019-04-10,10403.24,10435.08,10328.61,10529.74,47463839400.0,5.0329091e+11,-0.000147557350943
sz399001,2019-04-09,10368.03,10436.62,10304.73,10438.99,44013341100.0,4.5992453e+11,0.00818692661326
sz399001,2019-04-08,10510.43,10351.87,10226.25,10541.18,54494209900.0,5.6060476e+11,-0.00613779066418
sz399001,2019-04-04,10379.2,10415.8,10309.53,10453.5,51412838600.0,5.2978076e+11,0.00728107221017
sz399001,2019-04-03,10199.97,10340.51,10166.67,10350.57,49111659100.0,4.9077685e+11,0.00781161674639
sz399001,2019-04-02,10314.79,10260.36,10220.81,10334.96,55705758700.0,5.7581426e+11,-0.000714863114427
sz399001,2019-04-01,9976.98,10267.7,9976.98,10277.55,53963477800.0,5.6389593e+11,0.0364232461143
sz399001,2019-03-29,9556.3,9906.86,9554.07,9906.86,43550493400.0,4.4958491e+11,0.0377467786657
sz399001,2019-03-28,9586.38,9546.51,9537.61,9695.52,36530224900.0,3.7410888e+11,-0.00654876871077
sz399001,2019-03-27,9582.03,9609.44,9446.35,9609.44,37691923500.0,3.6966531e+11,0.0101377062966
sz399001,2019-03-26,9753.17,9513.0,9487.1,9780.08,44886052400.0,4.2689956e+11,-0.0194501994496
sz399001,2019-03-25,9705.02,9701.7,9680.94,9858.08,46080669800.0,4.440089e+11,-0.0179690299437
sz399001,2019-03-22,9871.99,9879.22,9692.25,9891.83,46787248300.0,4.4525779e+11,0.000954426634785
sz399001,2019-03-21,9808.74,9869.8,9771.86,9934.86,51593610100.0,4.8200476e+11,0.0070607921964
sz399001,2019-03-20,9828.07,9800.6,9642.67,9848.77,45121988900.0,4.3060529e+11,-0.0039777473795
sz399001,2019-03-19,9844.46,9839.74,9774.75,9908.17,43173948200.0,4.2240303e+11,-0.000374869329086
sz399001,2019-03-18,9583.45,9843.43,9510.66,9843.43,43981528200.0,4.3417989e+11,0.0306673758761
sz399001,2019-03-15,9485.33,9550.54,9452.91,9650.54,42244179200.0,4.0594601e+11,0.0140805888343
sz399001,2019-03-14,9521.62,9417.93,9323.06,9620.46,48217191700.0,4.5628068e+11,-0.018152532566
sz399001,2019-03-13,9828.15,9592.05,9534.33,9828.15,61596453800.0,5.9998109e+11,-0.0253209961346
sz399001,2019-03-12,9766.5,9841.24,9683.07,9928.2,66359242900.0,6.5001413e+11,0.0141081352345
sz399001,2019-03-11,9425.8,9704.33,9370.38,9704.33,55851138700.0,5.4009085e+11,0.0363755003353
sz399001,2019-03-08,9447.6,9363.72,9346.73,9726.3,70948978400.0,6.5850709e+11,-0.0324846483456
sz399001,2019-03-07,9685.3,9678.11,9546.56,9782.22,68551247800.0,6.4092319e+11,-0.00230709995062
sz399001,2019-03-06,9640.95,9700.49,9518.71,9707.92,69238812400.0,6.2080291e+11,0.0109163024425
sz399001,2019-03-05,9366.77,9595.74,9328.0,9595.74,56348747400.0,5.1375319e+11,0.022518173739
sz399001,2019-03-04,9280.65,9384.42,9260.73,9567.15,60633532500.0,5.6594971e+11,0.0236450998893
sz399001,2019-03-01,9111.96,9167.65,9005.49,9167.65,39995929200.0,3.5707409e+11,0.0150266886479
sz399001,2019-02-28,9001.18,9031.93,8970.65,9097.4,42168942100.0,3.6352591e+11,0.00290480436431
sz399001,2019-02-27,9062.96,9005.77,8901.72,9158.2,55038713600.0,4.7940615e+11,-0.00916158362159
sz399001,2019-02-26,9162.92,9089.04,9036.75,9276.45,68952715800.0,6.0531481e+11,-0.00498545089101
sz399001,2019-02-25,8804.97,9134.58,8785.42,9134.58,64391666400.0,5.7458853e+11,0.0558743295728
sz399001,2019-02-22,8431.56,8651.2,8393.86,8651.2,41685050300.0,3.5769544e+11,0.0236035074559
sz399001,2019-02-21,8467.15,8451.71,8416.17,8619.62,43136235800.0,3.6567433e+11,-0.00256330671287
sz399001,2019-02-20,8443.98,8473.43,8372.96,8488.47,36567624700.0,2.9383532e+11,0.00385742227993
sz399001,2019-02-19,8480.76,8440.87,8350.86,8537.35,43730624200.0,3.5871354e+11,-0.000716237397773
sz399001,2019-02-18,8187.89,8446.92,8187.89,8446.92,39670109600.0,3.2352081e+11,0.0395403187199
sz399001,2019-02-15,8198.45,8125.63,8117.51,8223.64,30705861400.0,2.4851877e+11,-0.0114757249427
sz399001,2019-02-14,8182.32,8219.96,8141.1,8260.33,31020020900.0,2.471563e+11,0.00596606867282
sz399001,2019-02-13,8029.97,8171.21,8016.78,8191.98,31813797700.0,2.6703776e+11,0.0201171775028
sz399001,2019-02-12,7915.06,8010.07,7903.9,8027.63,25879923200.0,2.0845517e+11,0.0114938029183
sz399001,2019-02-11,7695.17,7919.05,7695.17,7922.54,21162926200.0,1.8255902e+11,0.0305895366996
sz399001,2019-02-01,7524.67,7684.0,7517.83,7684.11,18099026500.0,1.502229e+11,0.0273798604667
sz399001,2019-01-31,7485.79,7479.22,7428.86,7552.56,20636525100.0,1.5983012e+11,0.00117127838008
sz399001,2019-01-30,7518.03,7470.47,7470.36,7580.22,16334215200.0,1.3618574e+11,-0.0107041171719
sz399001,2019-01-29,7575.43,7551.3,7428.4,7578.13,20890970200.0,1.6705183e+11,-0.00504375736207
sz399001,2019-01-28,7641.29,7589.58,7569.77,7704.85,20242333000.0,1.7230086e+11,-0.000772831102831
sz399001,2019-01-25,7581.29,7595.45,7554.55,7657.03,21191940400.0,1.774864e+11,0.00289561524892
sz399001,2019-01-24,7537.5,7573.52,7485.24,7604.99,20196841000.0,1.6900815e+11,0.00661237650805
sz399001,2019-01-23,7493.07,7523.77,7489.32,7542.65,16848837300.0,1.3887665e+11,0.00092858786796
sz399001,2019-01-22,7615.8,7516.79,7493.78,7615.8,18846436500.0,1.5563668e+11,-0.0143517644344
sz399001,2019-01-21,7591.19,7626.24,7578.49,7661.62,20489669300.0,1.7320199e+11,0.00591580171974
sz399001,2019-01-18,7486.95,7581.39,7479.66,7584.76,22063081700.0,1.753812e+11,0.0148640960598
sz399001,2019-01-17,7534.04,7470.35,7463.99,7545.81,21023804200.0,1.6661385e+11,-0.00929652739558
sz399001,2019-01-16,7545.35,7540.45,7518.71,7586.66,21607643300.0,1.7778502e+11,-0.000914228172802
sz399001,2019-01-15,7403.79,7547.35,7386.15,7549.66,22311039700.0,1.8222455e+11,0.0186457377315
sz399001,2019-01-14,7473.88,7409.2,7394.96,7488.36,21593477300.0,1.6691429e+11,-0.00867138256438
sz399001,2019-01-11,7441.18,7474.01,7404.31,7490.17,21710579400.0,1.7375005e+11,0.00611150672872
sz399001,2019-01-10,7442.7,7428.61,7415.28,7491.69,22741362900.0,1.8067191e+11,-0.00259400934219
sz399001,2019-01-09,7425.64,7447.93,7404.49,7552.2,26676795200.0,2.1844505e+11,0.00761399687485
sz399001,2019-01-08,7381.61,7391.65,7361.41,7412.19,22939399500.0,1.7635651e+11,-0.00115537417908
sz399001,2019-01-07,7333.32,7400.2,7303.46,7409.38,24556614100.0,1.9922933e+11,0.0158356257653
sz399001,2019-01-04,7022.12,7284.84,7011.33,7284.84,23161690400.0,1.8296232e+11,0.0275621205624
sz399001,2019-01-03,7134.15,7089.44,7081.83,7217.83,17315116100.0,1.4523886e+11,-0.00836868659318
sz399001,2019-01-02,7259.49,7149.27,7136.95,7266.47,14682647700.0,1.2866999e+11,-0.0125031250906
sz399001,2018-12-28,7229.87,7239.79,7174.9,7282.5,15583807300.0,1.3383373e+11,0.00338861370358
sz399001,2018-12-27,7402.6,7215.34,7215.34,7415.92,17591146000.0,1.5140585e+11,-0.010180326632
sz399001,2018-12-26,7323.99,7289.55,7277.56,7369.84,15952491600.0,1.3732793e+11,-0.00583714634462
sz399001,2018-12-25,7308.61,7332.35,7180.08,7362.07,19548996400.0,1.6113929e+11,-0.00814467518694
sz399001,2018-12-24,7315.26,7392.56,7293.15,7393.71,14303469100.0,1.2754492e+11,0.00749018752726
sz399001,2018-12-21,7399.15,7337.6,7283.76,7405.27,15982013800.0,1.3489023e+11,-0.0119626631333
sz399001,2018-12-20,7402.2,7426.44,7363.77,7445.05,15272123700.0,1.2764414e+11,0.00104465882791
sz399001,2018-12-19,7541.5,7418.69,7407.46,7548.72,14533289300.0,1.2342317e+11,-0.0148240712214
sz399001,2018-12-18,7540.96,7530.32,7473.45,7609.39,15510098200.0,1.3061495e+11,-0.00820925500319
sz399001,2018-12-17,7599.01,7592.65,7515.46,7618.68,15889108100.0,1.3526491e+11,-0.00484950161541
sz399001,2018-12-14,7785.29,7629.65,7624.73,7792.74,19837417000.0,1.6820515e+11,-0.0228469628742
sz399001,2018-12-13,7717.47,7808.04,7679.02,7849.66,19649994500.0,1.7243802e+11,0.0142919867706
sz399001,2018-12-12,7721.82,7698.02,7675.26,7737.24,16150863300.0,1.3365132e+11,0.00164207458298
sz399001,2018-12-11,7642.16,7685.4,7628.15,7685.4,15956733900.0,1.3300612e+11,0.00793981791141
sz399001,2018-12-10,7663.26,7624.86,7606.0,7698.53,16680587400.0,1.4149509e+11,-0.0140976921058
sz399001,2018-12-07,7741.73,7733.89,7712.27,7765.14,16689683000.0,1.4316066e+11,-0.000149966709976
sz399001,2018-12-06,7854.59,7735.05,7725.99,7872.45,20841590800.0,1.818095e+11,-0.0244005494097
sz399001,2018-12-05,7825.12,7928.51,7808.74,7972.98,22438304000.0,1.8850546e+11,-0.00316958605533
sz399001,2018-12-04,7916.55,7953.72,7890.66,7954.31,22374763500.0,1.8607865e+11,0.00192102508418
sz399001,2018-12-03,7901.83,7938.47,7835.23,7968.09,26580451300.0,2.3716538e+11,0.0334194682201
sz399001,2018-11-30,7583.84,7681.75,7537.92,7688.88,18701604800.0,1.5519851e+11,0.0111543883712
sz399001,2018-11-29,7800.57,7597.01,7597.01,7820.45,21785913700.0,1.8100423e+11,-0.0206340796203
sz399001,2018-11-28,7633.37,7757.07,7572.65,7757.07,21748484100.0,1.72682e+11,0.0159669214529
sz399001,2018-11-27,7657.8,7635.16,7589.0,7682.76,18052848800.0,1.4871544e+11,0.00252760339867
sz399001,2018-11-26,7627.4,7615.91,7586.6,7682.2,17877056000.0,1.4658058e+11,-0.00272238008564
sz399001,2018-11-23,7882.85,7636.7,7616.47,7889.13,26333290700.0,2.0851449e+11,-0.0325931499787
sz399001,2018-11-22,7929.79,7893.99,7857.81,7950.97,22481082700.0,1.7973866e+11,-0.00183094833767
sz399001,2018-11-21,7786.78,7908.47,7776.56,7919.07,24108834100.0,1.9781335e+11,0.00367408166995
sz399001,2018-11-20,8031.36,7879.52,7870.41,8054.24,28522120200.0,2.4103793e+11,-0.0282814455811
sz399001,2018-11-19,8050.55,8108.85,8014.57,8108.85,29537496000.0,2.4357366e+11,0.00577503414042
sz399001,2018-11-16,8003.47,8062.29,7959.14,8116.73,31772757500.0,2.7089293e+11,0.00752177553392
sz399001,2018-11-15,7889.92,8002.1,7884.34,8002.1,28194430800.0,2.320737e+11,0.0118289699123
sz399001,2018-11-14,7942.08,7908.55,7894.21,7990.45,31497160900.0,2.3404208e+11,-0.00692018494009
sz399001,2018-11-13,7733.11,7963.66,7718.68,8008.11,35381538400.0,2.6596751e+11,0.0167728723017
sz399001,2018-11-12,7634.82,7832.29,7622.47,7832.82,24965288100.0,1.9686564e+11,0.024022854005
sz399001,2018-11-09,7650.17,7648.55,7626.17,7705.26,19379553000.0,1.5302941e+11,-0.00642632780897
sz399001,2018-11-08,7813.63,7698.02,7692.34,7823.6,20920216900.0,1.6790615e+11,-0.00696848829469
sz399001,2018-11-07,7783.13,7752.04,7745.39,7871.17,22664051100.0,1.9163538e+11,-0.00503256858656
sz399001,2018-11-06,7807.09,7791.25,7701.51,7807.09,21042286300.0,1.7516388e+11,-0.00610148129627
sz399001,2018-11-05,7831.82,7839.08,7733.14,7895.54,25978687500.0,2.2501135e+11,-0.00361739501801
sz399001,2018-11-02,7763.49,7867.54,7709.44,7867.54,26829963700.0,2.4341811e+11,0.039608657217
sz399001,2018-11-01,7568.2,7567.79,7558.4,7689.57,23578544300.0,2.0302809e+11,0.0113539930748
sz399001,2018-10-31,7385.98,7482.83,7373.75,7526.6,19447832900.0,1.5998037e+11,0.0145893755178
sz399001,2018-10-30,7271.96,7375.23,7189.35,7451.66,18885767100.0,1.5856938e+11,0.00723685648108
sz399001,2018-10-29,7449.64,7322.24,7290.82,7450.38,15511407200.0,1.3293646e+11,-0.0243153641975
sz399001,2018-10-26,7582.77,7504.72,7476.13,7621.38,18435698700.0,1.4917848e+11,-0.00327914139355
sz399001,2018-10-25,7334.52,7529.41,7305.77,7543.11,19170339600.0,1.5497519e+11,-0.00208081790723
sz399001,2018-10-24,7531.6,7545.11,7484.63,7653.24,18317008200.0,1.5506286e+11,-0.00394455966279
sz399001,2018-10-23,7752.18,7574.99,7523.07,7769.52,22126719500.0,1.9065952e+11,-0.0224330930387
sz399001,2018-10-22,7464.92,7748.82,7464.92,7816.82,25788292700.0,2.2471935e+11,0.0488755695246
sz399001,2018-10-19,7097.04,7387.74,7084.44,7390.92,18479432800.0,1.5691539e+11,0.0278609083282
sz399001,2018-10-18,7309.0,7187.49,7182.39,7316.19,16245334200.0,1.3309738e+11,-0.0241296582175
sz399001,2018-10-17,7390.69,7365.21,7206.34,7419.21,17130014800.0,1.4115358e+11,0.00907387059562
sz399001,2018-10-16,7444.94,7298.98,7263.29,7493.15,15766505200.0,1.2927693e+11,-0.0195446827717
sz399001,2018-10-15,7571.71,7444.48,7430.96,7622.03,15750789000.0,1.3351348e+11,-0.0150563355684
sz399001,2018-10-12,7484.86,7558.28,7331.81,7595.93,21008427000.0,1.6609371e+11,0.00454407111026
sz399001,2018-10-11,7753.03,7524.09,7481.9,7803.29,23496764200.0,1.8856301e+11,-0.0607438310558
sz399001,2018-10-10,8062.46,8010.69,7952.13,8090.22,13930039400.0,1.2472672e+11,-0.00443677226682
sz399001,2018-10-09,8083.23,8046.39,8013.19,8132.15,13462189900.0,1.2153859e+11,-0.00179137880342
sz399001,2018-10-08,8225.84,8060.83,8055.98,8249.39,16459031600.0,1.4741482e+11,-0.0405018872551
sz399001,2018-09-28,8351.63,8401.09,8317.48,8405.98,15551537200.0,1.3784108e+11,0.00795944689403
