index_code.string(),date.date(2006-01-02),open.double(),close.double(),low.double(),high.double(),volume.double(),money.double(),change.double()
sh000037,2019-06-10,5355.35,5397.86,5323.02,5429.03,269385800.0,5057610000.0,0.00703525087917
sh000037,2019-06-06,5430.55,5360.15,5347.28,5430.55,389997600.0,6621070000.0,-0.0173030490253
sh000037,2019-06-05,5629.14,5454.53,5450.25,5646.67,434327100.0,9182070000.0,-0.0278568411447
sh000037,2019-06-04,5708.93,5610.83,5600.34,5715.46,285147000.0,5577950000.0,-0.0184301404085
sh000037,2019-06-03,5748.7,5716.18,5689.84,5791.92,328877300.0,5943440000.0,-0.00613927869126
sh000037,2019-05-31,5766.6,5751.49,5747.96,5800.22,302624100.0,5712530000.0,-0.000533489962743
sh000037,2019-05-30,5758.74,5754.56,5704.35,5761.73,362315200.0,5409060000.0,-0.00758809083635
sh000037,2019-05-29,5797.55,5798.56,5766.22,5827.63,248838700.0,4637410000.0,-0.0064596162611
sh000037,2019-05-28,5783.92,5836.26,5779.36,5862.82,360197800.0,6990120000.0,0.00702087974091
sh000037,2019-05-27,5726.48,5795.57,5661.97,5810.17,314259300.0,6103310000.0,0.0127476575415
sh000037,2019-05-24,5715.54,5722.62,5691.97,5769.85,264182400.0,4680890000.0,-0.0018453917533
sh000037,2019-05-23,5844.28,5733.2,5728.35,5844.28,270118300.0,5515290000.0,-0.0232733257124
sh000037,2019-05-22,5892.04,5869.81,5842.38,5920.97,258550100.0,5486380000.0,-0.00500564469924
sh000037,2019-05-21,5825.05,5899.34,5811.53,5935.9,310737600.0,6213040000.0,0.0109867134629
sh000037,2019-05-20,5934.39,5835.23,5766.27,5940.99,380198800.0,7843330000.0,-0.020020354559
sh000037,2019-05-17,6104.84,5954.44,5941.61,6104.86,833301100.0,11509820000.0,-0.0255635652508
sh000037,2019-05-16,6047.52,6110.65,6012.22,6111.21,656009700.0,9442200000.0,0.00768961843793
sh000037,2019-05-15,5963.5,6064.02,5955.72,6068.84,652288300.0,10405340000.0,0.0250843950687
sh000037,2019-05-14,5928.46,5915.63,5906.29,6006.5,588275200.0,8815990000.0,-0.0106566767291
sh000037,2019-05-13,5943.69,5979.35,5902.94,6023.93,694837600.0,9203140000.0,-0.0100168050531
sh000037,2019-05-10,5919.74,6039.85,5801.9,6045.83,913003600.0,12131530000.0,0.0275383720258
sh000037,2019-05-09,5987.41,5877.98,5869.55,6029.63,431710300.0,8911530000.0,-0.0310628014546
sh000037,2019-05-08,6029.42,6066.42,6008.62,6190.41,505426500.0,9492470000.0,-0.0170234692489
sh000037,2019-05-07,6066.79,6171.48,6066.79,6224.25,589829300.0,12323940000.0,0.0165608620741
sh000037,2019-05-06,6227.15,6070.94,6017.59,6227.15,684534200.0,13516860000.0,-0.0585631897826
sh000037,2019-04-30,6362.55,6448.59,6362.55,6468.9,500233300.0,10181500000.0,0.00467392371222
sh000037,2019-04-29,6318.75,6418.59,6318.75,6505.24,769511500.0,14944470000.0,0.0176139795703
sh000037,2019-04-26,6408.23,6307.49,6298.61,6431.2,627678600.0,11227330000.0,-0.017278476378
sh000037,2019-04-25,6488.21,6418.39,6406.38,6552.07,758546200.0,12304040000.0,-0.013873759543
sh000037,2019-04-24,6519.62,6508.69,6421.48,6547.0,719232400.0,10621390000.0,-0.00049294368771
sh000037,2019-04-23,6525.25,6511.9,6504.63,6571.94,719398400.0,11934850000.0,-0.00213765256633
sh000037,2019-04-22,6648.11,6525.85,6513.72,6654.76,659582700.0,11700250000.0,-0.0170743205893
sh000037,2019-04-19,6622.27,6639.21,6582.39,6687.85,467350700.0,8074760000.0,0.00138762988291
sh000037,2019-04-18,6698.06,6630.01,6622.74,6698.88,587112400.0,9103200000.0,-0.010803560505
sh000037,2019-04-17,6727.24,6702.42,6661.49,6739.58,690253000.0,11129770000.0,-0.00201906497637
sh000037,2019-04-16,6579.87,6715.98,6551.63,6715.98,687451900.0,11649830000.0,0.0193411296871
sh000037,2019-04-15,6764.91,6588.55,6582.68,6816.37,677066300.0,12533130000.0,-0.0157205644643
sh000037,2019-04-12,6731.63,6693.78,6653.29,6754.53,787882200.0,12566050000.0,-0.00800851237881
sh000037,2019-04-11,6958.85,6747.82,6747.74,7006.81,1179676400.0,20083960000.0,-0.0281481609503
sh000037,2019-04-10,6782.9,6943.26,6751.34,7003.21,1353397500.0,23991600000.0,0.019031083467
sh000037,2019-04-09,6703.09,6813.59,6642.3,6829.12,1109957200.0,18589420000.0,0.0126492164649
sh000037,2019-04-08,6774.99,6728.48,6641.2,6803.29,1486130600.0,23070300000.0,-0.00458173372094
sh000037,2019-04-04,6758.39,6759.45,6702.19,6770.56,1195279200.0,18344970000.0,0.00239942935697
sh000037,2019-04-03,6657.12,6743.27,6633.27,6756.07,1140077800.0,17286500000.0,0.00811181325787
