index_code.string(),date.date(2006-01-02),open.double(),close.double(),low.double(),high.double(),volume.double(),money.double(),change.double()
sh000047,2019-06-10,3025.15,3048.9,3015.81,3059.89,10415248000.0,1.0960219e+11,0.011153230059
sh000047,2019-06-06,3047.77,3015.27,3009.94,3047.77,10376906300.0,1.0323566e+11,-0.00974403436521
sh000047,2019-06-05,3071.95,3044.94,3042.66,3077.91,10775451500.0,1.1095106e+11,-0.000997381872584
sh000047,2019-06-04,3075.65,3047.98,3036.96,3077.53,10958249600.0,1.1060432e+11,-0.00927993551176
sh000047,2019-06-03,3086.8,3076.53,3061.4,3110.19,12929742400.0,1.2836948e+11,-0.000782736915952
sh000047,2019-05-31,3088.81,3078.94,3076.99,3110.86,11576623400.0,1.1631942e+11,-0.00317926935081
sh000047,2019-05-30,3092.77,3088.76,3065.13,3095.3,12207765500.0,1.2301797e+11,-0.00511492475778
sh000047,2019-05-29,3084.73,3104.64,3081.05,3129.14,11781201700.0,1.2867986e+11,-6.76361176869e-05
sh000047,2019-05-28,3079.5,3104.85,3075.79,3118.38,13701209600.0,1.5088428e+11,0.00739440504078
sh000047,2019-05-27,3039.1,3082.06,3014.45,3089.64,12150255900.0,1.29176e+11,0.0133155354489
sh000047,2019-05-24,3036.64,3041.56,3033.74,3066.4,9848006200.0,1.0332108e+11,0.00105978922701
sh000047,2019-05-23,3070.18,3038.34,3033.0,3076.45,11768592400.0,1.2540731e+11,-0.0152748203677
sh000047,2019-05-22,3099.09,3085.47,3071.33,3107.33,12064717100.0,1.2481656e+11,-0.0046485670413
sh000047,2019-05-21,3060.23,3099.88,3053.4,3118.33,13071212300.0,1.3419348e+11,0.0127348165572
sh000047,2019-05-20,3071.37,3060.9,3030.67,3078.95,12837801100.0,1.324664e+11,-0.00611417234628
sh000047,2019-05-17,3162.35,3079.73,3071.1,3163.15,15880520900.0,1.5782228e+11,-0.0256454873623
sh000047,2019-05-16,3137.8,3160.79,3130.48,3162.1,14808315400.0,1.4475998e+11,0.0058266082839
sh000047,2019-05-15,3099.2,3142.48,3099.2,3153.42,13798713800.0,1.4935931e+11,0.0213767303386
sh000047,2019-05-14,3064.63,3076.71,3064.63,3108.51,12492865000.0,1.3225732e+11,-0.00669262358593
sh000047,2019-05-13,3103.36,3097.44,3089.59,3124.31,12352180800.0,1.3005264e+11,-0.0159015596555
sh000047,2019-05-10,3075.3,3147.49,3030.85,3149.69,17528892400.0,1.8698424e+11,0.0350759496585
sh000047,2019-05-09,3071.1,3040.83,3032.17,3087.74,12412120400.0,1.367899e+11,-0.0180195890371
sh000047,2019-05-08,3077.52,3096.63,3072.05,3141.45,14045533700.0,1.4649207e+11,-0.0138121019108
sh000047,2019-05-07,3129.02,3140.0,3099.53,3153.74,15970571500.0,1.7118415e+11,0.0071365568118
sh000047,2019-05-06,3195.56,3117.75,3083.53,3205.64,21927498400.0,2.3148465e+11,-0.0570873821643
sh000047,2019-04-30,3281.84,3306.51,3281.84,3316.36,13946953400.0,1.5478746e+11,0.00481360938654
sh000047,2019-04-29,3301.23,3290.67,3270.72,3337.07,18602805400.0,1.9930837e+11,-0.0009593694878
sh000047,2019-04-26,3317.3,3293.83,3292.69,3340.94,17893410000.0,1.837681e+11,-0.0120722958057
sh000047,2019-04-25,3400.16,3334.08,3332.19,3406.21,19945566600.0,2.004815e+11,-0.0230718291618
sh000047,2019-04-24,3413.84,3412.82,3360.99,3424.32,17021702000.0,1.8391063e+11,0.00221420852323
sh000047,2019-04-23,3414.34,3405.28,3394.04,3443.54,20357274200.0,2.108711e+11,-0.00366609027418
sh000047,2019-04-22,3497.12,3417.81,3409.17,3498.24,22067900800.0,2.3778157e+11,-0.0200389941795
sh000047,2019-04-19,3461.45,3487.7,3432.35,3488.88,18832978100.0,2.0172027e+11,0.00860628003956
sh000047,2019-04-18,3468.18,3457.94,3444.67,3479.43,18998302900.0,2.015857e+11,-0.00353580907207
sh000047,2019-04-17,3464.6,3470.21,3445.89,3485.46,21818686900.0,2.3147862e+11,0.000438205777974
sh000047,2019-04-16,3364.64,3468.69,3353.13,3468.69,23460637500.0,2.488709e+11,0.0267986122623
sh000047,2019-04-15,3447.81,3378.16,3377.53,3466.56,22230972700.0,2.4131275e+11,-0.00393923668444
sh000047,2019-04-12,3389.49,3391.52,3369.28,3406.62,17261937100.0,1.8424559e+11,-0.0017542413789
sh000047,2019-04-11,3461.88,3397.48,3391.99,3476.14,21468348500.0,2.3853773e+11,-0.0184665164384
sh000047,2019-04-10,3437.53,3461.4,3419.21,3486.92,23677387800.0,2.6990607e+11,0.00238331735767
sh000047,2019-04-09,3452.4,3453.17,3425.77,3466.99,22704279600.0,2.5606977e+11,-0.000408153813199
sh000047,2019-04-08,3484.87,3454.58,3419.34,3505.94,32986791000.0,3.5272629e+11,-0.000130244889335
sh000047,2019-04-04,3439.43,3455.03,3420.13,3463.84,31095921600.0,3.3162835e+11,0.010033004844
sh000047,2019-04-03,3353.1,3420.71,3346.1,3424.06,27976761300.0,3.0596366e+11,0.014361203696
sh000047,2019-04-02,3381.92,3372.28,3359.87,3388.43,27559574500.0,3.0186323e+11,0.00137187245743
sh000047,2019-04-01,3308.77,3367.66,3308.77,3376.17,30578324600.0,3.3530861e+11,0.026253157845
sh000047,2019-03-29,3175.27,3281.51,3174.76,3285.29,24322499000.0,2.7112367e+11,0.0364681543248
sh000047,2019-03-28,3176.26,3166.05,3158.07,3193.85,17137204600.0,1.8525107e+11,-0.00722151843165
sh000047,2019-03-27,3172.99,3189.08,3152.4,3192.09,16929181500.0,1.8740467e+11,0.0108371448767
sh000047,2019-03-26,3220.19,3154.89,3144.93,3224.11,21131473800.0,2.1984451e+11,-0.014257058228
sh000047,2019-03-25,3221.1,3200.52,3199.26,3251.35,23293081700.0,2.4449761e+11,-0.0208854040792
sh000047,2019-03-22,3269.29,3268.79,3229.9,3276.17,21192302600.0,2.1952513e+11,3.05924534527e-06
sh000047,2019-03-21,3267.56,3268.78,3257.97,3294.18,24472550800.0,2.5429189e+11,0.0018634872958
sh000047,2019-03-20,3250.83,3262.7,3222.72,3277.6,21246037300.0,2.2113607e+11,0.00132888530155
sh000047,2019-03-19,3273.86,3258.37,3243.49,3286.33,21544958900.0,2.3191248e+11,-0.0031175808307
sh000047,2019-03-18,3193.09,3268.56,3174.1,3268.56,25305395100.0,2.7086454e+11,0.0268222343694
sh000047,2019-03-15,3159.29,3183.18,3159.29,3213.68,20668847900.0,2.2585053e+11,0.0114805929362
sh000047,2019-03-14,3162.8,3147.05,3125.57,3193.86,22365150300.0,2.2977878e+11,-0.00928992369104
sh000047,2019-03-13,3208.91,3176.56,3163.25,3213.93,27323981700.0,2.930373e+11,-0.0078768684919
sh000047,2019-03-12,3197.25,3201.78,3173.21,3240.68,31433643100.0,3.1843963e+11,0.00945841136523
sh000047,2019-03-11,3118.8,3171.78,3108.01,3173.36,26409852000.0,2.689718e+11,0.0188362874782
sh000047,2019-03-08,3177.18,3113.14,3112.22,3219.21,36487293100.0,3.5312223e+11,-0.0424024681712
sh000047,2019-03-07,3259.3,3250.99,3223.51,3280.87,37994417500.0,3.6022902e+11,-0.00380583500081
sh000047,2019-03-06,3230.52,3263.41,3211.35,3268.98,35913283000.0,3.2878599e+11,0.0122553429077
sh000047,2019-03-05,3194.85,3223.9,3184.11,3224.91,26650831100.0,2.5545892e+11,0.00635546926213
sh000047,2019-03-04,3198.32,3203.54,3182.77,3280.66,35574196500.0,3.4527317e+11,0.00940227494722
sh000047,2019-03-01,3130.69,3173.7,3104.9,3173.7,22945970600.0,2.1670483e+11,0.020164128873
sh000047,2019-02-28,3119.45,3110.97,3100.05,3136.36,22397445800.0,2.0073131e+11,-0.00358724861234
sh000047,2019-02-27,3119.05,3122.17,3088.82,3171.52,31795145600.0,2.9329416e+11,0.00126674833719
sh000047,2019-02-26,3154.67,3118.22,3114.27,3182.79,38097770900.0,3.4866714e+11,-0.0103590765696
sh000047,2019-02-25,3014.27,3150.86,3014.27,3152.08,35913527200.0,3.3973175e+11,0.059939179461
sh000047,2019-02-22,2903.74,2972.68,2887.65,2972.68,19301001900.0,1.8186054e+11,0.0231427942067
sh000047,2019-02-21,2912.25,2905.44,2897.22,2953.22,18142143600.0,1.6586625e+11,-0.00265689040842
sh000047,2019-02-20,2916.52,2913.18,2889.61,2923.46,14721070400.0,1.3150339e+11,0.00197769163832
sh000047,2019-02-19,2917.04,2907.43,2889.68,2938.98,17818563600.0,1.6376504e+11,-0.000567189626961
sh000047,2019-02-18,2847.22,2909.08,2847.22,2909.08,16287320000.0,1.5121777e+11,0.0295623860841
sh000047,2019-02-15,2864.73,2825.55,2822.91,2868.1,12103102600.0,1.1331334e+11,-0.016406282635
sh000047,2019-02-14,2865.45,2872.68,2858.51,2883.66,11908520900.0,1.1153697e+11,0.000125334224599
sh000047,2019-02-13,2824.11,2872.32,2814.94,2879.51,15955155000.0,1.4505889e+11,0.0186796233575
sh000047,2019-02-12,2802.28,2819.65,2795.17,2823.91,11393905900.0,1.0506311e+11,0.0061051760189
sh000047,2019-02-11,2753.77,2802.54,2753.77,2802.78,10095969400.0,97981090000.0,0.0155602261197
sh000047,2019-02-01,2740.22,2759.6,2728.84,2759.67,8495364700.0,78865330000.0,0.0134373358893
sh000047,2019-01-31,2712.46,2723.01,2708.35,2740.78,9439261600.0,85536800000.0,0.00711598989559
