index_code.string(),date.date(2006-01-02),open.double(),close.double(),low.double(),high.double(),volume.double(),money.double(),change.double()
sh000045,2019-06-10,3668.98,3691.87,3644.28,3703.08,4435054400.0,37771470000.0,0.00850099023424
sh000045,2019-06-06,3729.29,3660.75,3651.34,3729.29,5113865600.0,42735760000.0,-0.0201366174337
sh000045,2019-06-05,3779.34,3735.98,3731.96,3788.51,4978939900.0,42141260000.0,-0.00322034124411
sh000045,2019-06-04,3787.62,3748.05,3729.34,3792.28,5497205800.0,46343730000.0,-0.0126655304218
sh000045,2019-06-03,3844.23,3796.13,3787.42,3857.41,6212311900.0,53621160000.0,-0.0103910594136
sh000045,2019-05-31,3837.94,3835.99,3825.84,3868.6,5690364900.0,50213480000.0,-0.000510689300278
sh000045,2019-05-30,3839.66,3837.95,3793.57,3839.66,6273913300.0,54119820000.0,-0.00541869878669
sh000045,2019-05-29,3842.3,3858.86,3834.36,3885.16,5462297200.0,49873020000.0,0.00121166834017
sh000045,2019-05-28,3852.32,3854.19,3836.88,3887.59,6040896800.0,56648270000.0,0.000547756017528
sh000045,2019-05-27,3764.58,3852.08,3748.11,3857.65,5487336100.0,50414900000.0,0.0243531445287
sh000045,2019-05-24,3761.34,3760.5,3752.0,3796.75,4735355500.0,43115590000.0,-0.00670385749152
sh000045,2019-05-23,3840.14,3785.88,3776.38,3844.56,5559944900.0,51282740000.0,-0.0181642772672
sh000045,2019-05-22,3875.27,3855.92,3827.12,3886.68,6062605100.0,55404500000.0,-0.00567314436605
sh000045,2019-05-21,3799.64,3877.92,3787.47,3888.89,5999615000.0,54496150000.0,0.0185057755039
sh000045,2019-05-20,3819.85,3807.46,3738.66,3827.53,5958818000.0,50557930000.0,-0.0035748681015
sh000045,2019-05-17,3955.4,3821.12,3806.65,3957.3,7922320700.0,65031810000.0,-0.0326400931634
sh000045,2019-05-16,3917.81,3950.05,3910.36,3957.16,7229054500.0,59166490000.0,0.00812358673071
sh000045,2019-05-15,3862.25,3918.22,3859.67,3925.33,6733155400.0,56250530000.0,0.022521347001
sh000045,2019-05-14,3810.8,3831.92,3810.38,3868.49,6189795800.0,51424160000.0,-0.00756257251782
sh000045,2019-05-13,3856.01,3861.12,3844.11,3885.27,6010715600.0,49537490000.0,-0.0109152016149
sh000045,2019-05-10,3812.24,3903.73,3741.0,3903.75,8020657000.0,63541230000.0,0.0344788293469
sh000045,2019-05-09,3792.51,3773.62,3768.94,3831.07,5878475600.0,45045900000.0,-0.0148338049937
sh000045,2019-05-08,3771.45,3830.44,3754.39,3886.47,7031717700.0,54696090000.0,-0.00680120414762
sh000045,2019-05-07,3819.09,3856.67,3786.87,3872.23,7532663500.0,58242930000.0,0.0143792740663
sh000045,2019-05-06,3955.93,3802.0,3777.29,3961.52,9001789500.0,69142740000.0,-0.0722054520741
sh000045,2019-04-30,4035.44,4097.89,4035.44,4124.48,6650374000.0,56983990000.0,0.0103652748499
sh000045,2019-04-29,4167.99,4055.85,4045.01,4182.48,9217494600.0,74935790000.0,-0.0283480827372
sh000045,2019-04-26,4194.03,4174.18,4172.85,4238.74,8894601000.0,69910910000.0,-0.011272523136
sh000045,2019-04-25,4365.49,4221.77,4221.51,4368.83,10405139500.0,82628880000.0,-0.0370489484969
sh000045,2019-04-24,4357.41,4384.2,4304.89,4384.65,8866476600.0,75725740000.0,0.00656625952796
sh000045,2019-04-23,4416.82,4355.6,4345.46,4416.82,10517141800.0,86132360000.0,-0.0164793229432
sh000045,2019-04-22,4489.08,4428.58,4414.89,4492.24,10551560000.0,92023730000.0,-0.0106075432412
sh000045,2019-04-19,4448.55,4476.06,4406.79,4476.06,9747307500.0,82527360000.0,0.00416602168485
sh000045,2019-04-18,4481.74,4457.49,4442.77,4493.73,9759810700.0,86169790000.0,-0.00613599523747
sh000045,2019-04-17,4467.72,4485.01,4448.25,4508.17,10757388800.0,93997770000.0,0.00503299682917
sh000045,2019-04-16,4354.33,4462.55,4327.81,4462.55,9599511500.0,87848930000.0,0.0198109628736
sh000045,2019-04-15,4476.07,4375.86,4374.19,4495.0,9930149700.0,90463960000.0,-0.00886972199446
sh000045,2019-04-12,4414.63,4415.02,4381.1,4436.73,8645720500.0,75478900000.0,-0.00106567595758
sh000045,2019-04-11,4515.76,4419.73,4416.96,4525.86,10611510800.0,95479100000.0,-0.0208383642128
sh000045,2019-04-10,4481.31,4513.79,4447.85,4549.99,11277538100.0,1.0385771e+11,0.00126439356801
sh000045,2019-04-09,4502.83,4508.09,4464.89,4524.55,10875185500.0,1.0143432e+11,-0.00224203336712
sh000045,2019-04-08,4565.68,4518.22,4450.0,4578.2,15453752300.0,1.3837235e+11,-0.00129308344035
sh000045,2019-04-04,4524.49,4524.07,4477.87,4539.27,13955322500.0,1.2553368e+11,0.00858757565962
sh000045,2019-04-03,4403.58,4485.55,4389.46,4489.0,11990275900.0,1.1137727e+11,0.0143782069982
sh000045,2019-04-02,4431.98,4421.97,4401.72,4458.21,12895994900.0,1.2294779e+11,0.00423315990398
sh000045,2019-04-01,4283.42,4403.33,4283.42,4404.57,12674879200.0,1.1562881e+11,0.0360386432511
sh000045,2019-03-29,4132.4,4250.16,4111.48,4250.43,10476790500.0,92980320000.0,0.0275369536731
sh000045,2019-03-28,4187.82,4136.26,4135.6,4223.23,9288512800.0,84661440000.0,-0.0163401879205
sh000045,2019-03-27,4182.84,4204.97,4115.93,4205.13,8871598800.0,80304000000.0,0.00986819985206
sh000045,2019-03-26,4303.06,4163.88,4153.17,4315.94,11056265200.0,99479390000.0,-0.0281617163103
sh000045,2019-03-25,4251.76,4284.54,4241.32,4337.53,11649624700.0,1.0684046e+11,-0.00875443621338
sh000045,2019-03-22,4293.14,4322.38,4240.79,4326.53,11457340400.0,1.0185746e+11,0.00709705679509
sh000045,2019-03-21,4261.53,4291.92,4247.27,4329.78,12192614800.0,1.0713361e+11,0.00870529838679
sh000045,2019-03-20,4247.46,4254.88,4182.06,4261.91,10500821500.0,90920240000.0,0.000978657733278
sh000045,2019-03-19,4236.41,4250.72,4222.69,4265.62,10652439500.0,96249400000.0,0.00386125917197
sh000045,2019-03-18,4139.05,4234.37,4108.44,4234.37,11551459100.0,98923530000.0,0.0266632722335
sh000045,2019-03-15,4087.71,4124.4,4085.67,4160.68,10157073100.0,89722550000.0,0.0147947847953
sh000045,2019-03-14,4122.83,4064.27,4023.24,4159.71,11026178600.0,90807120000.0,-0.0226831145097
sh000045,2019-03-13,4248.78,4158.6,4131.53,4261.07,13644350500.0,1.2433807e+11,-0.0204595026216
sh000045,2019-03-12,4200.18,4245.46,4178.51,4273.58,15371169200.0,1.2869409e+11,0.0177298333933
sh000045,2019-03-11,4055.65,4171.5,4045.72,4171.5,12810667100.0,1.0986964e+11,0.034652102416
sh000045,2019-03-08,4131.33,4031.79,4031.47,4222.41,17711916400.0,1.3636253e+11,-0.0448371850606
sh000045,2019-03-07,4156.03,4221.05,4140.0,4253.0,17352102100.0,1.2937687e+11,0.016026111634
sh000045,2019-03-06,4092.88,4154.47,4052.4,4154.75,16316520800.0,1.2001167e+11,0.0214093067053
sh000045,2019-03-05,3968.42,4067.39,3954.24,4067.39,12064386900.0,95184500000.0,0.0228593558641
sh000045,2019-03-04,3940.3,3976.49,3936.2,4039.89,14519412400.0,1.0955712e+11,0.0179996825543
sh000045,2019-03-01,3892.33,3906.18,3847.05,3906.18,9379898000.0,66159060000.0,0.00666439881247
sh000045,2019-02-28,3878.76,3880.32,3858.18,3914.66,10345601500.0,71351720000.0,0.00102674172028
sh000045,2019-02-27,3874.08,3876.34,3836.3,3932.86,13156749900.0,97911760000.0,-0.000317208973661
sh000045,2019-02-26,3875.42,3877.57,3834.9,3960.37,16615815800.0,1.1588031e+11,0.00353787623903
sh000045,2019-02-25,3711.53,3863.9,3709.82,3865.24,14701448000.0,1.0750083e+11,0.0545405915842
sh000045,2019-02-22,3576.1,3664.06,3570.62,3664.06,8314391800.0,63966950000.0,0.0238722639669
sh000045,2019-02-21,3588.51,3578.63,3567.72,3641.71,8523810700.0,64149740000.0,-0.00194945365097
sh000045,2019-02-20,3587.77,3585.62,3549.87,3592.85,7115471900.0,50836020000.0,-0.0010113533468
sh000045,2019-02-19,3599.39,3589.25,3551.98,3619.66,8140454100.0,58841800000.0,0.00101796073182
sh000045,2019-02-18,3495.78,3585.6,3495.78,3585.6,7166120300.0,52845520000.0,0.0318600013238
sh000045,2019-02-15,3492.61,3474.89,3470.47,3510.69,5347304700.0,38441250000.0,-0.00650154533212
sh000045,2019-02-14,3482.43,3497.63,3471.39,3513.85,5445999800.0,40717640000.0,0.0030081958281
sh000045,2019-02-13,3434.69,3487.14,3427.57,3495.57,6804728100.0,49402230000.0,0.0161671028016
sh000045,2019-02-12,3394.46,3431.66,3392.25,3437.56,5403361500.0,37414600000.0,0.010104994216
sh000045,2019-02-11,3328.15,3397.33,3328.15,3397.33,4659078000.0,33454110000.0,0.0236467451075
sh000045,2019-02-01,3250.24,3318.85,3250.24,3319.37,3899558100.0,25955380000.0,0.0243332582307
sh000045,2019-01-31,3262.49,3240.01,3221.44,3288.46,4182849700.0,27517030000.0,-0.00870440513269
sh000045,2019-01-30,3289.05,3268.46,3268.03,3310.75,3253066800.0,22839520000.0,-0.0108764072146
sh000045,2019-01-29,3339.28,3304.4,3257.71,3339.51,4354377600.0,29493230000.0,-0.0123058253153
sh000045,2019-01-28,3371.59,3345.57,3341.73,3392.42,3878737500.0,28586060000.0,-0.00215938272673
