index_code.string(),date.date(2006-01-02),open.double(),close.double(),low.double(),high.double(),volume.double(),money.double(),change.double()
sz399003,2019-06-10,4650.01,4692.18,4645.9,4705.97,3457100.0,17760000.0,0.00942698069857
sz399003,2019-06-06,4694.96,4648.36,4627.89,4710.64,5850100.0,22700000.0,-0.00962177640662
sz399003,2019-06-05,4697.43,4693.52,4688.85,4749.05,6607600.0,26900000.0,0.00469218254988
sz399003,2019-06-04,4774.24,4671.6,4660.55,4788.76,5406800.0,24890000.0,-0.0237235429832
sz399003,2019-06-03,4818.02,4785.12,4773.28,4840.14,3395200.0,16130000.0,-0.00753096073157
sz399003,2019-05-31,4817.53,4821.43,4799.3,4847.02,2615600.0,17810000.0,0.00185766619775
sz399003,2019-05-30,4819.68,4812.49,4774.7,4819.75,3477600.0,15980000.0,-0.0014918002855
sz399003,2019-05-29,4804.54,4819.68,4789.69,4831.73,3669900.0,22840000.0,0.00502546094529
sz399003,2019-05-28,4803.78,4795.58,4795.4,4847.39,5467600.0,29330000.0,-0.000914589049515
sz399003,2019-05-27,4779.51,4799.97,4727.84,4813.06,5528100.0,30370000.0,0.0042807735521
sz399003,2019-05-24,4784.51,4779.51,4757.37,4821.76,4240300.0,25730000.0,-0.00241282218795
sz399003,2019-05-23,4880.49,4791.07,4784.07,4880.49,4604500.0,26850000.0,-0.0180060341223
sz399003,2019-05-22,4910.46,4878.92,4863.38,4915.84,4642200.0,17650000.0,-0.00315872490489
sz399003,2019-05-21,4828.53,4894.38,4822.76,4912.74,6000100.0,27110000.0,0.0125556252056
sz399003,2019-05-20,4905.28,4833.69,4803.67,4905.8,6200000.0,32940000.0,-0.0152248585084
sz399003,2019-05-17,4997.63,4908.42,4899.05,4997.63,6629800.0,33040000.0,-0.0178504611186
sz399003,2019-05-16,4997.52,4997.63,4979.42,5015.37,4265300.0,28610000.0,-0.000440014960509
sz399003,2019-05-15,4915.46,4999.83,4915.46,5005.87,5487800.0,31440000.0,0.017164212505
sz399003,2019-05-14,4905.95,4915.46,4903.18,4945.58,4759800.0,25390000.0,-0.00703394555459
sz399003,2019-05-13,4997.59,4950.28,4929.11,4997.59,5284300.0,33830000.0,-0.0117228987822
sz399003,2019-05-10,4906.56,5009.0,4892.15,5009.0,9156500.0,53070000.0,0.0212611525225
sz399003,2019-05-09,4985.51,4904.72,4893.58,5011.07,7355800.0,44610000.0,-0.0187655546042
sz399003,2019-05-08,4983.22,4998.52,4936.04,5049.17,7380700.0,53400000.0,-0.00120889506991
sz399003,2019-05-07,4936.55,5004.57,4936.55,5022.11,10004100.0,128440000.0,0.0161831682867
sz399003,2019-05-06,5127.04,4924.87,4892.38,5127.04,18205100.0,115840000.0,-0.0575367474687
sz399003,2019-04-30,5209.92,5225.53,5205.43,5256.89,9655700.0,82380000.0,0.000488227027482
sz399003,2019-04-29,5281.87,5222.98,5183.56,5282.85,12899200.0,120040000.0,-0.0118267180526
sz399003,2019-04-26,5326.36,5285.49,5272.58,5339.89,7257100.0,92940000.0,-0.00726871129693
sz399003,2019-04-25,5418.55,5324.19,5318.49,5433.93,8063700.0,52380000.0,-0.0189857441089
sz399003,2019-04-24,5391.22,5427.23,5368.44,5428.67,10684000.0,59630000.0,0.00697075511257
sz399003,2019-04-23,5409.88,5389.66,5358.11,5416.17,10218800.0,74970000.0,-0.006840151987
sz399003,2019-04-22,5501.04,5426.78,5410.68,5515.06,7095200.0,49290000.0,-0.0121542536247
sz399003,2019-04-19,5495.78,5493.55,5441.39,5495.78,8131500.0,55860000.0,8.01003438855e-05
sz399003,2019-04-18,5486.94,5493.11,5476.42,5515.63,12153000.0,81420000.0,0.00171416796293
sz399003,2019-04-17,5400.6,5483.71,5400.6,5491.88,15358000.0,89140000.0,0.0132314628333
sz399003,2019-04-16,5352.64,5412.1,5315.16,5418.04,17894200.0,94440000.0,0.00681990683553
sz399003,2019-04-15,5496.28,5375.44,5370.35,5528.84,27810700.0,146670000.0,-0.0246476317661
sz399003,2019-04-12,5511.7,5511.28,5494.0,5548.92,10336800.0,64570000.0,0.00050467459381
sz399003,2019-04-11,5640.61,5508.5,5505.54,5640.61,14954700.0,92800000.0,-0.0219456330676
sz399003,2019-04-10,5594.09,5632.1,5552.74,5654.31,21926700.0,153020000.0,0.00481166360102
sz399003,2019-04-09,5579.86,5605.13,5556.37,5625.22,14634900.0,99520000.0,0.00252189668093
sz399003,2019-04-08,5645.21,5591.03,5562.4,5677.96,15582100.0,117570000.0,-0.00718459945769
sz399003,2019-04-04,5592.3,5631.49,5578.33,5640.26,21429500.0,132930000.0,0.0146426628134
sz399003,2019-04-03,5487.04,5550.22,5470.84,5554.8,10882000.0,66480000.0,0.0110813769836
sz399003,2019-04-02,5518.51,5489.39,5478.2,5536.24,12551100.0,83620000.0,-0.00517583522866
sz399003,2019-04-01,5397.97,5517.95,5383.67,5531.47,19304700.0,130420000.0,0.0210182149228
sz399003,2019-03-29,5277.11,5404.36,5277.11,5414.11,11313700.0,108760000.0,0.0233049563742
sz399003,2019-03-28,5291.24,5281.28,5264.99,5312.42,7894100.0,50920000.0,0.000852792801671
sz399003,2019-03-27,5232.29,5276.78,5232.29,5293.21,7525800.0,48110000.0,0.00862248574547
sz399003,2019-03-26,5313.8,5231.67,5230.53,5324.69,13489100.0,67470000.0,-0.0146808999514
sz399003,2019-03-25,5371.19,5309.62,5293.65,5385.3,19212400.0,92940000.0,-0.0208512749207
sz399003,2019-03-22,5384.24,5422.69,5338.81,5427.8,28348800.0,128310000.0,0.00875432274915
sz399003,2019-03-21,5308.68,5375.63,5298.13,5395.39,11292800.0,76000000.0,0.0132107193613
sz399003,2019-03-20,5305.65,5305.54,5269.94,5331.06,9362400.0,51760000.0,-0.000999839950291
sz399003,2019-03-19,5327.42,5310.85,5287.11,5350.74,12378900.0,67840000.0,-0.00425234319484
sz399003,2019-03-18,5217.62,5333.53,5197.05,5339.81,13615200.0,97150000.0,0.0233899950687
sz399003,2019-03-15,5145.41,5211.63,5127.76,5246.66,14729500.0,99360000.0,0.015449093396
sz399003,2019-03-14,5165.56,5132.34,5114.1,5173.83,14135900.0,80590000.0,-0.00706346672858
sz399003,2019-03-13,5244.55,5168.85,5159.55,5267.74,15555100.0,59930000.0,-0.0145354989142
sz399003,2019-03-12,5238.91,5245.09,5227.25,5297.65,17982300.0,86340000.0,0.00121403469925
sz399003,2019-03-11,5112.02,5238.73,5112.02,5238.73,14874900.0,72390000.0,0.0231115208021
sz399003,2019-03-08,5221.03,5120.39,5120.39,5249.69,27728500.0,124170000.0,-0.0311924696088
sz399003,2019-03-07,5338.06,5285.25,5267.48,5338.06,26001500.0,119100000.0,-0.0100729907867
