index_code.string(),date.date(2006-01-02),open.double(),close.double(),low.double(),high.double(),volume.double(),money.double(),change.double()
sz399011,2019-06-10,4115.25,4159.61,4096.91,4176.45,13647169800.0,1.3943039e+11,0.0147493992657
sz399011,2019-06-06,4179.53,4099.15,4085.24,4179.53,14973844400.0,1.4779099e+11,-0.0201086709679
sz399011,2019-06-05,4223.11,4183.27,4174.75,4233.59,14277672300.0,1.5320617e+11,-0.000172084541311
sz399011,2019-06-04,4237.33,4183.99,4159.34,4243.83,15458831000.0,1.6062291e+11,-0.0130865414781
sz399011,2019-06-03,4290.82,4239.47,4223.72,4315.33,17670463400.0,1.7879815e+11,-0.0089277782713
sz399011,2019-05-31,4284.95,4277.66,4263.52,4322.12,15325330500.0,1.5642881e+11,-0.00231598636997
sz399011,2019-05-30,4301.9,4287.59,4238.13,4301.9,16832524000.0,1.6690346e+11,-0.00709549977653
sz399011,2019-05-29,4297.67,4318.23,4291.17,4350.39,15404329400.0,1.5716952e+11,-0.00146373272657
sz399011,2019-05-28,4303.88,4324.56,4287.45,4352.38,17310962700.0,1.792642e+11,0.00493572404562
sz399011,2019-05-27,4207.85,4303.32,4184.53,4313.45,17446945700.0,1.7690413e+11,0.0246292751221
sz399011,2019-05-24,4208.44,4199.88,4186.11,4252.34,14595228700.0,1.4634387e+11,-0.00550539528738
sz399011,2019-05-23,4314.42,4223.13,4212.55,4314.42,17832520200.0,1.8588808e+11,-0.025522989381
sz399011,2019-05-22,4347.11,4333.74,4306.05,4377.3,18068378800.0,1.8804027e+11,-0.00483375777018
sz399011,2019-05-21,4274.09,4354.79,4260.67,4368.44,18854315500.0,1.9085315e+11,0.0189741909821
sz399011,2019-05-20,4298.43,4273.7,4209.79,4304.63,17984489200.0,1.8237254e+11,-0.00764634993022
sz399011,2019-05-17,4452.42,4306.63,4288.26,4454.47,22025451100.0,2.1929365e+11,-0.0322071034506
sz399011,2019-05-16,4427.45,4449.95,4411.67,4457.4,19564425300.0,1.9796163e+11,0.00407727646055
sz399011,2019-05-15,4369.21,4431.88,4367.21,4440.94,18165640500.0,1.918517e+11,0.0238788315637
sz399011,2019-05-14,4306.67,4328.52,4305.07,4376.55,16483411400.0,1.7159737e+11,-0.00703571076278
sz399011,2019-05-13,4358.97,4359.19,4336.65,4398.48,17358928500.0,1.8101043e+11,-0.0125336389913
sz399011,2019-05-10,4295.73,4414.52,4214.72,4414.52,22917334500.0,2.3467572e+11,0.0400834984533
sz399011,2019-05-09,4259.38,4244.39,4237.54,4305.69,16048798900.0,1.6469684e+11,-0.0124020113131
sz399011,2019-05-08,4241.08,4297.69,4226.41,4373.55,18920983600.0,1.8636706e+11,-0.0079544798772
sz399011,2019-05-07,4297.91,4332.15,4254.93,4366.92,19917804700.0,2.0961425e+11,0.0151351123359
sz399011,2019-05-06,4441.2,4267.56,4242.96,4456.75,24773988900.0,2.5504056e+11,-0.0763017090613
sz399011,2019-04-30,4568.72,4620.08,4568.72,4648.34,17799543100.0,1.9508967e+11,0.00628591093435
sz399011,2019-04-29,4686.9,4591.22,4581.4,4695.55,24390901500.0,2.5580295e+11,-0.0207047772215
sz399011,2019-04-26,4722.3,4688.29,4685.73,4760.32,22053325700.0,2.410786e+11,-0.0129479408563
sz399011,2019-04-25,4895.21,4749.79,4747.92,4906.86,27678382800.0,2.9211363e+11,-0.0343109249677
sz399011,2019-04-24,4876.09,4918.55,4814.15,4918.66,24967735200.0,2.6329489e+11,0.011976528391
