index_code.string(),date.date(2006-01-02),open.double(),close.double(),low.double(),high.double(),volume.double(),money.double(),change.double()
sh000109,2019-06-10,8862.63,8921.14,8796.38,8960.5,213082000.0,2682020000.0,0.0085056353791
sh000109,2019-06-06,9046.68,8845.9,8832.67,9046.68,279600200.0,3313440000.0,-0.0234276245265
sh000109,2019-06-05,9270.25,9058.11,9041.1,9295.28,267721300.0,3860090000.0,-0.0159779428779
sh000109,2019-06-04,9333.91,9205.19,9187.85,9351.84,233497000.0,3002020000.0,-0.0148186201324
sh000109,2019-06-03,9475.89,9343.65,9289.14,9491.51,289757900.0,3471390000.0,-0.0141686906648
sh000109,2019-05-31,9467.91,9477.94,9444.12,9516.81,231066900.0,2967960000.0,0.000784540642479
sh000109,2019-05-30,9480.98,9470.51,9365.96,9480.98,323738400.0,3449200000.0,-0.00542001151004
sh000109,2019-05-29,9532.63,9522.12,9475.11,9574.71,198785700.0,2508790000.0,-0.00400610015041
sh000109,2019-05-28,9558.71,9560.42,9533.39,9648.45,279929000.0,3449510000.0,-0.000419261785595
sh000109,2019-05-27,9405.98,9564.43,9333.25,9586.27,274077800.0,3560150000.0,0.0193229970415
sh000109,2019-05-24,9381.96,9383.12,9315.8,9447.37,232002700.0,3039100000.0,-0.00164917828362
sh000109,2019-05-23,9561.35,9398.62,9378.5,9561.7,252061400.0,3212660000.0,-0.0180239950769
sh000109,2019-05-22,9645.97,9571.13,9535.38,9659.96,231978000.0,3075840000.0,-0.00819772357993
sh000109,2019-05-21,9534.51,9650.24,9497.72,9701.09,298913100.0,3981990000.0,0.0113180972183
sh000109,2019-05-20,9683.17,9542.24,9413.15,9702.24,339997900.0,4502300000.0,-0.0160143706548
sh000109,2019-05-17,9966.48,9697.54,9668.59,9973.32,426566500.0,5853280000.0,-0.0276303255758
sh000109,2019-05-16,9863.91,9973.1,9827.65,9976.8,386664600.0,5317050000.0,0.0115967813429
sh000109,2019-05-15,9682.52,9858.77,9662.66,9872.61,397793800.0,5426550000.0,0.026587347867
sh000109,2019-05-14,9567.13,9603.44,9554.08,9692.09,306162800.0,4023330000.0,-0.00754717371107
sh000109,2019-05-13,9644.07,9676.47,9574.42,9728.98,326869000.0,4407960000.0,-0.00679179360009
sh000109,2019-05-10,9566.13,9742.64,9374.19,9746.11,440719600.0,5787420000.0,0.0284043468394
sh000109,2019-05-09,9646.9,9473.55,9453.11,9695.52,380256900.0,5087120000.0,-0.0283448770296
sh000109,2019-05-08,9646.16,9749.91,9595.97,9976.22,504931700.0,6693730000.0,-0.00659423737828
sh000109,2019-05-07,9588.92,9814.63,9588.92,9862.25,550070900.0,7307110000.0,0.0294810863087
sh000109,2019-05-06,9719.2,9533.57,9444.74,9874.61,583261000.0,7572120000.0,-0.0527593329869
sh000109,2019-04-30,9904.15,10064.57,9904.15,10135.22,424793100.0,5842300000.0,0.0153699171326
sh000109,2019-04-29,9887.9,9912.22,9866.46,10090.93,548740000.0,7221110000.0,-0.000553555205788
sh000109,2019-04-26,10020.27,9917.71,9900.76,10075.53,436742200.0,6012390000.0,-0.00758293649166
sh000109,2019-04-25,10161.0,9993.49,9972.11,10225.76,598295300.0,7207230000.0,-0.0225708266417
sh000109,2019-04-24,10208.67,10224.26,10079.48,10227.0,527831200.0,6127000000.0,0.00185098629447
sh000109,2019-04-23,10291.32,10205.37,10176.71,10326.63,431699700.0,5836260000.0,-0.0105476354836
sh000109,2019-04-22,10498.4,10314.16,10293.32,10514.38,504095400.0,6932800000.0,-0.0148910179206
sh000109,2019-04-19,10446.27,10470.07,10363.69,10512.77,369161800.0,5034490000.0,0.000560960226295
sh000109,2019-04-18,10577.39,10464.2,10447.82,10577.86,490482200.0,6410930000.0,-0.0136153173263
sh000109,2019-04-17,10556.29,10608.64,10483.64,10610.05,629726300.0,8006340000.0,0.00520289982783
sh000109,2019-04-16,10385.52,10553.73,10308.29,10553.91,552623000.0,7300970000.0,0.015570751122
sh000109,2019-04-15,10656.93,10391.92,10387.39,10755.41,577278800.0,7959090000.0,-0.0154980668864
sh000109,2019-04-12,10698.04,10555.51,10491.48,10740.26,730248200.0,9126560000.0,-0.0175272854534
sh000109,2019-04-11,11013.06,10743.82,10736.53,11080.69,986542200.0,12703430000.0,-0.0194739531997
sh000109,2019-04-10,10741.96,10957.2,10707.88,11053.66,994765800.0,12807820000.0,0.0150094903554
sh000109,2019-04-09,10721.34,10795.17,10628.7,10834.73,865151500.0,10720990000.0,0.00491605196623
