index_code,date,open,close,low,high,volume,money,change
sh000001,2015-04-14,4125.78,4135.56,4091.26,4168.35,610683541.0,814645190000.0,0.0033602558161540674
sh000300,2015-04-14,4432.13,4438.18,4385.91,4474.35,434432126.0,602127440000.0,0.0038701038436397273
sz399001,2015-04-14,14132.61,14042.46,13920.06,14221.51,326909093.0,614882770000.0,-0.007564931623025628
sz399005,2015-04-14,8728.75,8663.16,8588.44,8775.35,28572683.0,77152200000.0,-0.0059620521576295715
sz399006,2015-04-14,2584.59,2558.85,2539.94,2593.7,14653230.0,56915220000.0,-0.007343528152131018
