code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600000,2019-06-11,11.350000,11.450000,11.270000,11.420000,0.014210,52266217.000000,594464068.000000,320944983715.159973,335200758133.739990,0.001860,154.126013,2018-09-30,2018-10-31,6.355232,1.527273,-0.854714,0.812628,11.420000
sh600004,2019-06-11,15.510000,16.230000,15.510000,16.140000,0.031969,13659489.000000,217832080.000000,33398833079.820000,33398833095.959999,0.006601,41.354312,2018-09-30,2018-10-31,23.343940,3.288521,10.635213,2.126090,16.140000
sh600006,2019-06-11,4.820000,5.010000,4.760000,4.990000,0.035270,24899873.000000,122612941.000000,9980000000.000000,9980000000.000000,0.012450,17.752737,2018-09-30,2018-10-30,19.991987,0.591401,-21.019377,1.419913,4.990000
sh600007,2019-06-11,13.740000,13.990000,13.650000,13.970000,0.016739,1510891.000000,21006607.000000,14071736999.980000,14071736999.980000,0.001500,24.055758,2018-09-30,2018-10-31,18.716506,6.195515,10.932853,2.089347,13.970000
sh600008,2019-06-11,3.280000,3.430000,3.280000,3.420000,0.030120,17897798.000000,60467551.000000,16486500300.660000,19444232867.939999,0.003713,26.151667,2018-09-30,2018-10-31,27.295666,1.194421,8.516195,1.316023,3.420000
sh600009,2019-06-11,73.870000,77.280000,73.020000,75.720000,0.028804,8827655.000000,665677580.000000,82798032705.119995,145909293682.559998,0.008073,228.562713,2018-09-30,2018-10-30,35.335293,23.213998,32.063008,5.373185,75.720000
sh600010,2019-06-11,1.700000,1.780000,1.700000,1.760000,0.035294,699589392.000000,1224014269.000000,55751892393.120003,80229657460.479996,0.022085,14.667336,2018-09-30,2018-10-31,27.160494,2.546856,9.591281,1.547253,1.760000
sh600011,2019-06-11,6.600000,6.700000,6.520000,6.610000,0.003035,29217661.000000,192819351.000000,69405000000.000000,103764397102.990005,0.002783,30.269896,2018-09-30,2018-10-24,158.133971,0.779447,3.349040,1.245056,6.610000
sh600012,2019-06-11,6.110000,6.260000,6.090000,6.250000,0.022913,4620427.000000,28692367.000000,7285000000.000000,10366312500.000000,0.003964,13.567393,2018-09-30,2018-10-30,9.279881,4.271238,5.635200,1.052490,6.250000
sh600015,2019-06-11,7.580000,7.670000,7.560000,7.660000,0.011889,31319409.000000,238977981.000000,98221779754.320007,117866135709.779999,0.002442,32.900519,2018-09-30,2018-10-31,5.317598,1.398533,-1.035037,0.610359,7.660000
sh600016,2019-06-11,6.250000,6.290000,6.230000,6.280000,0.008026,94434393.000000,592255143.000000,222702133771.359985,274953588192.559998,0.002663,153.258109,2018-09-30,2018-10-31,5.160230,1.542135,-1.337793,0.684842,6.280000
sh600017,2019-06-11,2.980000,3.070000,2.960000,3.060000,0.030303,16672883.000000,50493282.000000,9411500897.280001,9411500897.280001,0.005421,10.006681,2018-09-30,2018-10-27,16.160535,2.163955,6.657009,0.849874,3.060000
sh600018,2019-06-11,6.460000,6.700000,6.400000,6.670000,0.043818,48519302.000000,318544143.000000,154568409908.829987,154568409915.500000,0.002094,40.739339,2018-09-30,2018-10-31,13.007020,5.237682,27.931323,2.208097,6.670000
sh600019,2019-06-11,6.350000,6.490000,6.350000,6.470000,0.018898,49285690.000000,317063065.000000,142994032398.279999,144126587465.250000,0.002230,16.073384,2018-09-30,2018-10-30,6.692154,0.700902,2.743683,0.908497,6.470000
sh600020,2019-06-11,5.310000,5.620000,5.270000,5.550000,0.047170,45459168.000000,247868434.000000,12472913662.049999,12472913667.600000,0.020228,22.160291,2018-09-30,2018-10-31,27.286136,2.381502,3.351045,1.068520,5.550000
sh600021,2019-06-11,8.340000,8.520000,8.340000,8.520000,0.022809,4016560.000000,33923753.000000,18230578461.119999,22298238958.439999,0.001877,17.727016,2018-09-30,2018-10-30,16.781564,1.071987,3.726056,1.613789,8.520000
sh600022,2019-06-11,1.640000,1.690000,1.640000,1.680000,0.024390,90061753.000000,150177233.000000,18390203354.880001,18390203354.880001,0.008227,9.347362,2018-09-30,2018-10-30,5.624372,0.299874,8.633094,0.897148,1.680000
sh600023,2019-06-11,4.650000,4.750000,4.650000,4.740000,0.019355,17689712.000000,83216881.000000,64467270538.379997,64467270543.120003,0.001301,7.382888,2018-09-30,2018-10-27,14.693118,1.624355,6.725312,1.044444,4.740000
sh600025,2019-06-11,4.070000,4.170000,4.070000,4.150000,0.017157,29718142.000000,123206234.000000,37051200000.000000,74700000000.000000,0.003329,4.218709,2018-09-30,2018-10-30,25.872818,,7.490975,1.833930,4.150000
sh600026,2019-06-11,6.240000,6.440000,6.210000,6.420000,0.038835,13923103.000000,88780304.000000,17565330967.619999,25885650967.619999,0.005089,10.887072,2018-09-30,2018-10-31,103.215434,2.026032,11.738892,0.926982,6.420000
sh600027,2019-06-11,3.840000,3.920000,3.830000,3.920000,0.015544,37054176.000000,144385898.000000,27423312767.759998,38662868479.760002,0.005297,6.700556,2018-09-30,2018-10-31,17.570596,0.544435,2.299660,0.802112,3.920000
sh600028,2019-06-11,5.290000,5.310000,5.250000,5.300000,0.003788,141037968.000000,744243844.000000,506456186538.500000,641677411123.800049,0.001476,16.064129,2018-09-30,2018-10-31,9.266764,0.333488,3.093217,0.932097,5.300000
sh600029,2019-06-11,7.000000,7.270000,6.960000,7.250000,0.038682,48466810.000000,346722566.000000,50914212500.000000,88936999073.500000,0.006901,12.241832,2018-09-30,2018-10-31,24.078379,0.638579,4.114642,1.343414,7.250000
sh600030,2019-06-11,20.080000,21.160000,20.040000,21.090000,0.050299,221743961.000000,4597038936.000000,206991215253.000000,255545598156.000000,0.022593,116.093243,2018-09-30,2018-10-31,23.808986,7.118406,15.324807,1.672509,21.090000
sh600031,2019-06-11,12.370000,12.930000,12.370000,12.920000,0.058149,150163318.000000,1909579723.000000,107725622521.600006,108212410485.639999,0.018010,601.004784,2018-09-30,2018-10-30,19.272076,4.450179,9.663426,3.323473,12.920000
sh600033,2019-06-11,3.250000,3.340000,3.250000,3.320000,0.018405,6094514.000000,20153168.000000,9111408000.000000,9111408000.000000,0.002221,22.787041,2018-09-30,2018-10-31,13.534448,3.534630,4.964857,1.015943,3.320000
sh600035,2019-06-11,3.490000,3.730000,3.460000,3.580000,0.049853,25245246.000000,89596825.000000,5465597284.160000,6186550815.600000,0.016536,10.093302,2018-09-30,2018-10-30,10.501613,4.227920,9.916898,0.986742,3.580000
sh600036,2019-06-11,34.740000,35.540000,34.740000,35.420000,0.019574,52369707.000000,1840362215.000000,730677211639.760010,893286931187.420044,0.002539,169.028440,2018-09-30,2018-10-31,11.395296,4.686001,72.552233,1.817342,35.420000
sh600037,2019-06-11,10.190000,10.510000,10.100000,10.490000,0.033498,12093329.000000,125034626.000000,14599749992.670000,14599750003.160000,0.008689,54.181365,2018-09-30,2018-10-30,21.763485,5.685110,14.063547,1.129901,10.490000
sh600038,2019-06-11,38.900000,40.050000,38.600000,39.950000,0.027785,4153641.000000,164806303.000000,23549594804.200001,23549594804.200001,0.007046,117.694951,2018-09-30,2018-10-26,48.796873,1.892142,30.925840,3.165710,39.950000
