code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600000,2019-07-02,11.720000,11.740000,11.570000,11.610000,-0.008540,51165729.000000,595072188.000000,326284698855.780029,340777653409.169983,0.001821,156.690281,2018-09-30,2018-10-31,6.460967,1.552682,-0.868935,0.826148,11.610000
sh600004,2019-07-02,18.520000,18.810000,18.430000,18.680000,0.000000,8465221.000000,157610333.000000,38654907182.839996,38654907201.519997,0.004091,47.862363,2018-09-30,2018-10-31,27.017645,3.806046,12.308909,2.460679,18.680000
sh600006,2019-07-02,5.440000,6.060000,5.430000,5.650000,0.021700,68559369.000000,393687212.000000,11300000000.000000,11300000000.000000,0.034280,20.432354,2018-09-30,2018-10-30,23.009599,0.680668,-24.192064,1.634236,5.650000
sh600007,2019-07-02,14.720000,14.800000,14.600000,14.710000,-0.006081,1065695.000000,15677227.000000,14817126075.139999,14817126075.139999,0.001058,25.907329,2018-09-30,2018-10-31,20.157115,6.672384,11.774355,2.250164,14.710000
sh600008,2019-07-02,3.590000,3.610000,3.560000,3.580000,-0.011050,18594796.000000,66629026.000000,17257798560.340000,20353904581.060001,0.003857,27.375137,2018-09-30,2018-10-31,28.572656,1.250301,8.914613,1.377591,3.580000
sh600009,2019-07-02,86.480000,86.500000,84.110000,84.430000,-0.023931,12634884.000000,1073881386.000000,92322212114.279999,162693101764.640015,0.011555,254.854066,2018-09-30,2018-10-30,39.399879,25.884283,35.751186,5.991258,84.430000
sh600010,2019-07-02,1.710000,1.710000,1.680000,1.690000,-0.011696,261129820.000000,442321862.000000,53534487582.029999,77038705175.119995,0.008243,14.083976,2018-09-30,2018-10-31,26.080247,2.445561,9.209809,1.485714,1.690000
sh600011,2019-07-02,6.250000,6.270000,6.180000,6.250000,-0.001597,25545355.000000,159064573.000000,65625000000.000000,98113083493.750000,0.002433,29.077789,2018-09-30,2018-10-24,151.906245,0.748750,3.217146,1.196022,6.250000
sh600012,2019-07-02,6.460000,6.470000,6.420000,6.450000,0.000000,2251801.000000,14499755.000000,7518120000.000000,10698034500.000000,0.001932,14.001550,2018-09-30,2018-10-30,9.576837,4.407918,5.815526,1.086169,6.450000
sh600015,2019-07-02,7.780000,7.790000,7.740000,7.780000,0.001287,16622493.000000,129047566.000000,99760502152.559998,119712602587.740005,0.001296,33.415932,2018-09-30,2018-10-31,5.400902,1.420443,-1.051252,0.619920,7.780000
sh600016,2019-07-02,6.420000,6.440000,6.400000,6.440000,0.003115,84664731.000000,543618800.000000,228376073485.279999,281958775152.880005,0.002387,157.162774,2018-09-30,2018-10-31,5.291701,1.581425,-1.371877,0.702290,6.440000
sh600017,2019-07-02,3.190000,3.200000,3.160000,3.170000,-0.009375,26248531.000000,83421391.000000,9749822824.959999,9749822824.959999,0.008534,10.366399,2018-09-30,2018-10-27,16.741470,2.241745,6.896313,0.880425,3.170000
