index_code,date,open,close,low,high,volume,money,change
sh000001,2019-10-17,2979.990000,2977.330000,2969.570000,2986.720000,12252761400.000000,136051250000.000000,-0.000463
sh000002,2019-10-17,3121.930000,3119.230000,3111.090000,3129.010000,12239900100.000000,135950470000.000000,-0.000436
sh000003,2019-10-17,270.120000,267.160000,266.140000,270.150000,12861300.000000,100780000.000000,-0.010921
sh000004,2019-10-17,2325.810000,2322.580000,2316.500000,2329.340000,6613153200.000000,79874490000.000000,-0.000667
sh000005,2019-10-17,2785.520000,2774.250000,2762.560000,2786.100000,867217600.000000,11027200000.000000,-0.004493
sh000006,2019-10-17,6764.520000,6753.560000,6716.730000,6805.140000,627585800.000000,4178370000.000000,-0.001822
sh000007,2019-10-17,4970.180000,4977.350000,4965.480000,4989.400000,1119057900.000000,8839670000.000000,0.002175
sh000008,2019-10-17,2912.120000,2911.600000,2904.500000,2927.990000,3025747000.000000,32131520000.000000,-0.000021
sh000009,2019-10-17,4678.960000,4660.680000,4649.890000,4689.810000,3264698600.000000,32460010000.000000,-0.003834
sh000010,2019-10-17,8664.200000,8659.380000,8634.370000,8686.400000,3858221100.000000,55495670000.000000,0.000863
sh000016,2019-10-17,3009.690000,3011.750000,2997.840000,3018.650000,1893610700.000000,31585240000.000000,0.002340
sh000017,2019-10-17,2517.220000,2515.040000,2508.470000,2522.920000,12117006600.000000,130519330000.000000,-0.000433
sh000020,2019-10-17,1022.870000,1020.950000,1017.870000,1025.100000,1869582800.000000,21872360000.000000,-0.002238
sh000032,2019-10-17,1248.320000,1244.160000,1241.990000,1249.840000,312993100.000000,1742750000.000000,-0.002901
sh000033,2019-10-17,1805.240000,1799.560000,1796.020000,1807.500000,789026900.000000,6585140000.000000,-0.002693
sh000034,2019-10-17,2054.920000,2056.180000,2052.020000,2064.600000,1112396400.000000,10445330000.000000,0.001300
sh000035,2019-10-17,2320.440000,2310.840000,2300.820000,2325.580000,346783100.000000,3605280000.000000,-0.003957
sh000036,2019-10-17,10745.960000,10721.000000,10665.250000,10774.830000,212319900.000000,8134430000.000000,-0.001495
sh000037,2019-10-17,6596.900000,6568.290000,6527.740000,6640.480000,283922700.000000,7207290000.000000,-0.002621
sh000038,2019-10-17,5577.400000,5574.290000,5552.380000,5609.290000,1279583800.000000,19520500000.000000,0.000418
sh000039,2019-10-17,3601.600000,3596.720000,3581.920000,3626.190000,495772700.000000,10704870000.000000,0.000542
sh000040,2019-10-17,2960.900000,2976.010000,2952.900000,2986.150000,296508100.000000,4221840000.000000,0.004930
sh000041,2019-10-17,1930.750000,1929.990000,1925.770000,1936.170000,359887100.000000,2500010000.000000,0.000145
sh000043,2019-10-17,2410.170000,2414.870000,2404.220000,2418.010000,794205600.000000,19228700000.000000,0.002532
sh000044,2019-10-17,3294.710000,3284.490000,3276.150000,3300.560000,1964610300.000000,23910430000.000000,-0.002157
sh000045,2019-10-17,3825.300000,3817.060000,3808.700000,3834.060000,3151336500.000000,29344430000.000000,-0.002198
sh000046,2019-10-17,3564.340000,3554.770000,3546.600000,3570.400000,5115946900.000000,53254860000.000000,-0.002175
sh000047,2019-10-17,3248.310000,3245.440000,3236.530000,3256.050000,7009557600.000000,84840100000.000000,0.000234
sh000090,2019-10-17,1121.730000,1120.280000,1117.290000,1124.290000,12117006600.000000,130519330000.000000,-0.000491
sh000104,2019-10-17,969.260000,965.720000,963.310000,972.920000,116010100.000000,638140000.000000,0.000466
sh000105,2019-10-17,3438.290000,3426.480000,3420.330000,3441.170000,470531000.000000,3516280000.000000,-0.003502
sh000106,2019-10-17,4366.680000,4348.630000,4339.490000,4384.190000,944437700.000000,7876860000.000000,-0.005341
sh000107,2019-10-17,4067.390000,4053.560000,4044.840000,4073.840000,417787200.000000,3591080000.000000,-0.004546
sh000108,2019-10-17,10312.660000,10326.340000,10281.830000,10377.040000,134210900.000000,2373550000.000000,0.000444
sh000109,2019-10-17,11080.200000,11008.010000,10946.640000,11149.470000,212397600.000000,4319460000.000000,-0.005142
sh000110,2019-10-17,3512.260000,3467.520000,3461.510000,3513.870000,512714300.000000,2452440000.000000,-0.014755
sh000111,2019-10-17,6366.460000,6359.840000,6314.750000,6395.310000,254662600.000000,5656780000.000000,0.001195
sh000112,2019-10-17,5689.560000,5690.680000,5655.190000,5713.070000,59349700.000000,892540000.000000,0.002297
sh000113,2019-10-17,2022.300000,2019.880000,2015.240000,2029.960000,142597400.000000,1142880000.000000,0.000981
sh000132,2019-10-17,5185.350000,5175.790000,5167.480000,5207.950000,899540500.000000,8679860000.000000,-0.001817
sh000133,2019-10-17,3907.560000,3919.480000,3907.520000,3932.660000,582822300.000000,5956020000.000000,0.001915
sh000155,2019-10-17,2944.770000,2944.670000,2934.590000,2952.920000,2890533500.000000,45371530000.000000,0.001507
sh000300,2019-10-17,3929.390000,3925.220000,3913.920000,3935.810000,6486374500.000000,99991850000.000000,0.000645
sh000852,2019-10-17,5354.410000,5347.270000,5331.730000,5371.670000,9205192300.000000,87362650000.000000,-0.001074
sh000903,2019-10-17,4210.260000,4206.130000,4193.430000,4216.570000,3357858100.000000,53892990000.000000,0.000864
sh000904,2019-10-17,3777.760000,3773.060000,3763.030000,3786.150000,3128516500.000000,46098860000.000000,0.000138
sh000905,2019-10-17,5039.270000,5029.850000,5017.470000,5049.360000,7051450800.000000,65942910000.000000,-0.001689
sh000906,2019-10-17,4101.270000,4096.150000,4084.850000,4108.200000,13537825300.000000,165934760000.000000,0.000103
sz399001,2019-10-17,9657.090000,9645.390000,9617.010000,9670.700000,20659623100.000000,225158090000.000000,0.000345
sz399002,2019-10-17,11841.780000,11827.430000,11792.620000,11858.460000,8104742100.000000,107837690000.000000,0.000346
sz399003,2019-10-17,4920.110000,4916.520000,4903.420000,4940.050000,2623800.000000,11670000.000000,-0.000738
sz399004,2019-10-17,5506.570000,5497.600000,5480.490000,5514.080000,2484788500.000000,48079530000.000000,0.000502
sz399005,2019-10-17,6093.460000,6117.310000,6093.200000,6130.250000,1904423900.000000,30282060000.000000,0.005776
