index_code,date,open,close,low,high,volume,money,change
sh000001,2019-06-26,2964.620000,2976.280000,2958.460000,2986.910000,17444953300.000000,172516060000.000000,-0.001942
sh000002,2019-06-26,3105.000000,3117.300000,3098.560000,3128.430000,17428310500.000000,172404910000.000000,-0.001934
sh000003,2019-06-26,297.130000,295.850000,295.850000,297.170000,16642800.000000,111140000.000000,-0.004576
sh000004,2019-06-26,2303.700000,2316.910000,2298.700000,2322.140000,10320392400.000000,101513390000.000000,0.001587
sh000005,2019-06-26,2749.090000,2756.720000,2742.840000,2770.330000,1247935500.000000,14024860000.000000,-0.016658
sh000006,2019-06-26,6890.410000,6873.910000,6860.190000,6914.190000,268655500.000000,2576550000.000000,-0.006253
sh000007,2019-06-26,5177.060000,5190.970000,5160.290000,5213.170000,1492649700.000000,11598380000.000000,-0.000826
sh000008,2019-06-26,2884.490000,2891.560000,2879.560000,2905.920000,4115320200.000000,42802880000.000000,-0.004201
sh000009,2019-06-26,4604.830000,4626.170000,4591.700000,4644.920000,3829869600.000000,41193910000.000000,-0.000730
sh000010,2019-06-26,8492.340000,8515.750000,8475.000000,8552.410000,5708245000.000000,72098090000.000000,-0.003011
sh000016,2019-06-26,2896.760000,2903.490000,2891.000000,2915.240000,2402466000.000000,36749520000.000000,-0.002278
sh000017,2019-06-26,2503.560000,2513.470000,2498.370000,2522.450000,17167037900.000000,171361600000.000000,-0.001938
sh000020,2019-06-26,1037.010000,1044.470000,1033.330000,1048.080000,2702919800.000000,32575490000.000000,0.000757
sh000032,2019-06-26,1346.750000,1355.510000,1343.420000,1359.220000,670460200.000000,4249050000.000000,0.005728
sh000033,2019-06-26,1907.830000,1900.690000,1899.960000,1920.460000,1816660700.000000,14788870000.000000,-0.013699
sh000034,2019-06-26,2098.020000,2110.820000,2091.060000,2113.200000,853643600.000000,7664420000.000000,0.003361
sh000035,2019-06-26,2326.760000,2342.320000,2321.000000,2348.850000,461483600.000000,5101790000.000000,0.004339
