index_code,date,open,close,low,high,volume,money,change
sh000001,2019-06-13,2905.290000,2910.740000,2885.920000,2918.420000,21295779100.000000,191748210000.000000,0.000467
sh000002,2019-06-13,3042.970000,3048.660000,3022.670000,3056.740000,21279989300.000000,191651720000.000000,0.000456
sh000003,2019-06-13,287.500000,288.740000,286.320000,288.860000,15789800.000000,96480000.000000,0.003754
sh000004,2019-06-13,2256.900000,2263.650000,2241.470000,2268.180000,12779984200.000000,120750330000.000000,0.001358
sh000005,2019-06-13,2639.240000,2662.110000,2631.780000,2671.350000,1345962200.000000,14111730000.000000,0.004475
sh000006,2019-06-13,6848.220000,6855.550000,6797.790000,6873.690000,374988900.000000,2918880000.000000,-0.000519
sh000007,2019-06-13,5083.920000,5073.080000,5035.720000,5093.460000,1700261000.000000,10953550000.000000,-0.003647
sh000008,2019-06-13,2832.810000,2833.740000,2813.930000,2843.850000,5094582800.000000,43013720000.000000,-0.000342
sh000009,2019-06-13,4505.460000,4526.710000,4482.370000,4535.580000,4943712600.000000,44155690000.000000,0.002136
sh000010,2019-06-13,8244.460000,8242.600000,8177.520000,8269.350000,6456803400.000000,70990490000.000000,-0.000504
sh000016,2019-06-13,2798.020000,2794.540000,2771.860000,2804.760000,2345288700.000000,32358600000.000000,-0.000783
sh000017,2019-06-13,2453.540000,2458.120000,2437.160000,2464.640000,21266150100.000000,191629610000.000000,0.000456
sh000020,2019-06-13,1010.960000,1018.800000,1008.070000,1020.620000,3217124100.000000,32803790000.000000,0.005755
sh000032,2019-06-13,1317.750000,1327.840000,1309.290000,1328.700000,866129500.000000,4200040000.000000,0.004623
sh000033,2019-06-13,1861.450000,1873.080000,1849.660000,1875.360000,2679030400.000000,20135590000.000000,-0.000085
sh000034,2019-06-13,2069.520000,2065.090000,2048.730000,2072.450000,1089126700.000000,8906440000.000000,-0.002984
sh000035,2019-06-13,2271.240000,2267.270000,2245.760000,2276.390000,605084200.000000,5078170000.000000,-0.002310
sh000036,2019-06-13,10342.770000,10315.740000,10206.950000,10345.930000,386341700.000000,9408700000.000000,-0.001291
sh000037,2019-06-13,5541.260000,5567.060000,5496.230000,5580.620000,430990300.000000,5107500000.000000,0.004812
sh000038,2019-06-13,5320.920000,5319.730000,5282.490000,5340.860000,1448906900.000000,18777190000.000000,-0.000167
sh000039,2019-06-13,3065.010000,3102.490000,3064.340000,3114.690000,720336800.000000,12076270000.000000,0.009971
sh000040,2019-06-13,2837.980000,2837.250000,2817.820000,2863.680000,515188500.000000,6669440000.000000,-0.006586
sh000041,2019-06-13,1991.870000,1984.900000,1979.010000,1994.690000,643160000.000000,3753990000.000000,-0.006726
sh000043,2019-06-13,2306.570000,2307.090000,2286.070000,2316.350000,1151206000.000000,19781310000.000000,-0.000199
sh000044,2019-06-13,3282.300000,3287.820000,3263.090000,3298.880000,4111514700.000000,38631900000.000000,0.000018
sh000045,2019-06-13,3785.260000,3807.140000,3767.320000,3818.450000,6365810600.000000,49664590000.000000,0.003339
sh000046,2019-06-13,3540.450000,3552.580000,3521.530000,3563.670000,10477325300.000000,88296480000.000000,0.001432
sh000047,2019-06-13,3116.180000,3119.320000,3093.090000,3128.850000,12822614000.000000,120655080000.000000,0.000285
sh000090,2019-06-13,1084.740000,1087.100000,1077.440000,1090.060000,21266150100.000000,191629610000.000000,0.001188
sh000104,2019-06-13,1012.000000,1025.480000,1007.860000,1026.110000,225132400.000000,1358810000.000000,0.011162
sh000105,2019-06-13,3645.220000,3684.010000,3623.480000,3687.230000,1555963600.000000,13479520000.000000,0.004083
sh000106,2019-06-13,4309.440000,4320.600000,4280.040000,4342.990000,1300124700.000000,9089150000.000000,0.001976
sh000107,2019-06-13,3935.870000,3958.920000,3914.790000,3970.550000,445902700.000000,3555610000.000000,0.002659
sh000108,2019-06-13,9897.350000,9937.880000,9802.780000,9946.420000,187804600.000000,2751730000.000000,0.004614
sh000109,2019-06-13,9168.400000,9205.490000,9110.840000,9226.390000,238782200.000000,2686420000.000000,0.003752
sh000110,2019-06-13,3627.620000,3632.280000,3597.480000,3644.710000,311739900.000000,1543450000.000000,-0.001430
sh000111,2019-06-13,5236.980000,5258.510000,5230.200000,5313.600000,475643100.000000,7838030000.000000,-0.001540
sh000112,2019-06-13,5908.900000,5892.070000,5864.090000,5943.860000,65403800.000000,1119480000.000000,-0.005511
sh000113,2019-06-13,1969.380000,1967.200000,1956.430000,1975.940000,137215600.000000,733490000.000000,-0.002181
sh000132,2019-06-13,4842.200000,4863.580000,4815.690000,4878.990000,1174290100.000000,9485290000.000000,0.003294
sh000133,2019-06-13,3874.500000,3904.060000,3856.630000,3916.720000,1268367400.000000,11462860000.000000,0.005633
sh000155,2019-06-13,2777.320000,2775.990000,2754.990000,2785.470000,4825463100.000000,54389520000.000000,-0.000583
sh000300,2019-06-13,3689.580000,3685.390000,3654.270000,3697.590000,9633171800.000000,110459900000.000000,-0.001547
sh000852,2019-06-13,5256.910000,5294.110000,5237.960000,5306.980000,13516814700.000000,111687160000.000000,0.005550
sh000903,2019-06-13,3944.680000,3934.080000,3902.330000,3948.940000,5023329000.000000,59604410000.000000,-0.002728
