code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600000,2019-10-11,12.050000,12.450000,12.000000,12.450000,0.040970,92030800.000000,1131440000.000000,349892000000.000000,365433000000.000000,0.003275,168.027046,2018-09-30,2018-10-31,6.928427,1.665021,-0.931803,0.885921,12.450000
sh600004,2019-10-11,23.240000,23.670000,22.890000,23.500000,0.001705,11839100.000000,275840000.000000,48629000000.000000,48629000000.000000,0.005721,60.801246,2018-09-30,2018-10-31,34.321466,4.834954,15.636440,3.125887,23.500000
sh600006,2019-10-11,4.560000,4.580000,4.510000,4.570000,0.002193,5323000.000000,24180000.000000,9140000000.000000,9140000000.000000,0.002662,16.526700,2018-09-30,2018-10-30,18.611304,0.550558,-19.567740,1.321851,4.570000
sh600007,2019-10-11,16.790000,17.950000,16.790000,17.840000,0.062537,4265500.000000,74830000.000000,17970000000.000000,17970000000.000000,0.004235,31.419901,2018-09-30,2018-10-31,24.446154,8.092136,14.279707,2.728955,17.840000
sh600008,2019-10-11,3.420000,3.470000,3.410000,3.460000,0.014663,15578200.000000,53740000.000000,16679000000.000000,19672000000.000000,0.003232,26.457535,2018-09-30,2018-10-31,27.614913,1.208391,8.615799,1.331415,3.460000
sh600009,2019-10-11,80.540000,81.250000,80.120000,80.260000,-0.002734,8756300.000000,705180000.000000,87762000000.000000,154658000000.000000,0.008008,244.162668,2018-09-30,2018-10-30,37.747012,24.798410,34.251386,5.739918,80.260000
sh600010,2019-10-11,1.480000,1.490000,1.470000,1.480000,0.000000,108556600.000000,160470000.000000,46882000000.000000,67466000000.000000,0.003427,12.410983,2018-09-30,2018-10-31,22.982253,2.155060,8.115804,1.309231,1.480000
sh600011,2019-10-11,5.870000,5.880000,5.830000,5.860000,0.000000,21031100.000000,123110000.000000,61529999999.999992,91991000000.000000,0.002003,27.263335,2018-09-30,2018-10-24,142.427295,0.702028,3.016396,1.121390,5.860000
sh600012,2019-10-11,5.530000,5.550000,5.500000,5.550000,0.003617,2135300.000000,11800000.000000,6469000000.000000,9205000000.000000,0.001832,12.535218,2018-09-30,2018-10-30,8.573889,3.946292,5.206487,0.972419,5.550000
sh600015,2019-10-11,7.540000,7.620000,7.520000,7.610000,0.010624,29047200.000000,220520000.000000,97581000000.000000,117097000000.000000,0.002265,33.429616,2018-09-30,2018-10-31,5.403114,1.421024,-1.051682,0.620174,7.610000
sh600016,2019-10-11,6.130000,6.180000,6.100000,6.170000,0.009820,108424500.000000,666150000.000000,218801000000.000031,270138000000.000000,0.003057,158.966282,2018-09-30,2018-10-31,5.352425,1.599573,-1.387619,0.710349,6.170000
sh600017,2019-10-11,2.980000,3.010000,2.970000,3.000000,0.006711,9751000.000000,29150000.000000,9227000000.000000,9227000000.000000,0.003170,9.810472,2018-09-30,2018-10-27,15.843662,2.121525,6.526479,0.833210,3.000000
sh600018,2019-10-11,5.840000,5.930000,5.770000,5.900000,0.018998,29110300.000000,170730000.000000,136725000000.000000,136725000000.000000,0.001256,36.818561,2018-09-30,2018-10-31,11.755217,4.733605,25.243196,1.995589,5.900000
sh600019,2019-10-11,5.940000,5.980000,5.880000,5.960000,0.006757,22312300.000000,132350000.000000,131722000000.000000,132756000000.000000,0.001010,14.806394,2018-09-30,2018-10-30,6.164643,0.645653,2.527411,0.836884,5.960000
sh600020,2019-10-11,4.180000,4.200000,4.150000,4.200000,0.004785,9470500.000000,39550000.000000,9439000000.000000,9439000000.000000,0.004214,17.138152,2018-09-30,2018-10-31,21.102338,1.841787,2.591605,0.826364,4.200000
sh600021,2019-10-11,8.080000,8.100000,8.020000,8.080000,0.002481,3046300.000000,24550000.000000,18966000000.000000,21147000000.000000,0.001298,17.468081,2018-09-30,2018-10-30,16.536439,1.056329,3.671630,1.590217,8.080000
sh600022,2019-10-11,1.490000,1.500000,1.480000,1.490000,0.000000,26472600.000000,39490000.000000,16310000000.000000,16310000000.000000,0.002418,8.290220,2018-09-30,2018-10-30,4.988283,0.265960,7.656732,0.795685,1.490000
sh600023,2019-10-11,3.920000,3.940000,3.900000,3.920000,0.000000,14903100.000000,58390000.000000,53315000000.000000,53315000000.000000,0.001096,6.356026,2018-09-30,2018-10-27,12.649501,1.398428,5.789911,0.899176,3.920000
sh600025,2019-10-11,4.490000,4.540000,4.470000,4.500000,-0.002217,25013100.000000,112390000.000000,40176000000.000000,81000000000.000000,0.002802,4.741051,2018-09-30,2018-10-30,29.076278,,8.418475,2.060999,4.500000
sh600026,2019-10-11,6.770000,7.150000,6.550000,7.150000,0.100000,63253000.000000,437380000.000000,19563000000.000000,28829000000.000004,0.023118,12.161642,2018-09-30,2018-10-31,115.299055,2.263223,13.113186,1.035506,7.150000
sh600027,2019-10-11,3.650000,3.670000,3.610000,3.640000,0.002755,21589000.000000,78710000.000000,25465000000.000000,35901000000.000000,0.003086,6.335072,2018-09-30,2018-10-31,16.612200,0.514738,2.174224,0.758360,3.640000
sh600028,2019-10-11,5.020000,5.090000,5.000000,5.080000,0.016000,74755400.000000,376930000.000000,485433000000.000000,615042000000.000000,0.000782,15.750601,2018-09-30,2018-10-31,9.085901,0.326980,3.032845,0.913905,5.080000
sh600029,2019-10-11,6.770000,6.940000,6.740000,6.900000,0.014706,61636600.000000,423100000.000000,55969000000.000008,84643000000.000000,0.007599,11.729251,2018-09-30,2018-10-31,23.070187,0.611841,3.942357,1.287163,6.900000
sh600030,2019-10-11,22.500000,23.050000,22.250000,22.940000,0.024565,117496700.000000,2671940000.000000,225148000000.000000,277962000000.000000,0.011972,128.235075,2018-09-30,2018-10-31,26.299094,7.862898,16.927582,1.847431,22.940000
sh600031,2019-10-11,14.420000,14.860000,14.340000,14.750000,0.022885,80923800.000000,1187030000.000000,124019000000.000000,124143000000.000000,0.009625,699.687414,2018-09-30,2018-10-30,22.436476,5.180881,11.250122,3.869174,14.750000
sh600033,2019-10-11,3.110000,3.120000,3.090000,3.110000,0.003226,3221000.000000,10010000.000000,8534999999.999999,8534999999.999999,0.001174,22.321867,2018-09-30,2018-10-31,13.258156,3.462474,4.863505,0.995204,3.110000
sh600035,2019-10-11,3.430000,3.470000,3.420000,3.450000,0.005831,7162000.000000,24690000.000000,5262000000.000000,5841000000.000000,0.004696,10.043337,2018-09-30,2018-10-30,10.449628,4.206991,9.867806,0.981858,3.450000
sh600036,2019-10-11,35.300000,36.370000,35.300000,36.290000,0.033609,104387300.000000,3760500000.000000,748624000000.000000,915228000000.000122,0.005060,177.836630,2018-09-30,2018-10-31,11.989113,4.930192,76.332980,1.912045,36.290000
sh600037,2019-10-11,9.460000,9.540000,9.330000,9.460000,0.000000,4060100.000000,38290000.000000,13166000000.000000,13166000000.000000,0.002917,49.699786,2018-09-30,2018-10-30,19.963332,5.214870,12.900290,1.036442,9.460000
sh600038,2019-10-11,45.020000,45.110000,44.180000,44.420000,-0.011131,4226700.000000,188370000.000000,26185000000.000004,26185000000.000004,0.007170,131.676448,2018-09-30,2018-10-26,54.593666,2.116917,34.599655,3.541779,44.420000
sh600039,2019-10-11,3.300000,3.320000,3.280000,3.310000,0.000000,13105300.000000,43250000.000000,11443000000.000000,11951000000.000000,0.003791,25.685324,2018-09-30,2018-10-31,9.242522,0.329428,9.184361,0.915480,3.310000
sh600048,2019-10-11,15.690000,15.900000,15.530000,15.710000,0.003834,90121200.000000,1411610000.000000,187438000000.000000,187438000000.000000,0.007553,326.413224,2018-09-30,2018-10-30,11.415446,1.425317,-20.665794,1.724874,15.710000
sh600050,2019-10-11,6.110000,6.130000,6.010000,6.120000,0.004926,91172400.000000,553560000.000000,129723000000.000000,189926000000.000000,0.004301,9.653849,2018-09-30,2018-10-23,86.657303,0.478910,3.137714,1.374287,6.120000
sh600051,2019-10-11,6.070000,6.070000,5.990000,6.040000,0.003322,1876200.000000,11330000.000000,1878000000.000000,1878000000.000000,0.006034,27.508797,2018-09-30,2018-10-23,4.160821,0.520114,3.752309,0.827933,6.040000
sh600052,2019-10-11,5.370000,5.880000,5.230000,5.860000,0.079190,86362700.000000,484840000.000000,5109000000.000000,5109000000.000000,0.099058,22.498776,2018-09-30,2018-10-30,20.463714,4.693772,28.097005,2.164495,5.860000
sh600053,2019-10-11,21.940000,21.940000,21.520000,21.740000,-0.009567,1886900.000000,40980000.000000,9425000000.000000,9425000000.000000,0.004352,49.022811,2018-09-30,2018-10-27,27.185950,8.647488,6.227030,4.761512,21.740000
sh600054,2019-10-11,8.980000,9.040000,8.940000,8.980000,-0.001112,1276700.000000,11480000.000000,4609000000.000000,6550000000.000000,0.002487,39.312992,2018-09-30,2018-10-27,13.892763,2.724688,12.329263,1.635867,8.980000
sh600055,2019-10-11,9.790000,9.890000,9.750000,9.840000,0.013388,2565200.000000,25200000.000000,5322000000.000000,5322000000.000000,0.004743,143.225160,2018-09-30,2018-10-27,40.034276,2.629646,-135.061287,2.820963,9.840000
sh600056,2019-10-11,13.110000,13.150000,13.060000,13.140000,0.003820,3204000.000000,42020000.000000,13299000000.000000,14040000000.000000,0.003166,121.657881,2018-09-30,2018-10-27,9.342784,0.667598,-37.291502,1.726683,13.140000
sh600057,2019-10-11,4.250000,4.280000,4.250000,4.280000,0.004695,4091800.000000,17460000.000000,9234000000.000000,9234000000.000000,0.001897,40.927173,2018-09-30,2018-10-31,10.580549,0.088579,2.737387,0.816210,4.280000
sh600058,2019-10-11,7.830000,7.850000,7.740000,7.790000,0.000000,1040700.000000,8100000.000000,8350000000.000000,8350000000.000000,0.000971,37.239470,2018-09-30,2018-10-30,-20.907139,0.134712,-8.317318,1.181592,7.790000
sh600059,2019-10-11,8.310000,8.350000,8.220000,8.310000,0.003623,3565500.000000,29540000.000000,6719000000.000000,6719000000.000000,0.004410,68.133368,2018-09-30,2018-10-27,39.408176,4.937024,22.133359,1.693097,8.310000
