index_code,date,open,close,low,high,volume,money,change
sh000001,2019-09-30,2927.920000,2905.190000,2905.190000,2936.480000,11664681100.000000,142591700000.000000,-0.009201
sh000002,2019-09-30,3067.240000,3043.350000,3043.350000,3076.230000,11653592800.000000,142520410000.000000,-0.009229
sh000003,2019-09-30,270.220000,270.670000,270.040000,271.670000,11088300.000000,71300000.000000,0.000962
sh000004,2019-09-30,2315.360000,2297.840000,2297.840000,2322.980000,6659648600.000000,91666970000.000000,-0.008068
sh000005,2019-09-30,2745.750000,2702.680000,2702.680000,2749.230000,977076300.000000,12005720000.000000,-0.016546
sh000006,2019-09-30,6402.820000,6396.360000,6392.710000,6447.210000,248134900.000000,2499400000.000000,-0.001149
sh000007,2019-09-30,4893.430000,4856.070000,4854.970000,4904.690000,971601500.000000,6751430000.000000,-0.008218
sh000008,2019-09-30,2815.140000,2794.870000,2794.860000,2830.320000,2808219600.000000,29668180000.000000,-0.010270
sh000009,2019-09-30,4615.690000,4569.260000,4569.260000,4626.280000,2944931700.000000,32871370000.000000,-0.010256
sh000010,2019-09-30,8469.870000,8409.490000,8409.040000,8508.820000,3795014300.000000,55092090000.000000,-0.010175
sh000016,2019-09-30,2917.070000,2897.700000,2897.680000,2933.510000,1923302100.000000,30265810000.000000,-0.010845
sh000017,2019-09-30,2473.120000,2453.870000,2453.870000,2480.380000,11426084300.000000,131006110000.000000,-0.009222
sh000020,2019-09-30,1011.620000,1004.290000,1004.290000,1015.490000,1903630200.000000,24861990000.000000,-0.007462
sh000032,2019-09-30,1238.550000,1238.220000,1237.730000,1246.290000,392028400.000000,2156050000.000000,0.002096
sh000033,2019-09-30,1803.640000,1794.720000,1794.270000,1812.050000,808999500.000000,7116000000.000000,-0.006130
sh000034,2019-09-30,2037.370000,2026.650000,2024.770000,2044.770000,700373000.000000,6482600000.000000,-0.005891
sh000035,2019-09-30,2299.520000,2287.960000,2287.870000,2310.420000,410292700.000000,4877510000.000000,-0.006440
sh000036,2019-09-30,10685.500000,10654.690000,10654.690000,10757.270000,220841700.000000,8616950000.000000,-0.005628
sh000037,2019-09-30,6329.560000,6323.610000,6319.530000,6382.940000,254424300.000000,5902850000.000000,-0.001481
sh000038,2019-09-30,5342.560000,5297.540000,5297.540000,5374.740000,1279076800.000000,17825750000.000000,-0.012326
sh000039,2019-09-30,3717.270000,3613.150000,3613.150000,3730.290000,741536100.000000,15814340000.000000,-0.028371
sh000040,2019-09-30,3033.560000,2972.780000,2970.670000,3042.650000,330658400.000000,5347090000.000000,-0.020023
sh000041,2019-09-30,1915.900000,1906.890000,1905.200000,1923.430000,321322700.000000,1950320000.000000,-0.005642
sh000043,2019-09-30,2365.920000,2353.660000,2353.660000,2378.570000,865596600.000000,18664590000.000000,-0.007987
sh000044,2019-09-30,3277.070000,3250.520000,3248.880000,3286.420000,1871712200.000000,24826270000.000000,-0.008840
sh000045,2019-09-30,3797.320000,3754.350000,3754.350000,3807.670000,3317925600.000000,31987460000.000000,-0.011511
sh000046,2019-09-30,3542.180000,3508.470000,3508.140000,3551.560000,5189637800.000000,56813740000.000000,-0.010017
sh000047,2019-09-30,3185.530000,3160.050000,3160.050000,3197.180000,7112939900.000000,87079550000.000000,-0.010453
sh000090,2019-09-30,1101.230000,1092.150000,1092.150000,1104.630000,11426084300.000000,131006110000.000000,-0.010151
sh000104,2019-09-30,939.040000,937.940000,937.390000,945.180000,132705300.000000,731530000.000000,0.000064
sh000105,2019-09-30,3409.720000,3375.890000,3375.680000,3413.490000,493766200.000000,3768620000.000000,-0.009122
sh000106,2019-09-30,4281.880000,4257.100000,4256.340000,4296.570000,657409500.000000,5928270000.000000,-0.007190
sh000107,2019-09-30,4052.230000,4002.370000,4000.810000,4056.000000,399575200.000000,3955120000.000000,-0.011411
sh000108,2019-09-30,10224.090000,10153.180000,10133.700000,10278.630000,149421500.000000,2562470000.000000,-0.006981
sh000109,2019-09-30,10622.940000,10628.660000,10577.320000,10722.110000,171758600.000000,3125000000.000000,0.001644
sh000110,2019-09-30,3376.790000,3329.900000,3329.900000,3379.120000,271891100.000000,1706320000.000000,-0.016324
sh000111,2019-09-30,6537.160000,6333.150000,6333.140000,6554.990000,401159900.000000,8287860000.000000,-0.031076
sh000112,2019-09-30,5966.130000,5895.400000,5870.110000,5992.400000,122165300.000000,1888970000.000000,-0.011395
sh000113,2019-09-30,1962.860000,1949.980000,1947.260000,1968.420000,145079100.000000,917210000.000000,-0.008143
sh000132,2019-09-30,5076.460000,5056.890000,5051.950000,5102.530000,665622900.000000,8120200000.000000,-0.002753
sh000133,2019-09-30,3877.030000,3840.440000,3840.370000,3887.540000,531734200.000000,5680030000.000000,-0.008975
sh000155,2019-09-30,2868.640000,2849.620000,2849.460000,2883.690000,2880904200.000000,43362320000.000000,-0.010195
sh000300,2019-09-30,3842.070000,3814.530000,3813.550000,3857.230000,6593131300.000000,100487270000.000000,-0.009894
sh000852,2019-09-30,5297.020000,5232.390000,5232.390000,5315.340000,7753791600.000000,79381190000.000000,-0.011160
sh000903,2019-09-30,4099.460000,4073.040000,4071.930000,4120.250000,3334251100.000000,52387030000.000000,-0.010127
sh000904,2019-09-30,3729.910000,3696.960000,3695.970000,3744.630000,3258880200.000000,48100240000.000000,-0.009360
sh000905,2019-09-30,5009.140000,4940.900000,4940.900000,5022.430000,6578513000.000000,66977340000.000000,-0.012931
sh000906,2019-09-30,4025.700000,3990.690000,3990.680000,4039.220000,13171644300.000000,167464610000.000000,-0.010611
sz399001,2019-09-30,9544.020000,9446.240000,9446.040000,9581.640000,18404291900.000000,209905450000.000000,-0.010757
sz399002,2019-09-30,11700.940000,11581.060000,11580.830000,11747.070000,8183591200.000000,108545120000.000000,-0.010758
sz399003,2019-09-30,5008.200000,5013.500000,4987.820000,5021.150000,2912700.000000,17170000.000000,0.001510
sz399004,2019-09-30,5395.850000,5352.380000,5349.810000,5420.920000,2657368400.000000,46031290000.000000,-0.010166
sz399005,2019-09-30,6072.270000,5997.800000,5997.800000,6105.350000,2061792200.000000,32338860000.000000,-0.013070
sz399006,2019-09-30,1648.900000,1627.550000,1626.050000,1651.870000,1677567100.000000,25626210000.000000,-0.012127
sz399007,2019-09-30,4077.850000,4038.460000,4037.840000,4095.090000,6138314600.000000,85593690000.000000,-0.010489
sz399008,2019-09-30,1171.430000,1156.370000,1156.370000,1176.430000,4313596400.000000,55096540000.000000,-0.012688
sz399009,2019-09-30,3734.490000,3686.850000,3686.850000,3747.780000,3480946200.000000,39562400000.000000,-0.011115
sz399010,2019-09-30,5543.390000,5469.190000,5469.190000,5561.830000,6024778300.000000,61923010000.000000,-0.012357
sz399011,2019-09-30,4514.480000,4465.530000,4465.530000,4532.270000,12163092900.000000,147516700000.000000,-0.011082
sz399012,2019-09-30,2405.530000,2372.650000,2372.650000,2412.070000,3334264500.000000,46876590000.000000,-0.012560
sz399015,2019-09-30,1818.720000,1794.310000,1794.310000,1825.880000,3979501700.000000,38971580000.000000,-0.012482
sz399300,2019-09-30,3842.070000,3814.530000,3813.550000,3857.230000,6593131300.000000,100487270000.000000,-0.009894
sz399903,2019-09-30,4099.460000,4073.040000,4071.930000,4120.250000,3334251100.000000,52387030000.000000,-0.010127
sz399904,2019-09-30,3729.910000,3696.960000,3695.970000,3744.630000,3258880200.000000,48100240000.000000,-0.009360
sz399905,2019-09-30,5009.140000,4940.900000,4940.900000,5022.430000,6578513000.000000,66977340000.000000,-0.012931
