index_code,date,open,close,low,high,volume,money,change
sh000001,2019-10-08,2905.760000,2913.570000,2905.760000,2933.020000,12553581200.000000,151980790000.000000,0.002884
sh000002,2019-10-08,3043.950000,3052.190000,3043.950000,3072.580000,12540045900.000000,151878920000.000000,0.002905
sh000003,2019-10-08,270.710000,269.640000,269.050000,271.270000,13535300.000000,101870000.000000,-0.003805
sh000004,2019-10-08,2298.440000,2299.670000,2298.440000,2316.950000,7048445500.000000,93379160000.000000,0.000796
sh000005,2019-10-08,2700.830000,2709.540000,2700.830000,2735.500000,959003300.000000,11943210000.000000,0.002538
sh000006,2019-10-08,6418.230000,6536.330000,6418.230000,6583.000000,424866200.000000,4680670000.000000,0.021883
sh000007,2019-10-08,4860.310000,4855.260000,4851.430000,4880.920000,942820600.000000,7998970000.000000,-0.000167
sh000008,2019-10-08,2794.600000,2809.540000,2793.290000,2826.110000,3178445600.000000,33978780000.000000,0.005249
sh000009,2019-10-08,4577.270000,4575.540000,4569.630000,4610.160000,3126630600.000000,34984970000.000000,0.001374
sh000010,2019-10-08,8409.550000,8459.010000,8409.550000,8513.410000,4614277900.000000,67370010000.000000,0.005889
sh000016,2019-10-08,2898.530000,2922.350000,2898.530000,2938.870000,2496138800.000000,39074500000.000000,0.008507
sh000017,2019-10-08,2454.350000,2460.990000,2454.350000,2477.430000,12398590600.000000,145386180000.000000,0.002902
sh000020,2019-10-08,1004.690000,1005.360000,1003.390000,1012.840000,1864405700.000000,24824330000.000000,0.001065
sh000032,2019-10-08,1236.550000,1236.720000,1235.680000,1242.740000,377607800.000000,2112440000.000000,-0.001211
sh000033,2019-10-08,1795.520000,1802.970000,1794.070000,1812.560000,878537900.000000,8042140000.000000,0.004597
sh000034,2019-10-08,2025.920000,2022.720000,2022.720000,2034.860000,847223500.000000,8851220000.000000,-0.001939
sh000035,2019-10-08,2293.830000,2293.760000,2289.830000,2309.870000,470306500.000000,6332190000.000000,0.002535
sh000036,2019-10-08,10654.560000,10718.710000,10654.560000,10826.700000,244050900.000000,9246220000.000000,0.006009
sh000037,2019-10-08,6316.620000,6359.960000,6316.620000,6425.320000,319583700.000000,7585920000.000000,0.005748
sh000038,2019-10-08,5297.930000,5347.020000,5297.070000,5379.930000,1713960200.000000,22878220000.000000,0.009340
sh000039,2019-10-08,3634.890000,3570.390000,3559.910000,3663.700000,630806400.000000,14927130000.000000,-0.011835
sh000040,2019-10-08,2983.150000,2954.630000,2946.760000,3008.740000,343556400.000000,5385250000.000000,-0.006105
sh000041,2019-10-08,1906.880000,1922.250000,1906.880000,1925.040000,318436700.000000,2216900000.000000,0.008055
sh000043,2019-10-08,2352.170000,2365.920000,2352.170000,2378.780000,1008746200.000000,21433530000.000000,0.005209
sh000044,2019-10-08,3248.720000,3252.670000,3248.160000,3278.680000,2118139000.000000,28295510000.000000,0.000661
sh000045,2019-10-08,3759.890000,3751.270000,3747.090000,3783.300000,3279697000.000000,31827690000.000000,-0.000820
sh000046,2019-10-08,3509.660000,3508.510000,3507.350000,3537.400000,5397836100.000000,60123200000.000000,0.000011
sh000047,2019-10-08,3161.030000,3174.270000,3161.030000,3196.060000,7893974900.000000,99197700000.000000,0.004500
sh000090,2019-10-08,1092.710000,1096.580000,1092.710000,1104.060000,12398590600.000000,145386180000.000000,0.004056
sh000104,2019-10-08,941.330000,942.560000,937.760000,944.400000,136516700.000000,770010000.000000,0.004926
sh000105,2019-10-08,3379.090000,3394.860000,3376.520000,3408.260000,559386200.000000,4406770000.000000,0.005619
