index_code,date,open,close,low,high,volume,money,change
sh000001,2019-06-19,2944.120000,2917.800000,2916.210000,2953.340000,23075697300.000000,225567260000.000000,0.009563
sh000002,2019-06-19,3083.700000,3056.050000,3054.400000,3093.320000,23057102800.000000,225441810000.000000,0.009570
sh000003,2019-06-19,289.410000,289.710000,289.260000,292.330000,18594400.000000,125450000.000000,0.006916
sh000004,2019-06-19,2276.170000,2260.960000,2259.860000,2285.330000,12628940200.000000,126358450000.000000,0.010467
sh000005,2019-06-19,2704.770000,2655.370000,2655.320000,2713.820000,1568661600.000000,16812790000.000000,0.014860
sh000006,2019-06-19,6861.410000,6772.670000,6766.610000,6891.050000,342376700.000000,3010460000.000000,0.005580
sh000007,2019-06-19,5126.270000,5113.850000,5100.400000,5144.730000,2378699700.000000,15362740000.000000,0.016925
sh000008,2019-06-19,2888.760000,2855.370000,2852.770000,2895.730000,6157019000.000000,64022820000.000000,0.006326
sh000009,2019-06-19,4544.320000,4516.020000,4513.070000,4566.170000,4726526500.000000,47469060000.000000,0.013540
sh000010,2019-06-19,8418.620000,8332.740000,8331.320000,8443.750000,8566422500.000000,109477430000.000000,0.012704
sh000016,2019-06-19,2872.070000,2842.740000,2842.420000,2879.230000,4116011000.000000,61700810000.000000,0.012931
sh000017,2019-06-19,2486.360000,2464.070000,2462.740000,2494.130000,22543497200.000000,225332290000.000000,0.009571
sh000020,2019-06-19,1020.790000,1016.720000,1016.120000,1025.980000,3229683500.000000,36478460000.000000,0.014599
sh000032,2019-06-19,1333.770000,1322.330000,1321.390000,1337.090000,687398300.000000,4087410000.000000,0.005299
sh000033,2019-06-19,1875.800000,1860.630000,1857.540000,1881.630000,2064345800.000000,17487800000.000000,0.003847
sh000034,2019-06-19,2084.610000,2074.470000,2072.850000,2093.210000,1509696900.000000,12905680000.000000,0.014718
sh000035,2019-06-19,2281.490000,2278.810000,2278.100000,2296.960000,570980900.000000,6308150000.000000,0.016183
sh000036,2019-06-19,10365.920000,10303.570000,10292.920000,10445.120000,401212000.000000,12629930000.000000,0.009087
sh000037,2019-06-19,5669.910000,5657.470000,5650.660000,5700.740000,425660900.000000,7981540000.000000,0.015649
sh000038,2019-06-19,5472.350000,5400.100000,5397.740000,5481.850000,2854801500.000000,40178210000.000000,0.010335
sh000039,2019-06-19,3134.150000,3086.420000,3086.220000,3142.710000,953482500.000000,16356130000.000000,0.023122
sh000040,2019-06-19,2868.180000,2807.230000,2805.220000,2883.410000,591664500.000000,7546140000.000000,0.007421
sh000041,2019-06-19,1983.390000,1971.450000,1969.120000,1990.350000,478631400.000000,2775880000.000000,0.006988
sh000043,2019-06-19,2350.580000,2326.720000,2326.210000,2355.910000,1843285000.000000,38386640000.000000,0.009204
sh000044,2019-06-19,3318.500000,3284.740000,3282.510000,3331.670000,4450411500.000000,47776610000.000000,0.012268
sh000045,2019-06-19,3827.040000,3796.100000,3794.040000,3844.830000,6487411900.000000,54199390000.000000,0.012866
sh000046,2019-06-19,3579.440000,3546.300000,3544.110000,3594.620000,10937823400.000000,101976000000.000000,0.012528
sh000047,2019-06-19,3175.420000,3144.440000,3143.680000,3185.840000,15053834500.000000,163676810000.000000,0.012735
sh000090,2019-06-19,1102.550000,1092.730000,1092.380000,1106.390000,22543497200.000000,225332290000.000000,0.012631
sh000104,2019-06-19,1018.620000,1012.310000,1011.620000,1024.090000,174124700.000000,987140000.000000,0.010037
sh000105,2019-06-19,3671.610000,3649.240000,3643.120000,3688.430000,1290002000.000000,11196460000.000000,0.006629
sh000106,2019-06-19,4374.490000,4353.100000,4343.760000,4394.830000,1199175600.000000,10145420000.000000,0.015241
sh000107,2019-06-19,3953.430000,3950.980000,3949.160000,3978.690000,438523100.000000,4588990000.000000,0.017688
sh000108,2019-06-19,10008.480000,9914.320000,9904.920000,10046.420000,227353000.000000,3238910000.000000,0.009345
sh000109,2019-06-19,9300.080000,9247.330000,9238.990000,9370.860000,199213200.000000,2976910000.000000,0.013001
sh000110,2019-06-19,3630.300000,3603.470000,3598.740000,3653.530000,375529300.000000,2484180000.000000,0.013677
sh000111,2019-06-19,5265.800000,5208.000000,5207.800000,5289.630000,578748600.000000,9263630000.000000,0.026581
sh000112,2019-06-19,5901.690000,5800.220000,5785.050000,5932.710000,96406500.000000,1735530000.000000,0.010363
sh000113,2019-06-19,1973.090000,1958.000000,1956.870000,1981.300000,147450500.000000,851890000.000000,0.005211
sh000132,2019-06-19,4909.600000,4878.640000,4873.950000,4932.770000,926805000.000000,9995510000.000000,0.013255
sh000133,2019-06-19,3904.330000,3894.000000,3890.980000,3923.690000,1182189400.000000,10427420000.000000,0.017039
sh000155,2019-06-19,2841.660000,2813.530000,2813.130000,2849.490000,6691624200.000000,91610150000.000000,0.012815
sh000300,2019-06-19,3761.340000,3715.940000,3715.130000,3771.350000,12559571500.000000,172574180000.000000,0.013175
sh000852,2019-06-19,5268.940000,5234.280000,5231.970000,5292.280000,13087875800.000000,115348650000.000000,0.014222
sh000903,2019-06-19,4024.670000,3980.280000,3979.700000,4034.260000,7144997300.000000,102622980000.000000,0.013402
sh000904,2019-06-19,3627.830000,3575.330000,3573.440000,3640.470000,5414574100.000000,69951200000.000000,0.012652
sh000905,2019-06-19,4902.960000,4858.920000,4856.900000,4931.110000,9827437600.000000,88246820000.000000,0.012876
sh000906,2019-06-19,3940.920000,3896.240000,3895.270000,3954.000000,22387009100.000000,260820990000.000000,0.013102
sz399001,2019-06-19,9051.850000,8925.730000,8923.440000,9084.180000,27530778400.000000,278447260000.000000,0.013790
sz399002,2019-06-19,11025.210000,10871.600000,10868.810000,11064.600000,11247086700.000000,138882180000.000000,0.014028
sz399003,2019-06-19,4757.640000,4783.990000,4757.640000,4821.720000,7037900.000000,32750000.000000,0.013566
sz399004,2019-06-19,5022.410000,4932.980000,4931.750000,5034.430000,3745841200.000000,63958190000.000000,0.013873
sz399005,2019-06-19,5589.790000,5514.640000,5513.560000,5611.350000,2612944400.000000,38772420000.000000,0.018694
sz399006,2019-06-19,1501.250000,1469.990000,1469.590000,1504.410000,1687878500.000000,26746050000.000000,0.009782
sz399007,2019-06-19,3845.230000,3785.590000,3784.610000,3857.770000,8047672600.000000,110722940000.000000,0.013938
sz399008,2019-06-19,1100.380000,1087.710000,1087.480000,1105.350000,6211695800.000000,69558650000.000000,0.016561
sz399009,2019-06-19,3551.730000,3512.130000,3510.990000,3570.300000,4301831400.000000,46764750000.000000,0.014131
sz399010,2019-06-19,5464.990000,5430.790000,5428.670000,5492.330000,9549857000.000000,81646760000.000000,0.013672
sz399011,2019-06-19,4318.470000,4264.590000,4263.420000,4334.990000,17597529700.000000,192369690000.000000,0.013848
sz399012,2019-06-19,2213.320000,2178.610000,2178.140000,2219.890000,4249091700.000000,52401100000.000000,0.012582
sz399015,2019-06-19,1803.780000,1792.110000,1791.240000,1812.560000,6350443000.000000,53487510000.000000,0.014096
sz399300,2019-06-19,3761.340000,3715.940000,3715.130000,3771.350000,12559571500.000000,172574180000.000000,0.013175
sz399903,2019-06-19,4024.670000,3980.280000,3979.700000,4034.260000,7144997300.000000,102622980000.000000,0.013402
sz399904,2019-06-19,3627.830000,3575.330000,3573.440000,3640.470000,5414574100.000000,69951200000.000000,0.012652
sz399905,2019-06-19,4902.960000,4858.920000,4856.900000,4931.110000,9827437600.000000,88246820000.000000,0.012876
