code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600000,2019-07-01,11.860000,11.920000,11.690000,11.710000,0.002568,54887882.000000,646405195.000000,329095075245.580017,343712861448.869995,0.001953,158.039896,2018-09-30,2018-10-31,6.516617,1.566056,-0.876419,0.833263,11.710000
sh600004,2019-07-01,18.290000,19.150000,18.290000,18.680000,0.026374,14906151.000000,278458005.000000,38654907182.839996,38654907201.519997,0.007203,47.862363,2018-09-30,2018-10-31,27.017645,3.806046,12.308909,2.460679,18.680000
sh600006,2019-07-01,5.440000,5.640000,5.320000,5.530000,0.037523,51190159.000000,279214767.000000,11060000000.000000,11060000000.000000,0.025595,19.998392,2018-09-30,2018-10-30,22.520899,0.666211,-23.678250,1.599527,5.530000
sh600007,2019-07-01,14.650000,14.900000,14.590000,14.800000,0.014393,2203129.000000,32411034.000000,14907781503.200001,14907781503.200001,0.002187,26.065837,2018-09-30,2018-10-31,20.280442,6.713207,11.846394,2.263931,14.800000
sh600008,2019-07-01,3.600000,3.630000,3.560000,3.620000,0.028409,24891199.000000,89699920.000000,17450623125.259998,20581322509.340000,0.005163,27.681005,2018-09-30,2018-10-31,28.891904,1.264270,9.014218,1.392983,3.620000
sh600009,2019-07-01,84.260000,87.980000,84.260000,86.500000,0.032466,9274414.000000,800724926.000000,94585708254.000000,166681905752.000000,0.008482,261.102412,2018-09-30,2018-10-30,40.365859,26.518897,36.627710,6.138147,86.500000
sh600010,2019-07-01,1.710000,1.720000,1.690000,1.710000,0.011834,270939437.000000,462341510.000000,54168031813.769997,77950405828.080002,0.008553,14.250650,2018-09-30,2018-10-31,26.388889,2.474502,9.318801,1.503297,1.710000
sh600011,2019-07-01,6.270000,6.330000,6.220000,6.260000,0.004815,42417445.000000,265443959.000000,65730000000.000000,98270064427.339996,0.004040,29.124313,2018-09-30,2018-10-24,152.149295,0.749948,3.222293,1.197936,6.260000
sh600012,2019-07-01,6.360000,6.450000,6.360000,6.450000,0.018957,3221622.000000,20698435.000000,7518120000.000000,10698034500.000000,0.002764,14.001550,2018-09-30,2018-10-30,9.576837,4.407918,5.815526,1.086169,6.450000
sh600015,2019-07-01,7.770000,7.790000,7.740000,7.770000,0.009091,18464672.000000,143440221.000000,99632275286.039993,119558730347.910004,0.001440,33.372980,2018-09-30,2018-10-31,5.393960,1.418617,-1.049901,0.619124,7.770000
