index_code,date,open,close,low,high,volume,money,change
sh000001,2019-06-21,2990.370000,3001.980000,2989.250000,3010.350000,28697383500.000000,276662460000.000000,0.004975
sh000002,2019-06-21,3132.170000,3144.230000,3130.940000,3153.080000,28661391400.000000,276406720000.000000,0.004944
sh000003,2019-06-21,293.100000,297.780000,293.100000,297.780000,35992100.000000,255740000.000000,0.016557
sh000004,2019-06-21,2307.520000,2321.380000,2307.520000,2326.580000,16044231600.000000,154598340000.000000,0.007845
sh000005,2019-06-21,2764.050000,2792.130000,2760.860000,2807.260000,2063340200.000000,23723430000.000000,0.014133
sh000006,2019-06-21,6913.980000,6904.540000,6888.340000,6971.340000,471740700.000000,3797760000.000000,-0.002112
sh000007,2019-06-21,5230.940000,5245.000000,5221.340000,5267.680000,2557081700.000000,17182480000.000000,0.005030
sh000008,2019-06-21,2937.240000,2939.630000,2927.800000,2953.660000,7560989200.000000,77360450000.000000,0.000388
sh000009,2019-06-21,4611.700000,4653.740000,4611.700000,4671.130000,5911228200.000000,59202730000.000000,0.011595
sh000010,2019-06-21,8604.920000,8609.730000,8577.700000,8658.170000,10638683000.000000,129316060000.000000,0.000759
sh000016,2019-06-21,2939.650000,2938.770000,2929.900000,2958.230000,4656020500.000000,68751730000.000000,-0.001312
sh000017,2019-06-21,2525.450000,2535.180000,2524.460000,2542.310000,28345890500.000000,274320200000.000000,0.004947
sh000020,2019-06-21,1037.690000,1048.410000,1037.690000,1050.890000,3961490600.000000,43614210000.000000,0.014800
sh000032,2019-06-21,1346.120000,1348.910000,1342.820000,1354.110000,980924300.000000,5375970000.000000,0.006499
sh000033,2019-06-21,1901.770000,1913.010000,1901.770000,1928.820000,3193354100.000000,22658370000.000000,0.008759
sh000034,2019-06-21,2120.950000,2122.770000,2113.510000,2132.200000,1574508400.000000,13431890000.000000,0.002906
sh000035,2019-06-21,2331.540000,2351.390000,2331.540000,2356.240000,795238900.000000,8393190000.000000,0.009995
sh000036,2019-06-21,10605.190000,10597.620000,10532.540000,10705.000000,456804700.000000,13544810000.000000,-0.002676
sh000037,2019-06-21,5778.140000,5816.820000,5775.200000,5848.610000,477546100.000000,8402510000.000000,0.006759
sh000038,2019-06-21,5596.730000,5585.100000,5566.090000,5632.350000,3249083700.000000,47612650000.000000,-0.002422
sh000039,2019-06-21,3183.550000,3244.170000,3183.550000,3259.590000,1101182800.000000,20167290000.000000,0.023036
sh000040,2019-06-21,2858.570000,2882.090000,2858.570000,2899.190000,674459700.000000,8501990000.000000,0.012211
sh000041,2019-06-21,2005.580000,2000.390000,1995.390000,2015.300000,672285600.000000,3959530000.000000,0.000030
sh000043,2019-06-21,2388.150000,2392.400000,2386.310000,2403.200000,1877604300.000000,37094270000.000000,0.002292
