index_code,date,open,close,low,high,volume,money,change
sh000001,2019-06-28,2992.240000,2978.880000,2961.220000,2992.240000,18143152300.000000,183641770000.000000,-0.005976
sh000002,2019-06-28,3134.030000,3119.990000,3101.480000,3134.030000,18122421200.000000,183489120000.000000,-0.005993
sh000003,2019-06-28,296.750000,296.900000,295.660000,297.130000,20731100.000000,152650000.000000,-0.000572
sh000004,2019-06-28,2328.220000,2314.670000,2302.980000,2328.220000,10635148100.000000,111699870000.000000,-0.007521
sh000005,2019-06-28,2745.180000,2736.700000,2717.510000,2750.120000,1213972000.000000,14009050000.000000,-0.008223
sh000006,2019-06-28,6903.020000,6832.780000,6806.570000,6903.020000,337696500.000000,2823510000.000000,-0.009166
sh000007,2019-06-28,5204.620000,5194.110000,5143.060000,5204.620000,1844943900.000000,13258420000.000000,-0.003559
sh000008,2019-06-28,2915.000000,2906.060000,2887.290000,2915.000000,4111391800.000000,41850920000.000000,-0.003942
sh000009,2019-06-28,4658.050000,4624.520000,4596.440000,4658.050000,4113774700.000000,43804110000.000000,-0.008273
sh000010,2019-06-28,8590.030000,8579.410000,8525.650000,8597.990000,5741944300.000000,76039640000.000000,-0.002410
sh000016,2019-06-28,2932.690000,2930.600000,2911.670000,2937.290000,2370867100.000000,37348150000.000000,-0.002223
sh000017,2019-06-28,2526.970000,2515.650000,2500.720000,2526.970000,18020863400.000000,183226920000.000000,-0.005994
sh000020,2019-06-28,1049.680000,1040.980000,1034.000000,1049.890000,2955988100.000000,35490390000.000000,-0.009355
sh000032,2019-06-28,1351.120000,1343.780000,1337.760000,1351.880000,541414800.000000,2991720000.000000,-0.007049
sh000033,2019-06-28,1922.870000,1916.410000,1905.540000,1927.940000,2009553600.000000,17354010000.000000,-0.001755
sh000034,2019-06-28,2119.760000,2113.510000,2093.170000,2119.760000,1016729500.000000,8695920000.000000,-0.002459
sh000035,2019-06-28,2359.240000,2356.660000,2333.570000,2359.240000,448573800.000000,5286750000.000000,-0.000144
sh000036,2019-06-28,10801.820000,10817.280000,10712.070000,10817.280000,330376800.000000,9729210000.000000,-0.000608
sh000037,2019-06-28,5945.010000,5892.490000,5867.010000,5945.010000,292521900.000000,5953430000.000000,-0.009126
sh000038,2019-06-28,5531.660000,5525.180000,5495.150000,5544.320000,1567175200.000000,23571880000.000000,-0.001855
sh000039,2019-06-28,3201.340000,3177.950000,3152.530000,3203.040000,764302300.000000,15100370000.000000,-0.015697
sh000040,2019-06-28,2860.920000,2811.690000,2793.210000,2860.920000,372046500.000000,4851020000.000000,-0.017180
sh000041,2019-06-28,1971.850000,1961.640000,1952.510000,1974.430000,483755300.000000,2850910000.000000,-0.006624
sh000043,2019-06-28,2398.500000,2391.110000,2378.360000,2398.500000,992390300.000000,22618270000.000000,-0.003982
sh000044,2019-06-28,3381.280000,3373.670000,3350.230000,3381.300000,3371077200.000000,38691490000.000000,-0.002773
sh000045,2019-06-28,3896.400000,3856.250000,3833.950000,3896.400000,5432867600.000000,48037600000.000000,-0.011056
sh000046,2019-06-28,3645.910000,3624.830000,3601.700000,3645.910000,8803944800.000000,86729090000.000000,-0.006406
sh000047,2019-06-28,3238.590000,3228.430000,3208.520000,3238.590000,11174811900.000000,124077230000.000000,-0.004223
sh000090,2019-06-28,1124.940000,1120.140000,1113.220000,1124.940000,18020863400.000000,183226920000.000000,-0.005248
sh000104,2019-06-28,1043.520000,1028.300000,1023.530000,1043.520000,160531000.000000,962660000.000000,-0.013441
