index_code,date,open,close,low,high,volume,money,change
sh000001,2019-10-10,2923.710000,2947.710000,2918.230000,2949.240000,13423975200.000000,157159980000.000000,0.007812
sh000002,2019-10-10,3062.860000,3088.080000,3057.100000,3089.690000,13407819300.000000,157027850000.000000,0.007836
sh000003,2019-10-10,268.620000,268.300000,267.860000,269.360000,16155900.000000,132130000.000000,-0.001266
sh000004,2019-10-10,2300.490000,2324.880000,2295.410000,2326.690000,7521917300.000000,98653520000.000000,0.009286
sh000005,2019-10-10,2741.310000,2768.570000,2737.470000,2770.070000,953848400.000000,12564360000.000000,0.009631
sh000006,2019-10-10,6658.250000,6654.580000,6605.810000,6673.910000,384832800.000000,3906480000.000000,0.000466
sh000007,2019-10-10,4880.230000,4932.310000,4874.360000,4934.290000,1263846300.000000,9455350000.000000,0.011555
sh000008,2019-10-10,2823.840000,2837.230000,2817.920000,2838.970000,3299530400.000000,32580270000.000000,0.005215
sh000009,2019-10-10,4608.520000,4664.030000,4602.900000,4664.030000,3270784400.000000,37574770000.000000,0.013455
sh000010,2019-10-10,8469.190000,8531.570000,8450.030000,8538.250000,4382539800.000000,64083240000.000000,0.006454
sh000016,2019-10-10,2917.820000,2940.800000,2910.350000,2944.020000,2199613300.000000,35842650000.000000,0.006097
sh000017,2019-10-10,2469.590000,2489.920000,2464.940000,2491.220000,13292851700.000000,151705830000.000000,0.007832
sh000020,2019-10-10,1012.790000,1025.520000,1011.520000,1025.530000,2163675100.000000,28000210000.000000,0.013119
sh000032,2019-10-10,1242.240000,1244.650000,1239.110000,1245.680000,353650400.000000,1934810000.000000,0.002077
sh000033,2019-10-10,1811.410000,1818.360000,1806.420000,1819.450000,923972800.000000,7727840000.000000,0.004314
sh000034,2019-10-10,2035.360000,2055.540000,2032.590000,2057.500000,998387100.000000,9125370000.000000,0.011644
sh000035,2019-10-10,2280.240000,2302.560000,2276.640000,2303.450000,406207600.000000,4964280000.000000,0.011510
sh000036,2019-10-10,10633.460000,10753.240000,10555.700000,10771.150000,239269600.000000,10306500000.000000,0.006836
sh000037,2019-10-10,6339.120000,6488.240000,6332.050000,6492.310000,322743500.000000,9308260000.000000,0.025531
sh000038,2019-10-10,5392.100000,5399.900000,5376.410000,5412.060000,1436913300.000000,18755050000.000000,0.001404
sh000039,2019-10-10,3603.560000,3670.640000,3595.730000,3673.060000,766401900.000000,16438290000.000000,0.019099
sh000040,2019-10-10,2983.440000,3023.890000,2974.090000,3029.190000,398287300.000000,6167740000.000000,0.015236
sh000041,2019-10-10,1922.530000,1929.650000,1918.410000,1931.390000,377372400.000000,2703450000.000000,0.004550
sh000043,2019-10-10,2353.160000,2375.590000,2349.630000,2379.330000,810491800.000000,19830190000.000000,0.007836
sh000044,2019-10-10,3274.610000,3295.390000,3268.350000,3295.910000,2182926500.000000,28240590000.000000,0.007167
sh000045,2019-10-10,3777.310000,3820.030000,3772.410000,3821.680000,3588240500.000000,35203850000.000000,0.012269
sh000046,2019-10-10,3532.480000,3562.590000,3527.180000,3563.540000,5771167000.000000,63444450000.000000,0.009407
sh000047,2019-10-10,3181.840000,3207.870000,3175.590000,3210.140000,7970780300.000000,99287100000.000000,0.007655
sh000090,2019-10-10,1100.510000,1110.100000,1098.570000,1110.650000,13292851700.000000,151705830000.000000,0.008412
sh000104,2019-10-10,944.480000,953.640000,944.190000,954.500000,133811900.000000,737250000.000000,0.009057
sh000105,2019-10-10,3430.910000,3448.160000,3422.310000,3448.300000,615324800.000000,4697010000.000000,0.007427
sh000106,2019-10-10,4284.730000,4336.600000,4280.450000,4337.960000,777368400.000000,6752600000.000000,0.014521
sh000107,2019-10-10,4003.720000,4048.140000,4000.180000,4048.820000,375938600.000000,3804900000.000000,0.012303
sh000108,2019-10-10,10186.230000,10332.050000,10132.440000,10335.050000,168922100.000000,3136420000.000000,0.014276
sh000109,2019-10-10,10746.200000,10981.500000,10722.280000,10981.500000,204208200.000000,4262260000.000000,0.023141
sh000110,2019-10-10,3432.820000,3443.660000,3417.760000,3446.680000,327973200.000000,2177940000.000000,0.004255
sh000111,2019-10-10,6335.310000,6459.430000,6328.990000,6470.010000,413640400.000000,9016250000.000000,0.019272
sh000112,2019-10-10,5882.880000,5968.290000,5865.670000,5986.720000,136213800.000000,2153920000.000000,0.017915
sh000113,2019-10-10,1968.490000,1980.430000,1964.740000,1982.530000,117383000.000000,836220000.000000,0.006874
sh000132,2019-10-10,5096.190000,5167.980000,5090.720000,5167.980000,783853600.000000,9470190000.000000,0.016221
sh000133,2019-10-10,3890.500000,3929.160000,3882.730000,3929.160000,708274400.000000,7539430000.000000,0.010501
sh000155,2019-10-10,2871.410000,2892.380000,2864.290000,2894.740000,3313559600.000000,51914060000.000000,0.006238
sh000300,2019-10-10,3838.490000,3874.640000,3829.430000,3877.140000,7922269400.000000,127474040000.000000,0.008170
sh000852,2019-10-10,5291.550000,5366.930000,5281.860000,5367.100000,9480331900.000000,98623060000.000000,0.015474
sh000903,2019-10-10,4103.110000,4132.750000,4091.860000,4135.590000,3901802500.000000,66647580000.000000,0.004792
sh000904,2019-10-10,3710.790000,3764.590000,3704.370000,3766.650000,4020466900.000000,60826460000.000000,0.016018
sh000905,2019-10-10,4988.140000,5046.360000,4979.190000,5049.220000,7381815400.000000,75962310000.000000,0.012725
sh000906,2019-10-10,4018.830000,4058.820000,4010.400000,4061.320000,15304084800.000000,203436350000.000000,0.009242
sz399001,2019-10-10,9504.030000,9638.100000,9480.170000,9643.520000,22206997400.000000,263405560000.000000,0.013837
sz399002,2019-10-10,11652.120000,11816.490000,11622.860000,11823.130000,9777344300.000000,138710500000.000000,0.013854
sz399003,2019-10-10,4982.350000,4960.660000,4925.930000,4982.350000,3638000.000000,42010000.000000,-0.004070
sz399004,2019-10-10,5377.340000,5455.860000,5360.270000,5457.780000,3422263800.000000,65944400000.000000,0.012957
sz399005,2019-10-10,5986.420000,6101.070000,5974.030000,6101.070000,2686842700.000000,45122970000.000000,0.016925
sz399006,2019-10-10,1632.220000,1666.970000,1627.430000,1668.170000,1932303000.000000,34704410000.000000,0.027459
sz399007,2019-10-10,4058.310000,4116.010000,4047.480000,4118.150000,7183907600.000000,112007800000.000000,0.013816
sz399008,2019-10-10,1159.770000,1180.340000,1157.590000,1180.340000,5551661300.000000,73263420000.000000,0.016439
sz399009,2019-10-10,3706.760000,3756.700000,3699.500000,3760.400000,3761643800.000000,46063410000.000000,0.015489
sz399010,2019-10-10,5537.930000,5620.070000,5528.730000,5622.260000,7533067200.000000,76216440000.000000,0.015632
sz399011,2019-10-10,4498.300000,4563.140000,4487.740000,4565.280000,14716974800.000000,188224250000.000000,0.014394
sz399012,2019-10-10,2384.390000,2433.590000,2378.300000,2434.720000,3873498200.000000,60305510000.000000,0.025179
sz399015,2019-10-10,1816.970000,1845.570000,1813.970000,1845.770000,4939630500.000000,49513750000.000000,0.016804
sz399300,2019-10-10,3838.490000,3874.640000,3829.430000,3877.140000,7922269400.000000,127474040000.000000,0.008170
sz399903,2019-10-10,4103.110000,4132.750000,4091.860000,4135.590000,3901802500.000000,66647580000.000000,0.004792
sz399904,2019-10-10,3710.790000,3764.590000,3704.370000,3766.650000,4020466900.000000,60826460000.000000,0.016018
sz399905,2019-10-10,4988.140000,5046.360000,4979.190000,5049.220000,7381815400.000000,75962310000.000000,0.012725
