index_code,date,open,close,low,high,volume,money,change
sh000001,2019-06-12,2917.220000,2909.380000,2903.880000,2924.700000,24025577500.000000,223063950000.000000,-0.005585
sh000002,2019-06-12,3055.480000,3047.270000,3041.500000,3063.330000,24009513000.000000,222963860000.000000,-0.005584
sh000003,2019-06-12,288.640000,287.660000,287.100000,288.970000,16064500.000000,100100000.000000,-0.004740
sh000004,2019-06-12,2265.130000,2260.580000,2255.400000,2273.780000,15182877800.000000,146342780000.000000,-0.004785
sh000005,2019-06-12,2666.260000,2650.250000,2644.770000,2679.750000,1323970400.000000,14254580000.000000,-0.008582
sh000006,2019-06-12,6883.380000,6859.110000,6822.910000,6883.380000,357204400.000000,2885990000.000000,-0.005871
sh000007,2019-06-12,5114.020000,5091.650000,5080.760000,5130.520000,1883439900.000000,12601230000.000000,-0.006860
sh000008,2019-06-12,2842.250000,2834.710000,2828.470000,2845.780000,5278085100.000000,46979370000.000000,-0.005871
sh000009,2019-06-12,4537.520000,4517.060000,4503.940000,4556.650000,5377000100.000000,52678820000.000000,-0.006873
sh000010,2019-06-12,8272.370000,8246.760000,8229.840000,8285.280000,8547039400.000000,87425090000.000000,-0.006449
sh000016,2019-06-12,2802.530000,2796.730000,2790.180000,2805.010000,2644523000.000000,36655470000.000000,-0.005749
sh000017,2019-06-12,2463.620000,2457.000000,2452.350000,2469.950000,23999504600.000000,222939950000.000000,-0.005585
sh000020,2019-06-12,1016.480000,1012.970000,1010.850000,1021.750000,3508252600.000000,36302750000.000000,-0.005176
sh000032,2019-06-12,1322.170000,1321.730000,1319.290000,1328.740000,751526000.000000,3915580000.000000,-0.004069
sh000033,2019-06-12,1868.370000,1873.240000,1865.560000,1893.980000,4211422900.000000,32896290000.000000,0.000759
sh000034,2019-06-12,2083.320000,2071.270000,2066.390000,2087.750000,1128372400.000000,9972940000.000000,-0.007979
sh000035,2019-06-12,2282.410000,2272.520000,2265.780000,2282.410000,544540400.000000,5215890000.000000,-0.006236
sh000036,2019-06-12,10401.450000,10329.070000,10295.630000,10413.690000,526329100.000000,11915690000.000000,-0.010922
sh000037,2019-06-12,5553.120000,5540.400000,5525.860000,5579.580000,643454900.000000,6300920000.000000,-0.005171
sh000038,2019-06-12,5334.400000,5320.620000,5302.880000,5339.680000,1593165900.000000,20030880000.000000,-0.006142
sh000039,2019-06-12,3075.370000,3071.860000,3059.730000,3097.990000,951276100.000000,14037590000.000000,-0.008236
sh000040,2019-06-12,2836.400000,2856.060000,2826.510000,2870.010000,674701900.000000,8225870000.000000,0.001395
sh000041,2019-06-12,1998.480000,1998.340000,1989.910000,2004.860000,665095900.000000,3977580000.000000,-0.001708
