index_code,date,open,close,low,high,volume,money,change
sh000001,2019-06-20,2917.330000,2987.120000,2915.090000,2997.390000,29101153700.000000,288296550000.000000,0.023758
sh000002,2019-06-20,3055.550000,3128.760000,3053.200000,3139.540000,29077347400.000000,288139860000.000000,0.023792
sh000003,2019-06-20,289.930000,292.930000,289.630000,293.410000,23806300.000000,156680000.000000,0.011115
sh000004,2019-06-20,2260.110000,2303.310000,2255.840000,2308.430000,14936512700.000000,148363400000.000000,0.018731
sh000005,2019-06-20,2648.890000,2753.220000,2647.860000,2771.570000,2328831700.000000,25362930000.000000,0.036850
sh000006,2019-06-20,6774.980000,6919.150000,6756.200000,6943.290000,529487100.000000,4354150000.000000,0.021628
sh000007,2019-06-20,5110.490000,5218.750000,5100.360000,5238.890000,2774977400.000000,18829430000.000000,0.020513
sh000008,2019-06-20,2856.870000,2938.490000,2854.620000,2951.790000,8531344800.000000,91386640000.000000,0.029110
sh000009,2019-06-20,4514.130000,4600.400000,4498.680000,4619.610000,5535535500.000000,55012680000.000000,0.018685
sh000010,2019-06-20,8342.130000,8603.200000,8339.800000,8641.700000,12266399000.000000,152996550000.000000,0.032458
sh000016,2019-06-20,2847.320000,2942.630000,2846.440000,2954.030000,5736036900.000000,87264860000.000000,0.035139
sh000017,2019-06-20,2463.670000,2522.700000,2461.770000,2531.400000,28876182600.000000,288013280000.000000,0.023794
sh000020,2019-06-20,1015.460000,1033.120000,1010.940000,1035.170000,3772511000.000000,41813700000.000000,0.016130
sh000032,2019-06-20,1320.670000,1340.200000,1317.910000,1342.000000,937829200.000000,5269170000.000000,0.013514
sh000033,2019-06-20,1867.210000,1896.400000,1856.600000,1900.510000,2869141400.000000,22001490000.000000,0.019225
sh000034,2019-06-20,2073.510000,2116.620000,2069.570000,2127.410000,1723700400.000000,14826090000.000000,0.020318
sh000035,2019-06-20,2278.890000,2328.120000,2271.690000,2342.020000,720714200.000000,8368990000.000000,0.021638
sh000036,2019-06-20,10299.040000,10626.050000,10282.020000,10689.590000,522023800.000000,17383770000.000000,0.031298
sh000037,2019-06-20,5660.500000,5777.770000,5646.980000,5806.590000,583775800.000000,9966580000.000000,0.021264
sh000038,2019-06-20,5409.200000,5598.660000,5407.450000,5626.240000,4206760800.000000,60921220000.000000,0.036770
sh000039,2019-06-20,3080.410000,3171.120000,3073.400000,3195.840000,991689300.000000,17806560000.000000,0.027443
sh000040,2019-06-20,2796.820000,2847.320000,2768.980000,2859.550000,674417700.000000,7792460000.000000,0.014281
sh000041,2019-06-20,1970.690000,2000.330000,1966.730000,2008.040000,697092100.000000,3898380000.000000,0.014649
sh000043,2019-06-20,2328.070000,2386.930000,2327.570000,2397.150000,2563582500.000000,51902190000.000000,0.025878
sh000044,2019-06-20,3285.350000,3374.280000,3281.280000,3397.060000,6530362100.000000,65731680000.000000,0.027259
sh000045,2019-06-20,3791.570000,3868.200000,3779.260000,3886.070000,8008389900.000000,66079020000.000000,0.018993
sh000046,2019-06-20,3544.820000,3630.100000,3538.160000,3650.870000,14538752000.000000,131810700000.000000,0.023630
sh000047,2019-06-20,3146.450000,3237.600000,3145.240000,3250.270000,20274788900.000000,219075560000.000000,0.029627
sh000090,2019-06-20,1093.010000,1122.010000,1092.340000,1125.840000,28876182600.000000,288013280000.000000,0.026795
sh000104,2019-06-20,1010.670000,1030.870000,1008.390000,1033.280000,247533200.000000,1339890000.000000,0.018334
sh000105,2019-06-20,3651.610000,3683.340000,3621.990000,3697.080000,1398114500.000000,11659440000.000000,0.009344
sh000106,2019-06-20,4356.800000,4444.830000,4345.650000,4462.450000,1414241000.000000,12421270000.000000,0.021072
sh000107,2019-06-20,3944.250000,4009.730000,3924.640000,4025.360000,510703900.000000,5218820000.000000,0.014870
sh000108,2019-06-20,9903.790000,10160.340000,9871.700000,10183.710000,260215500.000000,3959060000.000000,0.024815
sh000109,2019-06-20,9271.280000,9452.750000,9239.010000,9505.340000,318795800.000000,4586870000.000000,0.022214
sh000110,2019-06-20,3598.590000,3682.940000,3584.240000,3714.180000,499033100.000000,3001480000.000000,0.022054
sh000111,2019-06-20,5181.760000,5335.950000,5171.270000,5369.290000,568213100.000000,9770540000.000000,0.024568
sh000112,2019-06-20,5778.140000,5870.780000,5724.640000,5896.240000,102025500.000000,1764930000.000000,0.012165
sh000113,2019-06-20,1957.180000,1993.370000,1952.410000,2001.170000,216659800.000000,1290400000.000000,0.018064
