index_code,date,open,close,low,high,volume,money,change
sh000001,2019-06-11,2854.070000,2925.720000,2854.070000,2927.430000,26052579600.000000,254479990000.000000,0.025802
sh000002,2019-06-11,2989.350000,3064.380000,2989.350000,3066.190000,26020726300.000000,254278770000.000000,0.025796
sh000003,2019-06-11,281.650000,289.030000,281.650000,289.210000,31853300.000000,201210000.000000,0.027407
sh000004,2019-06-11,2209.460000,2271.450000,2209.460000,2272.780000,15079291300.000000,154631390000.000000,0.028122
sh000005,2019-06-11,2573.720000,2673.190000,2573.720000,2676.370000,1616193700.000000,16621710000.000000,0.036835
sh000006,2019-06-11,6799.590000,6899.620000,6795.920000,6907.630000,585487600.000000,4607970000.000000,0.025265
sh000007,2019-06-11,5000.690000,5126.820000,5000.690000,5127.930000,2394694300.000000,16291310000.000000,0.031273
sh000008,2019-06-11,2795.630000,2851.450000,2794.210000,2854.110000,6376912800.000000,62327610000.000000,0.020051
sh000009,2019-06-11,4405.630000,4548.320000,4404.770000,4548.320000,6141597400.000000,57693890000.000000,0.031496
sh000010,2019-06-11,8093.110000,8300.290000,8093.110000,8309.740000,9475708000.000000,113359730000.000000,0.028153
sh000016,2019-06-11,2750.540000,2812.900000,2750.540000,2816.990000,4085031500.000000,61099050000.000000,0.025345
sh000017,2019-06-11,2410.300000,2470.800000,2410.300000,2472.250000,26014229200.000000,254248110000.000000,0.025794
sh000020,2019-06-11,984.720000,1018.240000,983.390000,1018.250000,3576332000.000000,36316290000.000000,0.036545
sh000032,2019-06-11,1303.560000,1327.130000,1300.990000,1328.820000,980364800.000000,5122800000.000000,0.010154
sh000033,2019-06-11,1810.000000,1871.820000,1810.000000,1874.160000,2966429100.000000,24158210000.000000,0.035230
sh000034,2019-06-11,2043.990000,2087.930000,2043.990000,2089.220000,1911009200.000000,15894090000.000000,0.034197
sh000035,2019-06-11,2228.630000,2286.780000,2228.360000,2289.500000,722447000.000000,7043950000.000000,0.025959
sh000036,2019-06-11,10080.460000,10443.130000,10080.460000,10452.590000,645645800.000000,18925080000.000000,0.038206
sh000037,2019-06-11,5402.180000,5569.200000,5400.850000,5570.760000,381862100.000000,7324910000.000000,0.031742
sh000038,2019-06-11,5249.960000,5353.500000,5246.780000,5360.900000,2359207700.000000,32949350000.000000,0.020153
sh000039,2019-06-11,2958.530000,3097.370000,2932.000000,3100.300000,1006919600.000000,15928460000.000000,0.045251
sh000040,2019-06-11,2782.940000,2852.080000,2740.930000,2857.090000,828457100.000000,9700730000.000000,0.024226
sh000041,2019-06-11,1965.200000,2001.760000,1965.200000,2002.080000,809502700.000000,4922610000.000000,0.018262
sh000043,2019-06-11,2274.260000,2324.280000,2274.260000,2327.310000,2117451300.000000,38760500000.000000,0.024955
sh000044,2019-06-11,3213.510000,3313.470000,3213.510000,3315.520000,5390676500.000000,52260680000.000000,0.033434
