code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600000,2019-06-17,11.780000,11.920000,11.750000,11.770000,-0.001696,35220103.000000,416594828.000000,330781301079.460022,345473986272.690002,0.001253,158.849665,2018-09-30,2018-10-31,6.550007,1.574080,-0.880910,0.837533,11.770000
sh600004,2019-06-17,15.800000,15.970000,15.590000,15.680000,-0.007595,7951844.000000,125454179.000000,32446945643.840000,32446945659.520000,0.003843,40.175688,2018-09-30,2018-10-31,22.678623,3.194796,10.332103,2.065495,15.680000
sh600006,2019-06-17,4.840000,4.900000,4.800000,4.860000,0.002062,7350800.000000,35676958.000000,9720000000.000000,9720000000.000000,0.003675,17.290241,2018-09-30,2018-10-30,19.471154,0.575994,-20.471778,1.382921,4.860000
sh600007,2019-06-17,13.900000,14.250000,13.840000,14.150000,0.020924,1519003.000000,21475501.000000,14253047856.100000,14253047856.100000,0.001508,24.365710,2018-09-30,2018-10-31,18.957663,6.275343,11.073720,2.116268,14.150000
sh600008,2019-06-17,3.310000,3.330000,3.300000,3.310000,0.003030,9885461.000000,32736018.000000,15956232747.129999,18818833565.169998,0.002051,25.310532,2018-09-30,2018-10-31,26.417735,1.156004,8.242282,1.273694,3.310000
sh600009,2019-06-17,73.430000,75.110000,73.430000,74.840000,0.022963,5830989.000000,434425487.000000,81835773476.639999,144213570248.320007,0.005333,225.906411,2018-09-30,2018-10-30,34.924635,22.944211,31.690379,5.310739,74.840000
sh600010,2019-06-17,1.720000,1.760000,1.710000,1.730000,0.005814,322777507.000000,560990277.000000,54801576045.510002,78862106481.039993,0.010190,14.417324,2018-09-30,2018-10-31,26.697531,2.503444,9.427793,1.520879,1.730000
sh600011,2019-06-17,6.650000,6.720000,6.630000,6.690000,0.007530,16628497.000000,111121734.000000,70245000000.000000,105020244571.710007,0.001584,30.636249,2018-09-30,2018-10-24,160.047847,0.788881,3.389573,1.260124,6.690000
sh600012,2019-06-17,6.180000,6.280000,6.150000,6.250000,0.011327,2111100.000000,13143011.000000,7285000000.000000,10366312500.000000,0.001811,13.567393,2018-09-30,2018-10-30,9.279881,4.271238,5.635200,1.052490,6.250000
sh600015,2019-06-17,7.610000,7.640000,7.580000,7.610000,0.002635,12048029.000000,91632051.000000,97580645421.720001,117096774510.630005,0.000940,32.685763,2018-09-30,2018-10-31,5.282888,1.389405,-1.028281,0.606375,7.610000
sh600016,2019-06-17,6.290000,6.330000,6.280000,6.280000,-0.001590,57033244.000000,359399703.000000,222702133771.359985,274953588192.559998,0.001608,153.258109,2018-09-30,2018-10-31,5.160230,1.542135,-1.337793,0.684842,6.280000
sh600017,2019-06-17,3.010000,3.030000,2.990000,3.020000,0.006667,8987500.000000,27071247.000000,9288474741.760000,9288474741.760000,0.002922,9.875875,2018-09-30,2018-10-27,15.949286,2.135668,6.569989,0.838764,3.020000
sh600018,2019-06-17,6.370000,6.550000,6.310000,6.430000,0.006260,25443605.000000,162802385.000000,149006727993.070007,149006727999.500000,0.001098,39.273455,2018-09-30,2018-10-31,12.539002,5.049220,26.926298,2.128646,6.430000
sh600019,2019-06-17,6.390000,6.460000,6.360000,6.420000,0.006270,25311062.000000,162983559.000000,141888978052.079987,143012780761.500000,0.001145,15.949169,2018-09-30,2018-10-30,6.640438,0.695486,2.722480,0.901476,6.420000
sh600020,2019-06-17,5.240000,5.270000,5.160000,5.210000,0.001923,14131708.000000,73717073.000000,11708807239.510000,11708807244.719999,0.006288,20.802724,2018-09-30,2018-10-31,25.614553,2.235608,3.145755,1.003061,5.210000
sh600021,2019-06-17,8.270000,8.340000,8.200000,8.330000,0.007255,2805939.000000,23303684.000000,17824028002.480000,21800977761.009998,0.001311,18.008554,2018-09-30,2018-10-30,17.048087,1.089012,3.785233,1.639419,8.330000
sh600022,2019-06-17,1.660000,1.670000,1.650000,1.660000,0.000000,33768351.000000,56075096.000000,18171272362.560001,18171272362.560001,0.003085,9.236084,2018-09-30,2018-10-30,5.557415,0.296304,8.530319,0.886468,1.660000
sh600023,2019-06-17,4.560000,4.600000,4.550000,4.570000,0.006608,20784109.000000,95052574.000000,62155153240.589996,62155153245.160004,0.001528,7.118100,2018-09-30,2018-10-27,14.166150,1.566097,6.484109,1.006985,4.570000
sh600025,2019-06-17,4.070000,4.110000,4.060000,4.070000,-0.002451,11143865.000000,45494249.000000,36336960000.000000,73260000000.000000,0.001248,4.137384,2018-09-30,2018-10-30,25.374065,,7.346570,1.798577,4.070000
sh600026,2019-06-17,6.040000,6.080000,5.940000,6.020000,-0.008237,7450038.000000,44751181.000000,16470917823.219999,24272837823.220001,0.002723,10.208750,2018-09-30,2018-10-31,96.784566,1.899799,11.007497,0.869226,6.020000
sh600027,2019-06-17,3.820000,3.820000,3.760000,3.790000,-0.007853,18523013.000000,70136203.000000,26513866170.869999,37380681514.870003,0.002648,6.478344,2018-09-30,2018-10-31,16.987898,0.526380,2.223396,0.775511,3.790000
sh600028,2019-06-17,5.210000,5.250000,5.200000,5.230000,0.003839,52763523.000000,276454454.000000,499767142565.349976,633202426448.579956,0.000552,15.851961,2018-09-30,2018-10-31,9.144372,0.329084,3.052363,0.919786,5.230000
sh600029,2019-06-17,7.110000,7.190000,7.080000,7.120000,0.004231,20110675.000000,143360916.000000,50001268000.000000,87342266676.320007,0.002864,12.022323,2018-09-30,2018-10-31,23.646629,0.627129,4.040863,1.319325,7.120000
sh600030,2019-06-17,20.670000,20.900000,20.620000,20.730000,0.003388,65291229.000000,1354518458.000000,203457937041.000000,251183511132.000000,0.006652,114.111566,2018-09-30,2018-10-31,23.402574,6.996897,15.063218,1.643959,20.730000
sh600031,2019-06-17,12.750000,12.950000,12.610000,12.750000,-0.003127,58058606.000000,742522340.000000,106308180120.000000,106788562979.250000,0.006963,593.096826,2018-09-30,2018-10-30,19.018496,4.391624,9.536275,3.279743,12.750000
sh600033,2019-06-17,3.280000,3.310000,3.270000,3.310000,0.006079,3177501.000000,10466668.000000,9083964000.000000,9083964000.000000,0.001158,22.718405,2018-09-30,2018-10-31,13.493681,3.523983,4.949903,1.012883,3.310000
sh600035,2019-06-17,3.430000,3.490000,3.430000,3.490000,0.008671,7916420.000000,27468344.000000,5328194000.480000,6031023001.800000,0.005185,9.839559,2018-09-30,2018-10-30,10.237606,4.121632,9.667590,0.961936,3.490000
