code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600000,2019-06-28,11.670000,11.680000,11.540000,11.680000,0.003436,29545173.000000,343056316.000000,328251962328.640015,342832299036.960022,0.001051,157.635012,2018-09-30,2018-10-31,6.499922,1.562044,-0.874174,0.831129,11.680000
sh600004,2019-06-28,17.700000,18.250000,17.510000,18.200000,0.020752,10975707.000000,196024151.000000,37661633336.599998,37661633354.800003,0.005304,46.632495,2018-09-30,2018-10-31,26.323402,3.708246,11.992620,2.397450,18.200000
sh600006,2019-06-28,5.350000,5.440000,5.200000,5.330000,0.009470,37735774.000000,201608653.000000,10660000000.000000,10660000000.000000,0.018868,19.275123,2018-09-30,2018-10-30,21.706400,0.642116,-22.821894,1.541678,5.330000
sh600007,2019-06-28,14.680000,14.870000,14.430000,14.590000,-0.005453,1273675.000000,18605141.000000,14696252171.059999,14696252171.059999,0.001264,25.695984,2018-09-30,2018-10-31,19.992679,6.617952,11.678303,2.231808,14.590000
sh600008,2019-06-28,3.530000,3.560000,3.480000,3.520000,-0.008451,14882883.000000,52265258.000000,16968561712.959999,20012777688.639999,0.003087,26.916336,2018-09-30,2018-10-31,28.093785,1.229346,8.765206,1.354503,3.520000
sh600009,2019-06-28,81.190000,83.800000,80.620000,83.780000,0.030885,6004262.000000,492357167.000000,91611452456.880005,161440578773.440002,0.005491,252.892024,2018-09-30,2018-10-30,39.096551,25.685008,35.475949,5.945133,83.780000
sh600010,2019-06-28,1.700000,1.710000,1.670000,1.690000,-0.005882,253013967.000000,426707309.000000,53534487582.029999,77038705175.119995,0.007987,14.083976,2018-09-30,2018-10-31,26.080247,2.445561,9.209809,1.485714,1.690000
sh600011,2019-06-28,6.260000,6.260000,6.150000,6.230000,-0.006380,16945356.000000,105250256.000000,65415000000.000000,97799121626.570007,0.001614,28.984740,2018-09-30,2018-10-24,151.420145,0.746354,3.206851,1.192195,6.230000
sh600012,2019-06-28,6.380000,6.400000,6.300000,6.330000,-0.007837,2162700.000000,13699586.000000,7378248000.000000,10499001300.000000,0.001855,13.741056,2018-09-30,2018-10-30,9.398664,4.325910,5.707330,1.065962,6.330000
sh600015,2019-06-28,7.720000,7.720000,7.660000,7.700000,0.000000,10675470.000000,82023371.000000,98734687220.399994,118481624669.100006,0.000833,33.072323,2018-09-30,2018-10-31,5.345366,1.405837,-1.040442,0.613546,7.700000
