index_code,date,open,close,low,high,volume,money,change
sh000001,2019-07-01,3024.620000,3044.900000,3014.690000,3045.370000,25084043300.000000,266541060000.000000,0.022163
sh000002,2019-07-01,3168.000000,3189.190000,3157.520000,3189.710000,25052279600.000000,266329150000.000000,0.022180
sh000003,2019-07-01,298.280000,301.720000,298.280000,301.720000,31763700.000000,211910000.000000,0.016234
sh000004,2019-07-01,2347.690000,2370.820000,2339.860000,2370.820000,14230960500.000000,157341250000.000000,0.024258
sh000005,2019-07-01,2792.140000,2804.760000,2775.100000,2805.490000,1703661900.000000,20217510000.000000,0.024869
sh000006,2019-07-01,6923.090000,6980.330000,6904.810000,6983.170000,453242300.000000,4243360000.000000,0.021594
sh000007,2019-07-01,5272.470000,5308.910000,5259.720000,5308.910000,2525376100.000000,17719160000.000000,0.022102
sh000008,2019-07-01,2953.220000,2961.550000,2943.970000,2967.930000,6170802500.000000,67019770000.000000,0.019095
sh000009,2019-07-01,4702.200000,4740.420000,4680.240000,4740.420000,5515690000.000000,60224960000.000000,0.025062
sh000010,2019-07-01,8726.850000,8780.430000,8703.040000,8797.570000,9267255500.000000,126753390000.000000,0.023431
sh000016,2019-07-01,2984.650000,3002.940000,2978.750000,3011.910000,4262271400.000000,67658870000.000000,0.024684
sh000017,2019-07-01,2554.350000,2571.450000,2545.900000,2571.860000,24941051100.000000,265990720000.000000,0.022181
sh000020,2019-07-01,1057.400000,1067.510000,1052.740000,1067.520000,3589651100.000000,43288050000.000000,0.025486
sh000032,2019-07-01,1356.910000,1360.470000,1353.310000,1360.630000,870847700.000000,4828070000.000000,0.012420
sh000033,2019-07-01,1931.900000,1944.960000,1920.790000,1945.760000,2532172300.000000,23051100000.000000,0.014898
sh000034,2019-07-01,2142.960000,2154.860000,2140.180000,2158.770000,1725316100.000000,15460690000.000000,0.019565
sh000035,2019-07-01,2391.140000,2411.240000,2391.140000,2414.220000,712938600.000000,8514680000.000000,0.023160
sh000036,2019-07-01,10981.160000,11172.540000,10925.360000,11185.740000,460100000.000000,15200530000.000000,0.032842
