index_code,date,open,close,low,high,volume,money,change
sh000001,2019-06-17,2880.420000,2887.620000,2877.390000,2902.480000,15396496000.000000,143141640000.000000,0.001960
sh000002,2019-06-17,3016.840000,3024.410000,3013.660000,3039.980000,15379399700.000000,143045260000.000000,0.001968
sh000003,2019-06-17,288.300000,287.870000,287.400000,289.170000,17096300.000000,96380000.000000,-0.001041
sh000004,2019-06-17,2236.040000,2238.990000,2231.650000,2252.270000,9363933900.000000,90688380000.000000,0.000429
sh000005,2019-06-17,2617.310000,2619.560000,2609.600000,2635.440000,930592800.000000,9642330000.000000,0.000546
sh000006,2019-06-17,6784.750000,6774.760000,6759.230000,6828.260000,267333400.000000,2068900000.000000,-0.000742
sh000007,2019-06-17,5003.690000,5016.920000,4992.200000,5034.780000,1134785700.000000,7649070000.000000,0.001865
sh000008,2019-06-17,2815.490000,2828.170000,2815.390000,2841.640000,3699850200.000000,33092960000.000000,0.004354
sh000009,2019-06-17,4459.800000,4465.120000,4446.700000,4485.330000,3463814300.000000,34713000000.000000,0.001856
sh000010,2019-06-17,8183.730000,8201.240000,8181.250000,8254.970000,4921049700.000000,59017620000.000000,0.001796
sh000016,2019-06-17,2785.470000,2793.700000,2785.470000,2813.450000,2047785100.000000,29172430000.000000,0.002904
sh000017,2019-06-17,2432.460000,2438.570000,2429.890000,2451.120000,15356107100.000000,143029340000.000000,0.001968
sh000020,2019-06-17,1000.320000,1002.360000,997.990000,1007.950000,2202215300.000000,24860810000.000000,0.001909
sh000032,2019-06-17,1309.450000,1317.680000,1307.300000,1321.190000,462207300.000000,2916500000.000000,0.005264
sh000033,2019-06-17,1852.470000,1859.040000,1847.160000,1871.200000,1820137400.000000,14847030000.000000,0.002135
sh000034,2019-06-17,2042.310000,2041.020000,2031.870000,2050.750000,856390300.000000,7886570000.000000,-0.001350
sh000035,2019-06-17,2246.130000,2250.080000,2234.570000,2260.890000,569466200.000000,4826600000.000000,0.002633
sh000036,2019-06-17,10195.940000,10179.830000,10114.060000,10286.850000,321939500.000000,8923180000.000000,-0.006344
sh000037,2019-06-17,5570.170000,5566.170000,5552.580000,5634.420000,406236000.000000,7093720000.000000,0.010554
sh000038,2019-06-17,5295.310000,5315.640000,5295.310000,5348.030000,1306472800.000000,15994080000.000000,0.003604
sh000039,2019-06-17,3013.510000,3013.910000,2996.700000,3035.030000,486570700.000000,8564900000.000000,-0.002175
sh000040,2019-06-17,2769.880000,2760.710000,2750.270000,2779.120000,311832400.000000,3695540000.000000,-0.003386
sh000041,2019-06-17,1968.110000,1962.880000,1957.750000,1973.280000,378652900.000000,2212340000.000000,-0.000942
sh000043,2019-06-17,2297.490000,2301.720000,2294.700000,2315.070000,867049400.000000,16856790000.000000,0.002256
sh000044,2019-06-17,3240.380000,3242.230000,3232.390000,3261.460000,2873264600.000000,29845180000.000000,-0.000339
sh000045,2019-06-17,3746.920000,3751.850000,3736.650000,3771.970000,4916969300.000000,40376750000.000000,0.001556
sh000046,2019-06-17,3499.270000,3502.420000,3491.310000,3522.310000,7790233900.000000,70221930000.000000,0.000494
sh000047,2019-06-17,3091.480000,3097.550000,3089.020000,3117.020000,9838019100.000000,99394360000.000000,0.001743
sh000090,2019-06-17,1075.130000,1077.260000,1073.940000,1083.480000,15356107100.000000,143029340000.000000,0.001711
sh000104,2019-06-17,1008.930000,1010.540000,1005.500000,1013.930000,148016200.000000,904120000.000000,0.001070
sh000105,2019-06-17,3624.680000,3641.290000,3612.040000,3667.540000,1085628600.000000,9740060000.000000,0.004172
sh000106,2019-06-17,4275.810000,4289.880000,4256.630000,4297.930000,780790400.000000,6302390000.000000,0.004319
sh000107,2019-06-17,3886.800000,3885.520000,3861.360000,3897.070000,316220300.000000,3279000000.000000,-0.002219
sh000108,2019-06-17,9734.890000,9764.290000,9708.360000,9863.280000,160613600.000000,2423090000.000000,0.001039
sh000109,2019-06-17,9140.010000,9130.180000,9097.980000,9256.580000,228292400.000000,3086870000.000000,0.008312
sh000110,2019-06-17,3581.430000,3585.390000,3566.450000,3604.380000,254359200.000000,1498520000.000000,0.002906
sh000111,2019-06-17,5112.470000,5094.210000,5066.170000,5149.270000,316814600.000000,5682930000.000000,-0.007102
sh000112,2019-06-17,5786.340000,5757.390000,5734.270000,5808.500000,74849700.000000,1215140000.000000,-0.005934
sh000113,2019-06-17,1954.830000,1949.300000,1944.080000,1959.810000,98229300.000000,580870000.000000,-0.001726
sh000132,2019-06-17,4813.430000,4817.740000,4800.300000,4842.260000,675047800.000000,7285500000.000000,0.002414
sh000133,2019-06-17,3827.170000,3826.620000,3808.170000,3848.310000,964413600.000000,7965480000.000000,0.000986
sh000155,2019-06-17,2760.300000,2767.130000,2760.300000,2785.440000,3739982300.000000,47204540000.000000,0.002311
sh000300,2019-06-17,3654.440000,3654.820000,3645.500000,3683.770000,7297667800.000000,93092580000.000000,-0.000016
sh000852,2019-06-17,5168.350000,5160.670000,5140.270000,5192.130000,9576465700.000000,82380620000.000000,-0.002397
sh000903,2019-06-17,3909.370000,3912.090000,3902.720000,3943.920000,3722322300.000000,50178570000.000000,0.000284
sh000904,2019-06-17,3526.650000,3522.210000,3511.890000,3548.590000,3575345500.000000,42914010000.000000,-0.000704
sh000905,2019-06-17,4796.120000,4802.820000,4779.640000,4826.600000,7336113800.000000,64090000000.000000,0.001520
sh000906,2019-06-17,3835.120000,3836.700000,3826.050000,3864.270000,14633781700.000000,157182580000.000000,0.000349
sz399001,2019-06-17,8807.840000,8780.870000,8753.420000,8864.770000,20521291200.000000,192565660000.000000,-0.003321
sz399002,2019-06-17,10724.060000,10691.240000,10657.810000,10793.390000,7642723800.000000,87189340000.000000,-0.003270
sz399003,2019-06-17,4726.230000,4729.910000,4720.070000,4753.660000,2798100.000000,11490000.000000,0.000347
sz399004,2019-06-17,4868.650000,4844.210000,4829.580000,4902.640000,1939039500.000000,34939030000.000000,-0.004413
sz399005,2019-06-17,5419.510000,5393.210000,5379.220000,5446.580000,1509677200.000000,20902260000.000000,-0.004316
sz399006,2019-06-17,1450.560000,1442.350000,1437.140000,1459.210000,996882200.000000,16742870000.000000,-0.007985
sz399007,2019-06-17,3733.550000,3721.190000,3708.860000,3758.530000,5030820400.000000,64915470000.000000,-0.003428
sz399008,2019-06-17,1071.170000,1067.050000,1063.810000,1075.910000,4346401100.000000,43225320000.000000,-0.003409
sz399009,2019-06-17,3458.920000,3458.660000,3442.380000,3480.270000,3091780800.000000,29976440000.000000,-0.001449
sz399010,2019-06-17,5370.220000,5361.730000,5342.860000,5397.840000,7525369900.000000,62302530000.000000,-0.002267
sz399011,2019-06-17,4209.620000,4198.090000,4184.180000,4235.310000,12556190300.000000,127218000000.000000,-0.003044
sz399012,2019-06-17,2147.520000,2138.410000,2130.720000,2158.280000,2695333400.000000,33643470000.000000,-0.005724
sz399015,2019-06-17,1771.330000,1768.820000,1761.350000,1779.650000,4913466500.000000,40028660000.000000,-0.001918
sz399300,2019-06-17,3654.440000,3654.820000,3645.500000,3683.770000,7297667800.000000,93092580000.000000,-0.000016
sz399903,2019-06-17,3909.370000,3912.090000,3902.720000,3943.920000,3722322300.000000,50178570000.000000,0.000284
sz399904,2019-06-17,3526.650000,3522.210000,3511.890000,3548.590000,3575345500.000000,42914010000.000000,-0.000704
sz399905,2019-06-17,4796.120000,4802.820000,4779.640000,4826.600000,7336113800.000000,64090000000.000000,0.001520
