code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600000,2019-07-03,11.620000,11.630000,11.510000,11.560000,-0.004307,36567085.000000,422580470.000000,324879510660.880005,339310049389.320007,0.001301,156.015474,2018-09-30,2018-10-31,6.433142,1.545996,-0.865193,0.822590,11.560000
sh600004,2019-07-03,18.570000,18.570000,17.250000,17.580000,-0.058887,34192868.000000,608724161.000000,36378654618.540001,36378654636.120003,0.016524,45.043916,2018-09-30,2018-10-31,25.426671,3.581921,11.584080,2.315778,17.580000
sh600006,2019-07-03,5.600000,5.750000,5.510000,5.590000,-0.010619,37070777.000000,207734601.000000,11180000000.000000,11180000000.000000,0.018535,20.215373,2018-09-30,2018-10-30,22.765249,0.673439,-23.935157,1.616881,5.590000
sh600007,2019-07-03,14.780000,15.100000,14.690000,15.000000,0.019714,2163639.000000,32236073.000000,15109238010.000000,15109238010.000000,0.002148,26.418078,2018-09-30,2018-10-31,20.554502,6.803926,12.006480,2.294525,15.000000
sh600008,2019-07-03,3.600000,3.940000,3.600000,3.940000,0.100559,52069648.000000,202075045.000000,18993219644.619999,22400665935.580002,0.010801,30.127944,2018-09-30,2018-10-31,31.445884,1.376029,9.811055,1.516120,3.940000
sh600009,2019-07-03,84.260000,84.600000,82.520000,82.860000,-0.018595,9128927.000000,762777017.000000,90605454172.559998,159667777001.279999,0.008349,250.114981,2018-09-30,2018-10-30,38.667227,25.402957,35.086382,5.879848,82.860000
sh600010,2019-07-03,1.690000,1.690000,1.660000,1.670000,-0.011834,289170018.000000,484510203.000000,52900943350.290001,76127004522.160004,0.009129,13.917302,2018-09-30,2018-10-31,25.771605,2.416619,9.100817,1.468132,1.670000
sh600011,2019-07-03,6.250000,6.350000,6.210000,6.320000,0.011200,23915023.000000,150010422.000000,66360000000.000000,99211950028.880005,0.002278,29.403460,2018-09-30,2018-10-24,153.607594,0.757136,3.253178,1.209417,6.320000
sh600012,2019-07-03,6.450000,6.450000,6.390000,6.440000,-0.001550,1741904.000000,11191919.000000,7506464000.000000,10681448400.000000,0.001494,13.979842,2018-09-30,2018-10-30,9.561990,4.401084,5.806510,1.084485,6.440000
sh600015,2019-07-03,7.780000,7.820000,7.730000,7.810000,0.003856,16346363.000000,127064574.000000,100145182752.119995,120174219307.229996,0.001275,33.544785,2018-09-30,2018-10-31,5.421729,1.425920,-1.055306,0.622311,7.810000
sh600016,2019-07-03,6.430000,6.480000,6.410000,6.460000,0.003106,93408937.000000,602269334.000000,229085315949.519989,282834423522.919983,0.002634,157.650857,2018-09-30,2018-10-31,5.308135,1.586336,-1.376137,0.704471,6.460000
sh600017,2019-07-03,3.170000,3.170000,3.130000,3.140000,-0.009464,15632239.000000,49168905.000000,9657553208.320000,9657553208.320000,0.005083,10.268294,2018-09-30,2018-10-27,16.583033,2.220529,6.831048,0.872093,3.140000
sh600018,2019-07-03,6.990000,6.990000,6.750000,6.820000,-0.022923,37582010.000000,257140301.000000,158044461106.179993,158044461113.000000,0.001622,42.559760,2018-09-30,2018-10-31,13.588234,5.471726,29.179423,2.306765,6.820000
sh600019,2019-07-03,6.660000,6.660000,6.530000,6.610000,-0.004518,30541984.000000,200806976.000000,146088184567.640015,147245246235.750000,0.001382,16.421185,2018-09-30,2018-10-30,6.836961,0.716069,2.803052,0.928155,6.610000
sh600020,2019-07-03,5.350000,5.460000,5.330000,5.430000,0.011173,33088878.000000,179000272.000000,12203229042.330000,12203229047.760000,0.014723,21.681150,2018-09-30,2018-10-31,26.696165,2.330010,3.278590,1.045417,5.430000
sh600021,2019-07-03,8.750000,8.750000,8.610000,8.700000,-0.007982,3831027.000000,33173047.000000,18615731527.200001,22769328513.900002,0.001790,18.808454,2018-09-30,2018-10-30,17.805325,1.137384,3.953365,1.712239,8.700000
sh600022,2019-07-03,1.680000,1.690000,1.660000,1.670000,-0.005952,47714090.000000,79798377.000000,18280737858.720001,18280737858.720001,0.004359,9.291723,2018-09-30,2018-10-30,5.590894,0.298089,8.581706,0.891808,1.670000
