index_code,date,open,close,low,high,volume,money,change
sh000001,2019-10-18,2982.340000,2938.140000,2933.240000,2987.200000,14999067800.000000,162018270000.000000,-0.013163
sh000002,2019-10-18,3124.490000,3078.160000,3073.020000,3129.600000,14984209200.000000,161920980000.000000,-0.013167
sh000003,2019-10-18,267.140000,263.820000,263.660000,267.570000,14858600.000000,97290000.000000,-0.012502
sh000004,2019-10-18,2324.460000,2296.050000,2290.180000,2329.300000,8272417400.000000,96421810000.000000,-0.011423
sh000005,2019-10-18,2776.490000,2730.350000,2728.140000,2782.260000,1100274300.000000,13303320000.000000,-0.015824
sh000006,2019-10-18,6773.750000,6643.380000,6624.240000,6824.410000,534338800.000000,3936110000.000000,-0.016314
sh000007,2019-10-18,4983.380000,4891.250000,4883.180000,4984.810000,1293369500.000000,9999290000.000000,-0.017298
sh000008,2019-10-18,2920.290000,2870.870000,2868.770000,2930.920000,3798667900.000000,38357730000.000000,-0.013989
sh000009,2019-10-18,4666.360000,4606.660000,4594.120000,4684.180000,3785254000.000000,37814640000.000000,-0.011591
sh000010,2019-10-18,8680.920000,8520.660000,8513.610000,8696.730000,4959485200.000000,67186730000.000000,-0.016020
sh000016,2019-10-18,3020.010000,2963.180000,2961.130000,3027.610000,2463127100.000000,37356080000.000000,-0.016127
sh000017,2019-10-18,2519.280000,2481.920000,2477.780000,2523.400000,14822323600.000000,154673880000.000000,-0.013169
sh000020,2019-10-18,1021.240000,1008.730000,1004.950000,1025.910000,2273417500.000000,26521530000.000000,-0.011969
sh000032,2019-10-18,1245.960000,1229.210000,1226.510000,1248.130000,496661700.000000,2371640000.000000,-0.012016
sh000033,2019-10-18,1802.680000,1778.900000,1775.980000,1804.520000,1033382100.000000,7393650000.000000,-0.011481
sh000034,2019-10-18,2060.620000,2022.230000,2017.410000,2063.670000,1137775100.000000,11135960000.000000,-0.016511
sh000035,2019-10-18,2316.600000,2286.510000,2281.410000,2321.170000,427442300.000000,4925340000.000000,-0.010529
sh000036,2019-10-18,10707.530000,10614.920000,10588.140000,10747.880000,251160300.000000,8775490000.000000,-0.009895
sh000037,2019-10-18,6576.690000,6531.910000,6508.790000,6608.520000,349476000.000000,8125310000.000000,-0.005539
sh000038,2019-10-18,5595.320000,5470.950000,5470.850000,5620.700000,1785644700.000000,24319250000.000000,-0.018539
sh000039,2019-10-18,3603.420000,3518.640000,3510.620000,3623.030000,644487200.000000,13272450000.000000,-0.021709
sh000040,2019-10-18,2984.810000,2925.580000,2921.140000,3000.860000,348382300.000000,4882020000.000000,-0.016946
sh000041,2019-10-18,1931.340000,1907.990000,1901.980000,1932.130000,410364200.000000,2843390000.000000,-0.011399
sh000043,2019-10-18,2421.160000,2383.650000,2380.950000,2423.090000,986038900.000000,21505340000.000000,-0.012928
sh000044,2019-10-18,3290.950000,3232.620000,3227.460000,3294.400000,2496358100.000000,29830650000.000000,-0.015792
