code,date,open,high,low,close,change,volume,money,traded_market_value,market_value,turnover,adjust_price,report_type,report_date,PE_TTM,PS_TTM,PC_TTM,PB,adjust_price_f
sh600000,2019-06-14,11.740000,11.870000,11.710000,11.790000,0.007692,47385174.000000,558641883.000000,331343376357.419983,346061027880.630005,0.001686,159.119588,2018-09-30,2018-10-31,6.561137,1.576755,-0.882407,0.838956,11.790000
sh600004,2019-06-14,15.940000,16.140000,15.770000,15.800000,-0.008783,8777947.000000,139596756.000000,32695264105.400002,32695264121.200001,0.004242,40.483155,2018-09-30,2018-10-31,22.852184,3.219246,10.411176,2.081303,15.800000
sh600006,2019-06-14,4.990000,5.010000,4.840000,4.850000,-0.033865,19233482.000000,94399869.000000,9700000000.000000,9700000000.000000,0.009617,17.254664,2018-09-30,2018-10-30,19.431090,0.574808,-20.429655,1.380076,4.850000
sh600007,2019-06-14,13.910000,14.200000,13.810000,13.860000,-0.002160,1216098.000000,16984583.000000,13960935921.240000,13960935921.240000,0.001207,23.866342,2018-09-30,2018-10-31,18.569132,6.146731,10.846768,2.072895,13.860000
sh600008,2019-06-14,3.390000,3.400000,3.300000,3.300000,-0.026549,21901364.000000,73093341.000000,15908026605.900000,18761979083.099998,0.004543,25.234065,2018-09-30,2018-10-31,26.337923,1.152512,8.217381,1.269846,3.300000
sh600009,2019-06-14,73.930000,75.390000,72.900000,73.160000,-0.010415,6388653.000000,472082206.000000,79998733131.360001,140976280055.679993,0.005843,220.835289,2018-09-30,2018-10-30,34.140651,22.429162,30.978997,5.191524,73.160000
sh600010,2019-06-14,1.750000,1.760000,1.700000,1.720000,-0.022727,440787244.000000,763833110.000000,54484803929.639999,78406256154.559998,0.013915,14.333987,2018-09-30,2018-10-31,26.543210,2.488973,9.373297,1.512088,1.720000
sh600011,2019-06-14,6.680000,6.790000,6.610000,6.640000,-0.001504,19908549.000000,133188238.000000,69720000000.000000,104235339903.759995,0.001896,30.407278,2018-09-30,2018-10-24,158.851675,0.782985,3.364240,1.250706,6.640000
sh600012,2019-06-14,6.250000,6.270000,6.160000,6.180000,-0.012780,1678400.000000,10425788.000000,7203408000.000000,10250209800.000000,0.001440,13.415439,2018-09-30,2018-10-30,9.175947,4.223400,5.572085,1.040702,6.180000
sh600015,2019-06-14,7.640000,7.640000,7.570000,7.590000,-0.003937,17372234.000000,132050794.000000,97324191688.679993,116789030030.970001,0.001355,32.599861,2018-09-30,2018-10-31,5.269004,1.385753,-1.025579,0.604781,7.590000
sh600016,2019-06-14,6.330000,6.340000,6.270000,6.290000,0.001592,72574763.000000,456979908.000000,223056755003.480011,275391412377.580017,0.002047,153.502151,2018-09-30,2018-10-31,5.168447,1.544591,-1.339923,0.685932,6.290000
sh600017,2019-06-14,3.030000,3.050000,3.000000,3.000000,-0.009901,8654900.000000,26167289.000000,9226961664.000000,9226961664.000000,0.002814,9.810472,2018-09-30,2018-10-27,15.843662,2.121525,6.526479,0.833210,3.000000
sh600018,2019-06-14,6.600000,6.610000,6.380000,6.390000,-0.025915,30003344.000000,194551272.000000,148079781007.109985,148079781013.500000,0.001295,39.029142,2018-09-30,2018-10-31,12.460998,5.017810,26.758794,2.115404,6.390000
sh600019,2019-06-14,6.390000,6.410000,6.370000,6.380000,-0.001565,23669905.000000,151302089.000000,141004934575.119995,142121735398.500000,0.001071,15.849798,2018-09-30,2018-10-30,6.599064,0.691153,2.705518,0.895859,6.380000
sh600020,2019-06-14,5.420000,5.460000,5.200000,5.200000,-0.037037,38207758.000000,202009361.000000,11686333521.200001,11686333526.400000,0.017001,20.762795,2018-09-30,2018-10-31,25.565388,2.231317,3.139717,1.001136,5.200000
sh600021,2019-06-14,8.290000,8.320000,8.000000,8.270000,0.000000,4062383.000000,33455834.000000,17695643647.119999,21643947909.189999,0.001899,17.878841,2018-09-30,2018-10-30,16.925291,1.081168,3.757968,1.627611,8.270000
sh600022,2019-06-14,1.680000,1.680000,1.650000,1.660000,-0.011905,48603600.000000,81013337.000000,18171272362.560001,18171272362.560001,0.004440,9.236084,2018-09-30,2018-10-30,5.557415,0.296304,8.530319,0.886468,1.660000
sh600023,2019-06-14,4.670000,4.680000,4.520000,4.540000,-0.029915,37823419.000000,174240984.000000,61747132540.980003,61747132545.519997,0.002781,7.071373,2018-09-30,2018-10-27,14.073156,1.555816,6.441544,1.000375,4.540000
sh600025,2019-06-14,4.110000,4.130000,4.070000,4.080000,-0.007299,13524025.000000,55459804.000000,36426240000.000000,73440000000.000000,0.001515,4.147550,2018-09-30,2018-10-30,25.436409,,7.364621,1.802996,4.080000
sh600026,2019-06-14,6.150000,6.200000,6.040000,6.070000,-0.009788,6582023.000000,40195983.000000,16607719466.270000,24474439466.270000,0.002406,10.293540,2018-09-30,2018-10-31,97.588424,1.915578,11.098921,0.876446,6.070000
sh600027,2019-06-14,3.850000,3.880000,3.800000,3.820000,-0.010363,20439822.000000,78408048.000000,26723738462.459999,37676570814.459999,0.002922,6.529624,2018-09-30,2018-10-31,17.122367,0.530546,2.240995,0.781650,3.820000
sh600028,2019-06-14,5.240000,5.250000,5.200000,5.210000,-0.007619,69314632.000000,362168219.000000,497855987144.450012,630781002255.660034,0.000725,15.791342,2018-09-30,2018-10-31,9.109403,0.327825,3.040690,0.916269,5.210000
sh600029,2019-06-14,7.170000,7.210000,7.090000,7.090000,-0.012535,23281625.000000,166662950.000000,49790588500.000000,86974251507.740005,0.003315,11.971667,2018-09-30,2018-10-31,23.546994,0.624486,4.023837,1.313766,7.090000
sh600030,2019-06-14,21.050000,21.230000,20.640000,20.660000,-0.016659,96582531.000000,2016854629.000000,202770910722.000000,250335327544.000000,0.009841,113.726240,2018-09-30,2018-10-31,23.323549,6.973270,15.012353,1.638408,20.660000
sh600031,2019-06-14,12.950000,13.050000,12.740000,12.790000,-0.012355,91599878.000000,1181292546.000000,106641695979.199997,107123585921.929993,0.010986,594.957522,2018-09-30,2018-10-30,19.078162,4.405402,9.566193,3.290032,12.790000
sh600033,2019-06-14,3.320000,3.340000,3.280000,3.290000,-0.012012,5371884.000000,17789592.000000,9029076000.000000,9029076000.000000,0.001957,22.581134,2018-09-30,2018-10-31,13.412148,3.502690,4.919994,1.006763,3.290000
sh600035,2019-06-14,3.530000,3.540000,3.450000,3.460000,-0.022599,10520980.000000,36697239.000000,5282392905.920000,5979180397.200000,0.006891,9.754979,2018-09-30,2018-10-30,10.149604,4.086202,9.584488,0.953667,3.460000
sh600036,2019-06-14,35.330000,35.570000,35.180000,35.350000,0.002837,34183657.000000,1207793174.000000,729233185529.800049,891521541995.349976,0.001657,168.694392,2018-09-30,2018-10-31,11.372776,4.676740,72.408849,1.813751,35.350000
sh600037,2019-06-14,10.470000,10.540000,10.160000,10.170000,-0.032350,8313497.000000,86008912.000000,14154381070.110001,14154381080.280001,0.005973,52.528549,2018-09-30,2018-10-30,21.099585,5.511684,13.634535,1.095433,10.170000
sh600038,2019-06-14,39.750000,40.400000,38.960000,39.000000,-0.015152,3498835.000000,138541813.000000,22989591924.000000,22989591924.000000,0.005935,114.896198,2018-09-30,2018-10-26,47.636497,1.847147,30.190432,3.090431,39.000000
sh600039,2019-06-14,3.640000,3.650000,3.560000,3.590000,-0.016438,18405577.000000,66416996.000000,12410891438.160000,12961786580.900000,0.005324,27.469021,2018-09-30,2018-10-31,9.884361,0.352305,9.822161,0.979055,3.590000
sh600048,2019-06-14,12.800000,12.980000,12.780000,12.880000,0.011783,64286787.000000,828772287.000000,151635325210.880005,153207974782.239990,0.005461,267.613134,2018-09-30,2018-10-30,9.359067,1.168560,-16.943057,1.414155,12.880000
sh600050,2019-06-14,6.170000,6.180000,6.040000,6.070000,-0.014610,126349427.000000,770575880.000000,128663340117.649994,188418673860.089996,0.005961,9.497385,2018-09-30,2018-10-23,85.252809,0.471148,3.086859,1.352014,6.070000
sh600051,2019-06-14,6.170000,6.210000,6.070000,6.080000,-0.014587,1622533.000000,9939384.000000,1890150400.000000,1890150400.000000,0.005219,27.690975,2018-09-30,2018-10-23,4.188376,0.523559,3.777158,0.833416,6.080000
sh600052,2019-06-14,3.100000,3.110000,3.030000,3.030000,-0.022581,2009600.000000,6155851.000000,2641520945.730000,2641520948.760000,0.002305,11.327186,2018-09-30,2018-10-30,10.302618,2.363117,14.145658,1.089732,3.030000
sh600053,2019-06-14,24.100000,24.250000,23.410000,23.410000,-0.028631,3448155.000000,81820079.000000,10149190128.000000,10149190128.000000,0.007953,51.199352,2018-09-30,2018-10-27,28.392965,9.031423,6.503500,4.972916,23.410000
sh600054,2019-06-14,9.200000,9.200000,9.070000,9.110000,-0.006543,1766012.000000,16118366.000000,4676163000.000000,6807903000.000000,0.003441,39.339213,2018-09-30,2018-10-27,13.902030,2.726506,12.337486,1.636958,9.110000
sh600055,2019-06-14,9.970000,10.050000,9.820000,9.870000,-0.004036,4834260.000000,47957519.000000,5337855874.260000,5337855884.130000,0.008939,142.209225,2018-09-30,2018-10-27,39.750302,2.610993,-134.103261,2.800954,9.870000
sh600056,2019-06-14,13.380000,13.380000,13.190000,13.220000,-0.010479,6222503.000000,82597630.000000,13380438766.080000,14125378759.480000,0.006148,122.398569,2018-09-30,2018-10-27,9.399665,0.671662,-37.518543,1.737195,13.220000
sh600057,2019-06-14,4.410000,4.420000,4.350000,4.350000,-0.013605,7633109.000000,33433890.000000,9384925265.400000,9384925269.750000,0.003538,40.435708,2018-09-30,2018-10-31,10.453495,0.087515,2.704516,0.806409,4.350000
sh600058,2019-06-14,9.450000,9.500000,8.960000,8.980000,-0.047720,13258570.000000,122157855.000000,9625758184.780001,9625758184.780001,0.012369,42.928169,2018-09-30,2018-10-30,-24.100913,0.155290,-9.587871,1.362092,8.980000
sh600059,2019-06-14,8.840000,8.860000,8.280000,8.280000,-0.062288,12141585.000000,103785483.000000,6694580086.200000,6694580086.200000,0.015017,67.887399,2018-09-30,2018-10-27,39.265909,4.919201,22.053456,1.686984,8.280000
sh600060,2019-06-14,8.690000,8.720000,8.540000,8.540000,-0.017261,7427304.000000,64032621.000000,11174429627.340000,11174429635.879999,0.005676,48.942133,2018-09-30,2018-10-31,15.820674,0.371938,6.622722,0.803477,8.540000
sh600061,2019-06-14,13.000000,13.840000,12.910000,13.520000,0.040000,38620218.000000,522802738.000000,56430207639.519997,57150793909.040001,0.009253,79.201180,2018-09-30,2018-10-31,32.321301,4.170649,-3.850426,1.558789,13.520000
sh600062,2019-06-14,12.240000,12.360000,12.160000,12.160000,-0.010578,3991932.000000,48848236.000000,10010624726.400000,12685770541.440001,0.004849,91.567809,2018-09-30,2018-10-29,12.875900,1.714458,7.681132,1.644888,12.160000
sh600063,2019-06-14,2.810000,2.820000,2.740000,2.740000,-0.024911,9246103.000000,25704804.000000,5276951453.340000,5276951456.080000,0.004801,36.602958,2018-09-30,2018-10-26,42.787339,1.303523,41.563003,1.151781,2.740000
sh600064,2019-06-14,10.920000,10.930000,10.470000,10.560000,-0.029412,16244470.000000,173569472.000000,13051704737.280001,13051704737.280001,0.013143,170.995625,2018-09-30,2018-10-26,9.041096,2.106233,-34.307992,1.274731,10.560000
sh600066,2019-06-14,12.650000,12.650000,12.420000,12.540000,-0.011041,10867699.000000,136221543.000000,27762797856.419998,27762797856.419998,0.004909,520.874379,2018-09-30,2018-10-29,11.931716,0.923141,30.076087,1.847965,12.540000
sh600067,2019-06-14,5.190000,5.200000,4.950000,4.950000,-0.031311,7982024.000000,40187945.000000,7385948088.750000,7385948088.750000,0.005349,106.928268,2018-09-30,2018-10-27,20.439560,1.016784,-10.975898,1.029193,4.950000
sh600068,2019-06-14,6.210000,6.220000,6.130000,6.150000,-0.009662,21488800.000000,132635645.000000,28319381077.650002,28319381083.799999,0.004667,36.716325,2018-09-30,2018-10-31,7.306641,0.344204,8.657095,0.680656,6.150000
sh600069,2019-06-14,2.510000,2.530000,2.300000,2.330000,-0.082677,35179156.000000,84819648.000000,3783532856.520000,3783532856.520000,0.021664,14.983302,2018-09-30,2018-10-30,64.902507,1.031973,-11.095238,1.781346,2.330000
sh600070,2019-06-14,8.030000,8.370000,8.030000,8.160000,0.011152,4789730.000000,39349795.000000,3276387753.120000,4259080322.880000,0.011929,80.016992,2018-09-30,2018-10-30,24.028269,3.616475,-41.400304,1.811844,8.160000
sh600071,2019-06-14,9.770000,9.790000,9.580000,9.690000,-0.006154,2070037.000000,20061037.000000,2301108088.950000,2301108088.950000,0.008717,55.829182,2018-09-30,2018-10-31,35.703758,2.864809,-131.836735,5.485734,9.690000
sh600072,2019-06-14,12.120000,13.120000,12.090000,12.460000,0.037469,33352630.000000,425068540.000000,7485703474.200000,9173673542.180000,0.055516,52.196807,2018-09-30,2018-10-31,556.250000,6.525060,-16.817384,2.507698,12.460000
sh600073,2019-06-14,9.480000,9.490000,9.070000,9.100000,-0.034995,19852068.000000,183487035.000000,8533338186.100000,8533338195.200000,0.021170,28.299206,2018-09-30,2018-10-30,30.405074,0.819122,150.286517,2.256787,9.100000
sh600076,2019-06-14,4.340000,4.380000,4.290000,4.310000,-0.004619,9279358.000000,40298394.000000,4457678391.680000,4457678395.990000,0.008972,14.007701,2018-09-30,2018-10-30,9.270811,4.324287,14.615124,1.225163,4.310000
sh600077,2019-06-14,2.860000,2.870000,2.800000,2.850000,0.003521,4649618.000000,13218382.000000,3819348626.250000,3819348629.100000,0.003470,23.384740,2018-09-30,2018-10-30,11.959715,0.394458,0.896367,0.986330,2.850000
sh600079,2019-06-14,9.940000,9.990000,9.740000,9.750000,-0.017137,7312475.000000,71968882.000000,12538978344.750000,13198616944.500000,0.005686,130.576617,2018-09-30,2018-10-30,21.580345,1.480699,-42.336083,0.951080,9.750000
sh600080,2019-06-14,6.670000,6.680000,6.450000,6.520000,-0.015106,3908307.000000,25688769.000000,1990529085.440000,2433722258.200000,0.012802,33.425503,2018-09-30,2018-10-27,36.446162,2.973554,-147.754710,1.385376,6.520000
sh600081,2019-06-14,11.350000,11.350000,10.740000,10.810000,-0.052585,9025008.000000,99048154.000000,3389583600.000000,3389583600.000000,0.028782,99.946006,2018-09-30,2018-10-31,25.251110,0.702515,5.321715,2.548506,10.810000
sh600082,2019-06-14,4.700000,4.760000,4.470000,4.520000,-0.040340,6180142.000000,28443727.000000,2865011953.040000,2920443533.520000,0.009750,27.096794,2018-09-30,2018-10-30,49.670330,3.975699,59.473684,1.735991,4.520000
sh600083,2019-06-14,14.840000,15.980000,14.710000,15.400000,0.044068,2023065.000000,30748039.000000,3511097220.400000,3542000000.000000,0.008873,15.399797,2018-09-30,2018-10-31,149.224806,31.611856,-5.612859,44.741429,15.400000
sh600084,2019-06-14,2.340000,2.400000,2.270000,2.270000,-0.029915,6699700.000000,15675238.000000,2550859904.100000,2550859904.100000,0.005962,16.293969,2018-09-30,2018-10-20,-25.306577,8.414763,-14.038343,1.128736,2.270000
sh600085,2019-06-14,28.470000,28.760000,28.380000,28.410000,-0.001055,3013376.000000,86109732.000000,38963470115.010002,38963470143.419998,0.002197,313.245929,2018-09-30,2018-10-30,37.156683,3.604804,20.753890,4.336478,28.410000
sh600086,2019-06-14,3.710000,4.060000,3.710000,4.060000,0.100271,75490590.000000,302173446.000000,4290790764.960000,5481000000.000000,0.071430,39.107308,2018-09-30,2018-10-31,-60.506706,0.537841,37.627433,1.747514,4.060000
