index_code,date,open,close,low,high,volume,money,change
sh000001,2019-06-24,3004.290000,3008.150000,2994.420000,3012.830000,21049389400.000000,211237180000.000000,0.002055
sh000002,2019-06-24,3146.650000,3150.700000,3136.290000,3155.610000,21028967300.000000,211081710000.000000,0.002058
sh000003,2019-06-24,297.830000,298.120000,297.190000,298.690000,20422100.000000,155480000.000000,0.001142
sh000004,2019-06-24,2322.610000,2327.460000,2314.100000,2331.420000,12288445700.000000,121508170000.000000,0.002619
sh000005,2019-06-24,2803.240000,2790.080000,2775.610000,2816.740000,1395442300.000000,17760870000.000000,-0.000734
sh000006,2019-06-24,6914.650000,6940.640000,6881.710000,6946.410000,303501200.000000,2644220000.000000,0.005228
sh000007,2019-06-24,5243.400000,5238.540000,5219.980000,5255.010000,1871655100.000000,14276020000.000000,-0.001232
sh000008,2019-06-24,2941.900000,2946.240000,2931.280000,2952.900000,5190345100.000000,55047900000.000000,0.002249
sh000009,2019-06-24,4659.990000,4663.750000,4638.930000,4669.720000,4690814000.000000,49539800000.000000,0.002151
sh000010,2019-06-24,8621.080000,8634.220000,8587.410000,8658.070000,6807216500.000000,90584980000.000000,0.002844
sh000016,2019-06-24,2942.510000,2949.520000,2931.670000,2958.020000,2901601800.000000,48517970000.000000,0.003658
sh000017,2019-06-24,2537.140000,2540.400000,2528.780000,2544.360000,20796548800.000000,209460300000.000000,0.002059
sh000020,2019-06-24,1048.750000,1051.210000,1044.190000,1051.270000,3234249000.000000,36116370000.000000,0.002671
sh000032,2019-06-24,1349.350000,1353.610000,1344.840000,1358.090000,673765400.000000,3952740000.000000,0.003484
sh000033,2019-06-24,1916.440000,1933.300000,1911.940000,1937.120000,2531926200.000000,19002830000.000000,0.010606
sh000034,2019-06-24,2122.690000,2124.900000,2115.630000,2129.700000,999196000.000000,9303270000.000000,0.001003
sh000035,2019-06-24,2347.890000,2353.680000,2338.170000,2355.280000,547206500.000000,6085330000.000000,0.000974
sh000036,2019-06-24,10598.210000,10668.970000,10528.170000,10729.080000,458257900.000000,13299240000.000000,0.006733
sh000037,2019-06-24,5829.480000,5862.190000,5788.770000,5865.440000,374950900.000000,7085980000.000000,0.007800
sh000038,2019-06-24,5594.130000,5601.200000,5571.910000,5619.540000,1962851400.000000,31820670000.000000,0.002883
sh000039,2019-06-24,3251.590000,3233.310000,3209.760000,3270.860000,789980300.000000,14227770000.000000,-0.003348
sh000040,2019-06-24,2872.660000,2854.520000,2835.580000,2881.970000,440832900.000000,5616260000.000000,-0.009566
sh000041,2019-06-24,2001.360000,1989.530000,1985.120000,2002.130000,425405800.000000,2518510000.000000,-0.005429
sh000043,2019-06-24,2393.140000,2400.170000,2384.700000,2405.440000,1149731200.000000,26352270000.000000,0.003248
sh000044,2019-06-24,3395.270000,3394.780000,3380.070000,3403.470000,3905614800.000000,42067010000.000000,0.001268
sh000045,2019-06-24,3917.580000,3917.700000,3895.480000,3926.390000,6628675200.000000,57590330000.000000,0.000789
sh000046,2019-06-24,3663.070000,3662.820000,3645.680000,3670.130000,10534290000.000000,99657330000.000000,0.001058
sh000047,2019-06-24,3251.530000,3255.470000,3239.080000,3263.350000,13435891800.000000,148175300000.000000,0.002414
sh000090,2019-06-24,1128.840000,1130.080000,1124.620000,1132.190000,20796548800.000000,209460300000.000000,0.002226
sh000104,2019-06-24,1046.040000,1046.020000,1040.510000,1051.620000,205783300.000000,1153320000.000000,-0.000048
sh000105,2019-06-24,3718.880000,3738.680000,3706.940000,3747.750000,1307936900.000000,10430250000.000000,0.006718
sh000106,2019-06-24,4515.570000,4500.580000,4481.860000,4515.570000,1135240900.000000,11254440000.000000,-0.000287
sh000107,2019-06-24,4064.470000,4074.780000,4049.890000,4077.680000,381157900.000000,4032790000.000000,0.001792
sh000108,2019-06-24,10165.680000,10284.840000,10092.810000,10293.480000,262480800.000000,3845950000.000000,0.011474
sh000109,2019-06-24,9528.760000,9606.100000,9483.230000,9607.820000,328903600.000000,4806490000.000000,0.007153
sh000110,2019-06-24,3724.050000,3706.730000,3690.190000,3728.200000,330562200.000000,2074420000.000000,-0.002183
