code.string(),date.date(2006-01-02),open.double(),high.double(),low.double(),close.double(),change.double(),volume.double(),money.double(),traded_market_value.double(),market_value.double(),turnover.double(),adjust_price.double(),report_type.string(),report_date.date(2006-01-02),PE_TTM.double(),PS_TTM.double(),PC_TTM.double(),PB.double(),adjust_price_f.double()
sz000716,2019-06-10,5.380000,5.440000,5.200000,5.370000,-0.005556,13152632.000000,70043422.000000,3328571097.540000,4008146009.850000,0.021219,21.154834,2018-09-30,2018-10-27,52.854331,0.906212,19.062833,1.443781,5.370000
sz000716,2019-06-06,5.550000,5.750000,5.400000,5.400000,-0.030521,36344232.000000,201857441.760000,3347166466.800000,4030537887.000000,0.058634,21.273018,2018-09-30,2018-10-27,53.149606,0.911275,19.169329,1.451847,5.400000
sz000716,2019-06-05,5.360000,5.700000,5.350000,5.570000,0.041121,29219700.000000,161983427.000000,3452540225.940000,4157425190.850000,0.047140,21.942724,2018-09-30,2018-10-27,54.822835,0.939963,19.772808,1.497553,5.570000
sz000716,2019-06-04,5.330000,5.480000,5.320000,5.350000,-0.011091,15413880.000000,83141383.600000,3316174184.700000,3993218091.750000,0.024867,21.076045,2018-09-30,2018-10-27,52.657480,0.902837,18.991835,1.438404,5.350000
sz000716,2019-06-03,5.330000,5.450000,5.230000,5.410000,0.007449,27532430.000000,146589417.200000,3353364923.220000,4038001846.050000,0.044418,21.312412,2018-09-30,2018-10-27,53.248031,0.912962,19.204828,1.454536,5.410000
sz000716,2019-05-31,5.310000,5.490000,5.210000,5.370000,0.007505,29674303.000000,158149280.460000,3328571097.540000,4008146009.850000,0.047874,21.154834,2018-09-30,2018-10-27,52.854331,0.906212,19.062833,1.443781,5.370000
sz000716,2019-05-30,5.330000,5.420000,5.260000,5.330000,-0.003738,11837118.000000,63139329.380000,3303777271.860000,3978290173.650000,0.019097,20.997256,2018-09-30,2018-10-27,52.460630,0.899462,18.920838,1.433027,5.330000
sz000716,2019-05-29,5.370000,5.400000,5.300000,5.350000,-0.005576,13713861.000000,73197183.110000,3316174184.700000,3993218091.750000,0.022125,21.076045,2018-09-30,2018-10-27,52.657480,0.902837,18.991835,1.438404,5.350000
sz000716,2019-05-28,5.170000,5.480000,5.110000,5.380000,0.038610,49533547.000000,259660273.080000,3334769553.960000,4015609968.900000,0.079913,21.194229,2018-09-30,2018-10-27,52.952756,0.907900,19.098332,1.446470,5.380000
sz000716,2019-05-27,5.140000,5.250000,5.140000,5.180000,0.000000,18565661.000000,96349439.930000,3210800425.560000,3866330787.900000,0.029952,20.406339,2018-09-30,2018-10-27,50.984252,0.874149,18.388356,1.392698,5.180000
