code.string(),date.date(2006-01-02),open.double(),high.double(),low.double(),close.double(),change.double(),volume.double(),money.double(),traded_market_value.double(),market_value.double(),turnover.double(),adjust_price.double(),report_type.string(),report_date.date(2006-01-02),PE_TTM.double(),PS_TTM.double(),PC_TTM.double(),PB.double(),adjust_price_f.double()
sh603956,2019-06-10,17.430000,17.690000,17.080000,17.420000,0.006355,4165348.000000,72700049.000000,742024044.580000,7420224942.000000,0.097787,17.511300,,,,,,,17.420000
sh603956,2019-06-06,18.870000,18.880000,17.170000,17.310000,-0.080722,7434755.000000,132484982.000000,737338473.690000,7373369331.000000,0.174541,17.400723,,,,,,,17.310000
sh603956,2019-06-05,19.900000,20.470000,18.580000,18.830000,-0.082359,10804437.000000,209946134.000000,802084544.170000,8020828683.000000,0.253649,18.928690,,,,,,,18.830000
sh603956,2019-06-04,21.070000,21.930000,19.670000,20.520000,-0.005814,12770456.000000,267416704.000000,874071951.480000,8740701252.000000,0.299803,20.627547,,,,,,,20.520000
sh603956,2019-06-03,23.800000,24.670000,20.290000,20.640000,-0.083481,14997731.000000,332200537.000000,879183483.360000,8791816464.000000,0.352092,20.748176,,,,,,,20.640000
sh603956,2019-05-31,20.350000,22.520000,20.350000,22.520000,0.100147,18325093.000000,400649096.000000,959264149.480000,9592621452.000000,0.430206,22.638029,,,,,,,22.520000
sh603956,2019-05-30,19.250000,20.550000,19.030000,20.470000,0.044388,9393737.000000,185939472.000000,871942146.530000,8719403247.000000,0.220530,20.577285,,,,,,,20.470000
sh603956,2019-05-29,18.790000,20.200000,18.700000,19.600000,0.037586,8957973.000000,175333416.000000,834883540.400000,8348817960.000000,0.210300,19.702725,,,,,,,19.600000
sh603956,2019-05-28,19.170000,19.560000,18.720000,18.890000,-0.009958,6495347.000000,123868627.000000,804640310.110000,8046386289.000000,0.152487,18.989004,,,,,,,18.890000
sh603956,2019-05-27,18.880000,19.280000,18.400000,19.180000,0.005768,8133898.000000,153272418.000000,816993178.820000,8169914718.000000,0.190954,19.180000,,,,,,,19.080000
sh603956,2019-05-24,18.360000,19.500000,18.150000,19.070000,0.053009,9418802.000000,178692860.000000,812307607.930000,8123059107.000000,0.221119,19.070000,,,,,,,18.970574
sh603956,2019-05-23,17.710000,18.950000,17.700000,18.110000,0.016844,5333932.000000,97613531.000000,771415352.890000,7714137411.000000,0.125221,18.110000,,,,,,,18.015579
sh603956,2019-05-22,18.350000,18.350000,17.600000,17.810000,-0.029428,3526899.000000,63249003.000000,758636523.190000,7586349381.000000,0.082799,17.810000,,,,,,,17.717143
sh603956,2019-05-21,18.330000,18.690000,18.100000,18.350000,0.005479,3705550.000000,68225286.000000,781638416.650000,7816367835.000000,0.086993,18.350000,,,,,,,18.254327
sh603956,2019-05-20,18.090000,18.850000,17.170000,18.250000,0.016147,4767084.000000,85697887.000000,777378806.750000,7773771825.000000,0.111914,18.250000,,,,,,,18.154849
sh603956,2019-05-17,19.620000,19.900000,17.850000,17.960000,-0.094302,6239674.000000,117550020.000000,765025938.040000,7650243396.000000,0.146485,17.960000,,,,,,,17.866361
sh603956,2019-05-16,20.200000,20.300000,19.750000,19.830000,-0.000504,4067130.000000,81240083.000000,844680643.170000,8446788783.000000,0.095481,19.830000,,,,,,,19.726611
sh603956,2019-05-15,19.840000,20.070000,19.630000,19.840000,0.015873,4179677.000000,82969918.000000,845106604.160000,8451048384.000000,0.098123,19.840000,,,,,,,19.736559
sh603956,2019-05-14,20.040000,20.230000,19.430000,19.530000,-0.046387,6087903.000000,120431769.000000,831901813.470000,8319000753.000000,0.142922,19.530000,,,,,,,19.428175
sh603956,2019-05-13,20.050000,20.550000,19.840000,20.480000,0.005894,5721005.000000,115320259.000000,872368107.520000,8723662848.000000,0.134308,20.480000,,,,,,,20.373222
sh603956,2019-05-10,19.900000,20.900000,19.450000,20.360000,0.035605,8463241.000000,171594743.000000,867256575.640000,8672547636.000000,0.198686,20.360000,,,,,,,20.253848
sh603956,2019-05-09,19.300000,20.980000,19.150000,19.660000,0.007172,9016105.000000,181705365.000000,837439306.340000,8374375566.000000,0.211665,19.660000,,,,,,,19.557497
sh603956,2019-05-08,18.930000,19.990000,18.760000,19.520000,0.005667,7007091.000000,136517886.000000,831475852.480000,8314741152.000000,0.164501,19.520000,,,,,,,19.418227
sh603956,2019-05-07,19.150000,19.690000,18.930000,19.410000,0.035200,5888118.000000,113406227.000000,826790281.590000,8267885541.000000,0.138231,19.410000,,,,,,,19.308801
sh603956,2019-05-06,19.800000,20.120000,18.400000,18.750000,-0.076355,6673163.000000,128836295.000000,798676856.250000,7986751875.000000,0.156661,18.750000,,,,,,,18.652242
sh603956,2019-04-30,21.000000,21.400000,20.100000,20.300000,-0.083107,7645325.000000,159102885.000000,864700809.700000,8646990030.000000,0.179484,20.300000,,,,,,,20.194161
sh603956,2019-04-29,24.000000,24.040000,22.140000,22.140000,-0.100000,7672816.000000,174379882.000000,943077631.860000,9430756614.000000,0.180130,22.140000,,,,,,,22.024567
sh603956,2019-04-26,25.010000,25.350000,23.560000,24.600000,-0.010060,8270504.000000,202855997.000000,1047864035.400000,10478618460.000000,0.194161,24.600000,,,,,,,24.471741
sh603956,2019-04-25,24.900000,25.940000,24.820000,24.850000,-0.004008,8056337.000000,205106208.000000,1058513060.150000,10585108485.000000,0.189133,24.850000,,,,,,,24.720438
sh603956,2019-04-24,25.400000,25.770000,24.800000,24.950000,-0.032946,6967216.000000,174679598.000000,1062772670.050000,10627704495.000000,0.163565,24.950000,,,,,,,24.819917
sh603956,2019-04-23,26.120000,26.940000,25.680000,25.800000,-0.034792,8316810.000000,218341649.000000,1098979354.200000,10989770580.000000,0.195248,25.800000,,,,,,,25.665485
sh603956,2019-04-22,26.080000,27.380000,25.000000,26.730000,0.026892,12552482.000000,328979648.000000,1138593726.270000,11385913473.000000,0.294686,26.730000,,,,,,,26.590636
sh603956,2019-04-19,25.760000,26.360000,25.670000,26.030000,0.002696,6809212.000000,177620138.000000,1108776456.970000,11087741403.000000,0.159855,26.030000,,,,,,,25.894286
sh603956,2019-04-18,26.800000,26.900000,25.890000,25.960000,-0.045588,11427773.000000,301161246.000000,1105794730.040000,11057924196.000000,0.268282,25.960000,,,,,,,25.824651
sh603956,2019-04-17,27.300000,27.740000,27.050000,27.200000,-0.007661,8819372.000000,241512494.000000,1158613892.800000,11586114720.000000,0.207046,27.200000,,,,,,,27.058186
sh603956,2019-04-16,27.680000,27.880000,26.610000,27.410000,-0.023513,10239851.000000,279001732.000000,1167559073.590000,11675566341.000000,0.240394,27.410000,,,,,,,27.267091
sh603956,2019-04-15,27.410000,28.600000,27.200000,28.070000,0.032745,14846294.000000,414148690.000000,1195672498.930000,11956700007.000000,0.348536,28.070000,,,,,,,27.923650
sh603956,2019-04-12,27.210000,27.550000,26.770000,27.180000,-0.008029,7685948.000000,208979025.000000,1157761970.820000,11577595518.000000,0.180438,27.180000,,,,,,,27.038290
sh603956,2019-04-11,27.770000,27.970000,26.830000,27.400000,-0.014388,11337740.000000,310245640.000000,1167133112.600000,11671306740.000000,0.266169,27.400000,,,,,,,27.257143
sh603956,2019-04-10,28.080000,28.880000,27.590000,27.800000,-0.031359,15672134.000000,440625304.000000,1184171552.200000,11841690780.000000,0.367924,27.800000,,,,,,,27.655057
sh603956,2019-04-09,30.070000,30.380000,28.540000,28.700000,-0.091772,23905749.000000,702758558.000000,1222508041.300000,12225054870.000000,0.561219,28.700000,,,,,,,28.550365
sh603956,2019-04-08,37.000000,38.620000,31.600000,31.600000,-0.099972,32755931.000000,1149617170.000000,1346036728.400000,13460339160.000000,0.768989,31.600000,,,,,,,31.435245
sh603956,2019-04-04,34.500000,35.110000,33.520000,35.110000,0.099937,21953806.000000,764261706.000000,1495549035.890000,14955459111.000000,0.515395,35.110000,,,,,,,34.926945
sh603956,2019-04-03,29.980000,31.920000,29.020000,31.920000,0.099931,19864981.000000,616118049.000000,1359667480.080000,13596646392.000000,0.466357,31.920000,,,,,,,31.753577
sh603956,2019-04-02,26.500000,29.020000,26.130000,29.020000,0.100076,18900080.000000,519604828.000000,1236138792.980000,12361362102.000000,0.443704,29.020000,,,,,,,28.868697
sh603956,2019-04-01,25.230000,26.600000,25.230000,26.380000,0.026459,14283565.000000,372509610.000000,1123685091.620000,11236827438.000000,0.335326,26.380000,,,,,,,26.242461
sh603956,2019-03-29,26.200000,26.350000,25.090000,25.700000,0.004299,15294548.000000,396146684.000000,1094719744.300000,10947174570.000000,0.359060,25.700000,,,,,,,25.566006
sh603956,2019-03-28,26.150000,26.680000,24.580000,25.590000,-0.056416,18982922.000000,487389721.000000,1090034173.410000,10900318959.000000,0.445649,25.590000,,,,,,,25.456580
sh603956,2019-03-27,27.560000,28.700000,26.780000,27.120000,0.008178,25926485.000000,719248589.000000,1155206204.880000,11552037912.000000,0.608659,27.120000,,,,,,,26.978603
sh603956,2019-03-26,24.730000,26.900000,24.250000,26.900000,0.100204,18252890.000000,477084737.000000,1145835063.100000,11458326690.000000,0.428511,26.900000,,,,,,,26.759750
sh603956,2019-03-25,25.630000,25.800000,24.200000,24.450000,-0.080827,14594587.000000,367873785.000000,1041474620.550000,10414724445.000000,0.342627,24.450000,,,,,,,24.322523
sh603956,2019-03-22,27.250000,27.550000,26.500000,26.600000,-0.046253,14167824.000000,382163387.000000,1133056233.400000,11330538660.000000,0.332608,26.600000,,,,,,,26.461314
sh603956,2019-03-21,28.070000,28.900000,27.560000,27.890000,-0.012743,16131471.000000,455829821.000000,1188005201.110000,11880027189.000000,0.378708,27.890000,,,,,,,27.744588
sh603956,2019-03-20,27.980000,28.400000,27.300000,28.250000,0.002484,13445552.000000,375164373.000000,1203339796.750000,12033372825.000000,0.315652,28.250000,,,,,,,28.102711
sh603956,2019-03-19,28.630000,29.410000,28.000000,28.180000,-0.018118,14313760.000000,407532351.000000,1200358069.820000,12003555618.000000,0.336035,28.180000,,,,,,,28.033076
sh603956,2019-03-18,27.670000,30.110000,27.200000,28.700000,0.000697,22475437.000000,637916291.000000,1222508041.300000,12225054870.000000,0.527641,28.700000,,,,,,,28.550365
sh603956,2019-03-15,28.000000,28.680000,26.420000,28.680000,-0.022828,24891773.000000,679899803.000000,1221656119.320000,12216535668.000000,0.584367,28.680000,,,,,,,28.530469
sh603956,2019-03-14,30.150000,31.120000,28.300000,29.350000,0.036736,33077226.000000,980849268.000000,1250195505.650000,12501928935.000000,0.776532,29.350000,,,,,,,29.196976
sh603956,2019-03-13,28.310000,28.310000,28.300000,28.310000,0.099845,11231406.000000,317960985.000000,1205895562.690000,12058930431.000000,0.263672,28.310000,,,,,,,28.162398
sh603956,2019-03-12,25.740000,25.740000,25.740000,25.740000,0.100000,275815.000000,7099478.000000,1096423588.260000,10964212974.000000,0.006475,25.740000,,,,,,,25.605798
sh603956,2019-03-11,23.400000,23.400000,23.400000,23.400000,0.100141,227957.000000,5334194.000000,996748716.600000,9967466340.000000,0.005352,23.400000,,,,,,,23.277998
sh603956,2019-03-08,21.270000,21.270000,21.270000,21.270000,0.099793,774849.000000,16481038.000000,906019025.730000,9060171327.000000,0.018191,21.270000,,,,,,,21.159103
sh603956,2019-03-07,19.340000,19.340000,19.340000,19.340000,0.100114,266596.000000,5155967.000000,823808554.660000,8238068334.000000,0.006259,19.340000,,,,,,,19.239166
sh603956,2019-03-06,17.580000,17.580000,17.580000,17.580000,0.100125,286192.000000,5031255.000000,748839420.420000,7488378558.000000,0.006719,17.580000,,,,,,,17.488342
sh603956,2019-03-05,15.980000,15.980000,15.980000,15.980000,0.099794,827255.000000,13219535.000000,680685662.020000,6806842398.000000,0.019421,15.980000,,,,,,,15.896684
sh603956,2019-03-04,14.530000,14.530000,14.530000,14.530000,0.099924,107635.000000,1563937.000000,618921318.470000,6189200253.000000,0.002527,14.530000,,,,,,,14.454244
