code.string(),date.date(2006-01-02),open.double(),high.double(),low.double(),close.double(),change.double(),volume.double(),money.double(),traded_market_value.double(),market_value.double(),turnover.double(),adjust_price.double(),report_type.string(),report_date.date(2006-01-02),PE_TTM.double(),PS_TTM.double(),PC_TTM.double(),PB.double(),adjust_price_f.double()
sz002681,2019-06-10,4.020000,4.100000,3.920000,4.080000,0.012407,10818514.000000,43663719.000000,4507862178.480000,8423672868.240000,0.009792,43.331257,2018-09-30,2018-10-25,12.968849,1.613620,9.819495,1.320602,4.080000
sz002681,2019-06-06,4.270000,4.290000,4.030000,4.030000,-0.056206,15847390.000000,65138848.910000,4452618769.430000,8320441583.090000,0.014343,42.800236,2018-09-30,2018-10-25,12.809917,1.593845,9.699158,1.304418,4.030000
sz002681,2019-06-05,4.350000,4.380000,4.250000,4.270000,-0.006977,14700598.000000,63212536.990000,4717787132.870000,8815951751.809999,0.013305,45.349134,2018-09-30,2018-10-25,13.572791,1.688764,10.276775,1.382101,4.270000
sz002681,2019-06-04,4.490000,4.490000,4.260000,4.300000,-0.033708,20819160.000000,90712696.190000,4750933178.300000,8877890522.900000,0.018843,45.667746,2018-09-30,2018-10-25,13.668150,1.700628,10.348977,1.391811,4.300000
sz002681,2019-06-03,4.670000,4.800000,4.450000,4.450000,-0.053191,34648012.000000,157904273.670000,4916663405.450000,9187584378.350000,0.031359,47.260807,2018-09-30,2018-10-25,14.144946,1.759953,10.709988,1.440363,4.450000
sz002681,2019-05-31,4.700000,4.870000,4.640000,4.700000,-0.058116,50423324.000000,240023596.520000,5192880450.700000,9703740804.100000,0.045637,49.915908,2018-09-30,2018-10-25,14.939606,1.858826,11.311673,1.521282,4.700000
sz002681,2019-05-30,5.410000,5.410000,4.880000,4.990000,0.014228,83313678.000000,433289739.450000,5513292223.190000,10302482257.969999,0.075406,52.995826,2018-09-30,2018-10-25,15.861411,1.973520,12.009627,1.615148,4.990000
sz002681,2019-05-29,4.440000,4.920000,4.390000,4.920000,0.100671,26407561.000000,124565392.240000,5435951450.520000,10157958458.760000,0.023901,52.252398,2018-09-30,2018-10-25,15.638907,1.945835,11.841155,1.592491,4.920000
sz002681,2019-05-28,4.460000,4.560000,4.440000,4.470000,0.011312,9218409.000000,41525442.320000,4938760769.070000,9228876892.410000,0.008343,47.473215,2018-09-30,2018-10-25,14.208519,1.767863,10.758123,1.446836,4.470000
sz002681,2019-05-27,4.320000,4.450000,4.230000,4.420000,0.037559,8363094.000000,36509429.620000,4883517360.020000,9125645607.260000,0.007569,46.942195,2018-09-30,2018-10-25,14.049587,1.748088,10.637786,1.430652,4.420000
sz002681,2019-05-24,4.400000,4.510000,4.230000,4.260000,-0.051225,12729842.000000,55069914.260000,4706738451.060000,8795305494.780001,0.011522,45.242930,2018-09-30,2018-10-25,13.541004,1.684809,10.252708,1.378864,4.260000
