code.string(),date.date(2006-01-02),open.double(),high.double(),low.double(),close.double(),change.double(),volume.double(),money.double(),traded_market_value.double(),market_value.double(),turnover.double(),adjust_price.double(),report_type.string(),report_date.date(2006-01-02),PE_TTM.double(),PS_TTM.double(),PC_TTM.double(),PB.double(),adjust_price_f.double()
sh603121,2019-06-10,23.000000,23.500000,22.400000,22.800000,0.009743,3190800.000000,73117074.000000,1026000000.000000,4104000000.000000,0.070907,22.800000,,,,,,,22.800000
sh603121,2019-06-06,24.070000,24.070000,22.560000,22.580000,-0.070399,5143473.000000,119356930.000000,1016100000.000000,4064400000.000000,0.114299,22.580000,,,,,,,22.580000
sh603121,2019-06-05,24.410000,24.680000,22.880000,24.290000,-0.006544,8564261.000000,203598630.000000,1093050000.000000,4372200000.000000,0.190317,24.290000,,,,,,,24.290000
sh603121,2019-06-04,22.870000,25.410000,22.870000,24.450000,0.058442,10957686.000000,269560761.000000,1100250000.000000,4401000000.000000,0.243504,24.450000,,,,,,,24.450000
sh603121,2019-06-03,24.560000,24.990000,23.060000,23.100000,-0.072289,7003386.000000,166385422.000000,1039500000.000000,4158000000.000000,0.155631,23.100000,,,,,,,23.100000
sh603121,2019-05-31,23.580000,25.550000,23.420000,24.900000,0.038365,10347797.000000,254905043.000000,1120500000.000000,4482000000.000000,0.229951,24.900000,,,,,,,24.900000
sh603121,2019-05-30,23.180000,23.980000,22.250000,23.980000,0.013097,6748958.000000,154653490.000000,1079100000.000000,4316400000.000000,0.149977,23.980000,,,,,,,23.980000
sh603121,2019-05-29,23.800000,25.150000,23.300000,23.670000,0.016753,10023194.000000,241752013.000000,1065150000.000000,4260600000.000000,0.222738,23.670000,,,,,,,23.670000
sh603121,2019-05-28,22.490000,24.000000,22.150000,23.280000,0.031458,8906669.000000,205533171.000000,1047600000.000000,4190400000.000000,0.197926,23.280000,,,,,,,23.280000
sh603121,2019-05-27,23.490000,23.490000,21.990000,22.570000,-0.000443,8804786.000000,200553789.000000,1015650000.000000,4062600000.000000,0.195662,22.570000,,,,,,,22.570000
sh603121,2019-05-24,20.540000,22.580000,20.540000,22.580000,0.099854,8439023.000000,187404616.000000,1016100000.000000,4064400000.000000,0.187534,22.580000,,,,,,,22.580000
sh603121,2019-05-23,20.990000,21.420000,20.440000,20.530000,-0.016762,2185385.000000,45540111.000000,923850000.000000,3695400000.000000,0.048564,20.530000,,,,,,,20.530000
sh603121,2019-05-22,21.530000,21.700000,20.700000,20.880000,-0.028837,2105500.000000,44435147.000000,939600000.000000,3758400000.000000,0.046789,20.880000,,,,,,,20.880000
sh603121,2019-05-21,21.200000,21.770000,21.030000,21.500000,0.016068,2138569.000000,46060358.000000,967500000.000000,3870000000.000000,0.047524,21.500000,,,,,,,21.500000
sh603121,2019-05-20,21.280000,21.460000,20.240000,21.160000,-0.004235,2318732.000000,48195008.000000,952200000.000000,3808800000.000000,0.051527,21.160000,,,,,,,21.160000
sh603121,2019-05-17,23.000000,23.210000,20.860000,21.250000,-0.076087,3609087.000000,79447944.000000,956250000.000000,3825000000.000000,0.080202,21.250000,,,,,,,21.250000
sh603121,2019-05-16,22.570000,23.160000,22.570000,23.000000,0.019052,2971641.000000,68249540.000000,1035000000.000000,4140000000.000000,0.066036,23.000000,,,,,,,23.000000
sh603121,2019-05-15,22.750000,22.830000,22.450000,22.570000,0.005345,2422300.000000,54896933.000000,1015650000.000000,4062600000.000000,0.053829,22.570000,,,,,,,22.570000
sh603121,2019-05-14,22.930000,23.150000,22.410000,22.450000,-0.036067,3073890.000000,69719700.000000,1010250000.000000,4041000000.000000,0.068309,22.450000,,,,,,,22.450000
sh603121,2019-05-13,23.230000,23.690000,22.520000,23.290000,-0.002142,3896119.000000,90280446.000000,1048050000.000000,4192200000.000000,0.086580,23.290000,,,,,,,23.290000
sh603121,2019-05-10,22.910000,23.980000,22.200000,23.340000,0.016108,5317231.000000,123963346.000000,1050300000.000000,4201200000.000000,0.118161,23.340000,,,,,,,23.340000
sh603121,2019-05-09,24.110000,24.940000,22.900000,22.970000,-0.023799,7137390.000000,170877724.000000,1033650000.000000,4134600000.000000,0.158609,22.970000,,,,,,,22.970000
sh603121,2019-05-08,20.420000,23.530000,20.120000,23.530000,0.100047,5850920.000000,131070183.000000,1058850000.000000,4235400000.000000,0.130020,23.530000,,,,,,,23.530000
sh603121,2019-05-07,21.200000,21.540000,20.940000,21.390000,0.016635,2292296.000000,48866319.000000,962550000.000000,3850200000.000000,0.050940,21.390000,,,,,,,21.390000
sh603121,2019-05-06,22.600000,22.600000,21.040000,21.040000,-0.100086,3232018.000000,70432280.000000,946800000.000000,3787200000.000000,0.071823,21.040000,,,,,,,21.040000
sh603121,2019-04-30,22.880000,23.490000,22.880000,23.380000,0.021407,2003177.000000,46668898.000000,1052100000.000000,4208400000.000000,0.044515,23.380000,,,,,,,23.380000
sh603121,2019-04-29,25.360000,25.770000,22.820000,22.890000,-0.097041,3826428.000000,91339960.000000,1030050000.000000,4120200000.000000,0.085032,22.890000,,,,,,,22.890000
sh603121,2019-04-26,26.590000,26.590000,25.250000,25.350000,-0.056217,4193932.000000,108484241.000000,1140750000.000000,4563000000.000000,0.093198,25.350000,,,,,,,25.350000
sh603121,2019-04-25,27.160000,28.200000,26.860000,26.860000,-0.020423,3718819.000000,102419575.000000,1208700000.000000,4834800000.000000,0.082640,26.860000,,,,,,,26.860000
sh603121,2019-04-24,27.740000,27.810000,27.080000,27.420000,-0.026624,3650500.000000,99987754.000000,1233900000.000000,4935600000.000000,0.081122,27.420000,,,,,,,27.420000
sh603121,2019-04-23,27.590000,28.500000,27.150000,28.170000,0.021022,5376932.000000,151047563.000000,1267650000.000000,5070600000.000000,0.119487,28.170000,,,,,,,28.170000
sh603121,2019-04-22,27.890000,27.980000,27.000000,27.590000,-0.008624,3519560.000000,96367545.000000,1241550000.000000,4966200000.000000,0.078212,27.590000,,,,,,,27.590000
sh603121,2019-04-19,28.000000,28.180000,27.520000,27.830000,-0.017302,3943909.000000,109578989.000000,1252350000.000000,5009400000.000000,0.087642,27.830000,,,,,,,27.830000
sh603121,2019-04-18,29.190000,29.800000,28.300000,28.320000,-0.033447,5342982.000000,154112118.000000,1274400000.000000,5097600000.000000,0.118733,28.320000,,,,,,,28.320000
sh603121,2019-04-17,28.690000,29.480000,28.500000,29.300000,0.018068,6020868.000000,174988357.000000,1318500000.000000,5274000000.000000,0.133797,29.300000,,,,,,,29.300000
sh603121,2019-04-16,28.570000,28.860000,27.910000,28.780000,-0.006215,4579848.000000,130266579.000000,1295100000.000000,5180400000.000000,0.101774,28.780000,,,,,,,28.780000
sh603121,2019-04-15,27.750000,29.800000,27.750000,28.960000,0.032074,6408590.000000,184586701.000000,1303200000.000000,5212800000.000000,0.142413,28.960000,,,,,,,28.960000
sh603121,2019-04-12,29.000000,29.250000,27.510000,28.060000,-0.045578,6257533.000000,178720048.000000,1262700000.000000,5050800000.000000,0.139056,28.060000,,,,,,,28.060000
sh603121,2019-04-11,28.350000,29.900000,28.000000,29.400000,0.045519,9118085.000000,266236145.000000,1323000000.000000,5292000000.000000,0.202624,29.400000,,,,,,,29.400000
sh603121,2019-04-10,27.670000,28.500000,27.500000,28.120000,0.003569,3675464.000000,102853489.000000,1265400000.000000,5061600000.000000,0.081677,28.120000,,,,,,,28.120000
sh603121,2019-04-09,28.520000,28.780000,27.900000,28.020000,-0.037444,5763397.000000,162580322.000000,1260900000.000000,5043600000.000000,0.128075,28.020000,,,,,,,28.020000
sh603121,2019-04-08,31.000000,31.000000,28.880000,29.110000,-0.035773,7579434.000000,225910572.000000,1309950000.000000,5239800000.000000,0.168432,29.110000,,,,,,,29.110000
sh603121,2019-04-04,28.840000,30.370000,28.410000,30.190000,0.047900,10741694.000000,317082035.000000,1358550000.000000,5434200000.000000,0.238704,30.190000,,,,,,,30.190000
sh603121,2019-04-03,28.600000,29.290000,28.470000,28.810000,0.011232,6012527.000000,173663115.000000,1296450000.000000,5185800000.000000,0.133612,28.810000,,,,,,,28.810000
sh603121,2019-04-02,28.240000,28.490000,27.910000,28.490000,0.009210,5731632.000000,161606893.000000,1282050000.000000,5128200000.000000,0.127370,28.490000,,,,,,,28.490000
sh603121,2019-04-01,27.380000,28.400000,27.380000,28.230000,0.038249,5284041.000000,148177189.000000,1270350000.000000,5081400000.000000,0.117423,28.230000,,,,,,,28.230000
sh603121,2019-03-29,26.630000,27.200000,26.350000,27.190000,0.025651,4136328.000000,111256903.000000,1223550000.000000,4894200000.000000,0.091918,27.190000,,,,,,,27.190000
sh603121,2019-03-28,27.010000,27.400000,26.510000,26.510000,-0.025368,3898083.000000,104880826.000000,1192950000.000000,4771800000.000000,0.086624,26.510000,,,,,,,26.510000
sh603121,2019-03-27,28.160000,28.430000,26.760000,27.200000,-0.033748,5011199.000000,137502195.000000,1224000000.000000,4896000000.000000,0.111360,27.200000,,,,,,,27.200000
sh603121,2019-03-26,28.410000,28.720000,27.850000,28.150000,-0.003540,3654991.000000,103503004.000000,1266750000.000000,5067000000.000000,0.081222,28.150000,,,,,,,28.150000
sh603121,2019-03-25,28.720000,28.850000,28.020000,28.250000,-0.038789,4337423.000000,123513032.000000,1271250000.000000,5085000000.000000,0.096387,28.250000,,,,,,,28.250000
sh603121,2019-03-22,29.970000,30.090000,29.010000,29.390000,-0.018698,4315124.000000,127577590.000000,1322550000.000000,5290200000.000000,0.095892,29.390000,,,,,,,29.390000
sh603121,2019-03-21,29.400000,30.080000,29.240000,29.950000,0.018361,5665215.000000,168575545.000000,1347750000.000000,5391000000.000000,0.125894,29.950000,,,,,,,29.950000
sh603121,2019-03-20,29.890000,30.250000,28.900000,29.410000,-0.018030,4915230.000000,145356618.000000,1323450000.000000,5293800000.000000,0.109227,29.410000,,,,,,,29.410000
sh603121,2019-03-19,30.220000,30.460000,29.800000,29.950000,-0.009917,4624796.000000,138791938.000000,1347750000.000000,5391000000.000000,0.102773,29.950000,,,,,,,29.950000
sh603121,2019-03-18,29.310000,30.380000,29.310000,30.250000,0.034896,5934095.000000,178245956.000000,1361250000.000000,5445000000.000000,0.131869,30.250000,,,,,,,30.250000
sh603121,2019-03-15,28.950000,29.570000,28.630000,29.230000,0.021671,6055509.000000,176296889.000000,1315350000.000000,5261400000.000000,0.134567,29.230000,,,,,,,29.230000
sh603121,2019-03-14,29.900000,30.200000,28.050000,28.610000,-0.055464,7753899.000000,223869518.000000,1287450000.000000,5149800000.000000,0.172309,28.610000,,,,,,,28.610000
sh603121,2019-03-13,32.250000,32.260000,29.890000,30.290000,-0.067139,9681700.000000,302960742.000000,1363050000.000000,5452200000.000000,0.215149,30.290000,,,,,,,30.290000
sh603121,2019-03-12,32.100000,32.870000,31.700000,32.470000,0.005886,11040288.000000,357200578.000000,1461150000.000000,5844600000.000000,0.245340,32.470000,,,,,,,32.470000
sh603121,2019-03-11,31.980000,32.800000,30.020000,32.280000,-0.010726,11313573.000000,358884672.000000,1452600000.000000,5810400000.000000,0.251413,32.280000,,,,,,,32.280000
sh603121,2019-03-08,34.340000,35.340000,32.630000,32.630000,-0.100110,16984714.000000,580119691.000000,1468350000.000000,5873400000.000000,0.377438,32.630000,,,,,,,32.630000
sh603121,2019-03-07,33.600000,37.080000,33.000000,36.260000,0.075645,25608840.000000,907644338.000000,1631700000.000000,6526800000.000000,0.569085,36.260000,,,,,,,36.260000
sh603121,2019-03-06,31.990000,35.100000,31.980000,33.710000,0.054426,20462107.000000,688181276.000000,1516950000.000000,6067800000.000000,0.454713,33.710000,,,,,,,33.710000
sh603121,2019-03-05,31.600000,32.440000,31.500000,31.970000,-0.008682,9854942.000000,313724947.000000,1438650000.000000,5754600000.000000,0.218999,31.970000,,,,,,,31.970000
sh603121,2019-03-04,31.800000,33.120000,31.500000,32.250000,0.016709,12772168.000000,412111942.000000,1451250000.000000,5805000000.000000,0.283826,32.250000,,,,,,,32.250000
sh603121,2019-03-01,32.000000,32.600000,31.280000,31.720000,-0.014601,9928795.000000,316165404.000000,1427400000.000000,5709600000.000000,0.220640,31.720000,,,,,,,31.720000
sh603121,2019-02-28,32.200000,33.500000,31.580000,32.190000,-0.012577,11026824.000000,360194148.000000,1448550000.000000,5794200000.000000,0.245041,32.190000,,,,,,,32.190000
sh603121,2019-02-27,32.800000,33.700000,31.460000,32.600000,-0.023952,15791230.000000,512630529.000000,1467000000.000000,5868000000.000000,0.350916,32.600000,,,,,,,32.600000
sh603121,2019-02-26,33.090000,35.500000,32.610000,33.400000,-0.002985,21346086.000000,729450151.000000,1503000000.000000,6012000000.000000,0.474357,33.400000,,,,,,,33.400000
sh603121,2019-02-25,30.550000,33.920000,30.550000,33.500000,0.066200,18811200.000000,606078388.000000,1507500000.000000,6030000000.000000,0.418027,33.500000,,,,,,,33.500000
sh603121,2019-02-22,31.680000,31.990000,31.120000,31.420000,-0.025434,13037459.000000,411623434.000000,1413900000.000000,5655600000.000000,0.289721,31.420000,,,,,,,31.420000
sh603121,2019-02-21,31.720000,32.870000,30.000000,32.240000,-0.006471,19483016.000000,611536310.000000,1450800000.000000,5803200000.000000,0.432956,32.240000,,,,,,,32.240000
