code.string(),date.date(2006-01-02),open.double(),high.double(),low.double(),close.double(),change.double(),volume.double(),money.double(),traded_market_value.double(),market_value.double(),turnover.double(),adjust_price.double(),report_type.string(),report_date.date(2006-01-02),PE_TTM.double(),PS_TTM.double(),PC_TTM.double(),PB.double(),adjust_price_f.double()
sh600538,2019-06-10,5.220000,5.360000,5.120000,5.360000,0.013233,6443226.000000,33794005.000000,2489190346.240000,2489190346.240000,0.013874,16.512785,2018-09-30,2018-10-27,186.759582,4.915384,113.559322,3.809795,5.360000
sh600538,2019-06-06,5.420000,5.470000,5.100000,5.290000,-0.048561,12095187.000000,63333970.000000,2456682263.360000,2456682263.360000,0.026045,16.297133,2018-09-30,2018-10-27,184.320557,4.851190,112.076271,3.760040,5.290000
sh600538,2019-06-05,5.870000,5.920000,5.410000,5.560000,-0.043029,17078443.000000,96168289.000000,2582070583.040000,2582070583.040000,0.036775,17.128933,2018-09-30,2018-10-27,193.728223,5.098794,117.796610,3.951951,5.560000
sh600538,2019-06-04,6.000000,6.340000,5.730000,5.810000,-0.031667,27029904.000000,162867597.000000,2698170879.040000,2698170879.040000,0.058204,17.899119,2018-09-30,2018-10-27,202.439024,5.328056,123.093220,4.129647,5.810000
sh600538,2019-06-03,5.370000,6.000000,5.310000,6.000000,0.100917,25224829.000000,149829784.000000,2786407104.000000,2786407104.000000,0.054317,18.484460,2018-09-30,2018-10-27,209.059233,5.502295,127.118644,4.264695,6.000000
sh600538,2019-05-31,5.130000,5.670000,5.110000,5.450000,0.058252,15100926.000000,84308513.000000,2530986452.800000,2530986452.800000,0.032517,16.790051,2018-09-30,2018-10-27,189.895470,4.997918,115.466102,3.873765,5.450000
sh600538,2019-05-30,5.090000,5.180000,4.990000,5.150000,0.015779,3903009.000000,19933808.000000,2391666097.600000,2391666097.600000,0.008404,15.865828,2018-09-30,2018-10-27,179.442509,4.722804,109.110169,3.660530,5.150000
sh600538,2019-05-29,5.030000,5.090000,5.000000,5.070000,0.014000,1628908.000000,8231208.000000,2354514002.880000,2354514002.880000,0.003508,15.619369,2018-09-30,2018-10-27,176.655052,4.649440,107.415254,3.603668,5.070000
sh600538,2019-05-28,5.000000,5.090000,4.950000,5.000000,0.000000,1859000.000000,9371819.000000,2322005920.000000,2322005920.000000,0.004003,15.403717,2018-09-30,2018-10-27,174.216028,4.585246,105.932203,3.553913,5.000000
sh600538,2019-05-27,4.910000,5.090000,4.860000,5.000000,0.012146,2489301.000000,12404705.000000,2322005920.000000,2322005920.000000,0.005360,15.403717,2018-09-30,2018-10-27,174.216028,4.585246,105.932203,3.553913,5.000000
sh600538,2019-05-24,4.900000,4.960000,4.820000,4.940000,0.002028,2069605.000000,10134077.000000,2294141848.960000,2294141848.960000,0.004457,15.218872,2018-09-30,2018-10-27,172.125436,4.530223,104.661017,3.511266,4.940000
sh600538,2019-05-23,4.910000,4.990000,4.880000,4.930000,0.002033,1732204.000000,8550508.000000,2289497837.120000,2289497837.120000,0.003730,15.188065,2018-09-30,2018-10-27,171.777003,4.521053,104.449153,3.504158,4.930000
sh600538,2019-05-22,4.940000,5.040000,4.880000,4.920000,0.000000,2272343.000000,11266720.000000,2284853825.280000,2284853825.280000,0.004893,15.157257,2018-09-30,2018-10-27,171.428571,4.511882,104.237288,3.497050,4.920000
sh600538,2019-05-21,4.880000,4.950000,4.810000,4.920000,0.008197,2880500.000000,14128064.000000,2284853825.280000,2284853825.280000,0.006203,15.157257,2018-09-30,2018-10-27,171.428571,4.511882,104.237288,3.497050,4.920000
sh600538,2019-05-20,4.970000,4.970000,4.770000,4.880000,-0.024000,2693220.000000,13078986.000000,2266277777.920000,2266277777.920000,0.005799,15.034028,2018-09-30,2018-10-27,170.034843,4.475200,103.389831,3.468619,4.880000
sh600538,2019-05-17,5.150000,5.150000,4.960000,5.000000,-0.038462,5176738.000000,25979936.000000,2322005920.000000,2322005920.000000,0.011147,15.403717,2018-09-30,2018-10-27,174.216028,4.585246,105.932203,3.553913,5.000000
sh600538,2019-05-16,4.980000,5.250000,4.890000,5.200000,0.044177,7474050.000000,38036297.000000,2414886156.800000,2414886156.800000,0.016094,16.019866,2018-09-30,2018-10-27,181.184669,4.768656,110.169492,3.696069,5.200000
sh600538,2019-05-15,4.950000,5.010000,4.880000,4.980000,0.014257,2978338.000000,14772344.000000,2312717896.320000,2312717896.320000,0.006413,15.342102,2018-09-30,2018-10-27,173.519164,4.566905,105.508475,3.539697,4.980000
sh600538,2019-05-14,4.800000,4.960000,4.760000,4.910000,-0.012072,1722000.000000,8453899.000000,2280209813.440000,2280209813.440000,0.003708,15.126450,2018-09-30,2018-10-27,171.080139,4.502712,104.025424,3.489942,4.910000
sh600538,2019-05-13,5.090000,5.090000,4.930000,4.970000,-0.025490,3632400.000000,18096235.000000,2308073884.480000,2308073884.480000,0.007822,15.311295,2018-09-30,2018-10-27,173.170732,4.557735,105.296610,3.532589,4.970000
sh600538,2019-05-10,4.920000,5.150000,4.900000,5.100000,0.034483,5252645.000000,26541858.000000,2368446038.400000,2368446038.400000,0.011311,15.711791,2018-09-30,2018-10-27,177.700348,4.676951,108.050847,3.624991,5.100000
sh600538,2019-05-09,4.900000,4.950000,4.790000,4.930000,0.004073,3168724.000000,15383679.000000,2289497837.120000,2289497837.120000,0.006823,15.188065,2018-09-30,2018-10-27,171.777003,4.521053,104.449153,3.504158,4.930000
sh600538,2019-05-08,4.910000,5.040000,4.810000,4.910000,-0.014056,3128338.000000,15432481.000000,2280209813.440000,2280209813.440000,0.006736,15.126450,2018-09-30,2018-10-27,171.080139,4.502712,104.025424,3.489942,4.910000
sh600538,2019-05-07,4.900000,5.150000,4.710000,4.980000,-0.002004,5012102.000000,24897701.000000,2312717896.320000,2312717896.320000,0.010793,15.342102,2018-09-30,2018-10-27,173.519164,4.566905,105.508475,3.539697,4.980000
sh600538,2019-05-06,5.180000,5.430000,4.980000,4.990000,-0.097649,5660800.000000,29218277.000000,2317361908.160000,2317361908.160000,0.012189,15.372910,2018-09-30,2018-10-27,173.867596,4.576076,105.720339,3.546805,4.990000
sh600538,2019-04-30,5.470000,5.530000,5.090000,5.530000,-0.022968,10755478.000000,56150431.000000,2568138547.520000,2568138547.520000,0.023160,17.036511,2018-09-30,2018-10-27,192.682927,5.071282,117.161017,3.930628,5.530000
sh600538,2019-04-29,5.650000,5.930000,5.630000,5.660000,-0.020761,9754103.000000,56344409.000000,2628510701.440000,2628510701.440000,0.021004,17.437008,2018-09-30,2018-10-27,197.212544,5.190499,119.915254,4.023029,5.660000
sh600538,2019-04-26,5.610000,6.050000,5.470000,5.780000,0.030303,14494608.000000,83730397.000000,2684238843.520000,2684238843.520000,0.031211,17.806697,2018-09-30,2018-10-27,201.393728,5.300545,122.457627,4.108323,5.780000
sh600538,2019-04-25,5.430000,5.740000,5.380000,5.610000,0.031250,16640264.000000,92911477.000000,2605290642.240000,2605290642.240000,0.035832,17.282970,2018-09-30,2018-10-27,195.470383,5.144646,118.855932,3.987490,5.610000
sh600538,2019-04-24,5.380000,5.470000,5.320000,5.440000,0.014925,5198852.000000,28091742.000000,2526342440.960000,2526342440.960000,0.011195,16.759244,2018-09-30,2018-10-27,189.547038,4.988748,115.254237,3.866657,5.440000
sh600538,2019-04-23,5.310000,5.460000,5.250000,5.360000,0.015152,7546201.000000,40321769.000000,2489190346.240000,2489190346.240000,0.016249,16.512785,2018-09-30,2018-10-27,186.759582,4.915384,113.559322,3.809795,5.360000
sh600538,2019-04-22,5.400000,5.420000,5.270000,5.280000,-0.022222,5185200.000000,27556274.000000,2452038251.520000,2452038251.520000,0.011165,16.266325,2018-09-30,2018-10-27,183.972125,4.842020,111.864407,3.752932,5.280000
sh600538,2019-04-19,5.450000,5.500000,5.330000,5.400000,-0.007353,6500102.000000,35058857.000000,2507766393.600000,2507766393.600000,0.013997,16.636014,2018-09-30,2018-10-27,188.153310,4.952066,114.406780,3.838226,5.400000
sh600538,2019-04-18,5.430000,5.530000,5.380000,5.440000,-0.016275,7299748.000000,39686808.000000,2526342440.960000,2526342440.960000,0.015719,16.759244,2018-09-30,2018-10-27,189.547038,4.988748,115.254237,3.866657,5.440000
sh600538,2019-04-17,5.350000,5.760000,5.240000,5.530000,0.037523,14562456.000000,79878605.000000,2568138547.520000,2568138547.520000,0.031357,17.036511,2018-09-30,2018-10-27,192.682927,5.071282,117.161017,3.930628,5.530000
sh600538,2019-04-16,5.350000,5.350000,5.150000,5.330000,0.007561,5703230.000000,29868196.000000,2475258310.720000,2475258310.720000,0.012281,16.420362,2018-09-30,2018-10-27,185.714286,4.887872,112.923729,3.788471,5.330000
sh600538,2019-04-15,5.420000,5.450000,5.290000,5.290000,-0.011215,6667601.000000,35904222.000000,2456682263.360000,2456682263.360000,0.014357,16.297133,2018-09-30,2018-10-27,184.320557,4.851190,112.076271,3.760040,5.290000
sh600538,2019-04-12,5.370000,5.430000,5.270000,5.350000,-0.005576,4892001.000000,26205118.000000,2484546334.400000,2484546334.400000,0.010534,16.481977,2018-09-30,2018-10-27,186.411150,4.906213,113.347458,3.802687,5.350000
sh600538,2019-04-11,5.480000,5.570000,5.370000,5.380000,-0.014652,5216202.000000,28552001.000000,2498478369.920000,2498478369.920000,0.011232,16.574399,2018-09-30,2018-10-27,187.456446,4.933725,113.983051,3.824010,5.380000
sh600538,2019-04-10,5.440000,5.520000,5.330000,5.460000,0.000000,7098493.000000,38584376.000000,2535630464.640000,2535630464.640000,0.015285,16.820859,2018-09-30,2018-10-27,190.243902,5.007089,115.677966,3.880873,5.460000
sh600538,2019-04-09,5.650000,5.670000,5.420000,5.460000,-0.031915,7211405.000000,39668574.000000,2535630464.640000,2535630464.640000,0.015528,16.820859,2018-09-30,2018-10-27,190.243902,5.007089,115.677966,3.880873,5.460000
sh600538,2019-04-08,5.560000,5.780000,5.530000,5.640000,0.023593,10522376.000000,59334705.000000,2619222677.760000,2619222677.760000,0.022658,17.375393,2018-09-30,2018-10-27,196.515679,5.172158,119.491525,4.008814,5.640000
sh600538,2019-04-04,5.640000,5.640000,5.470000,5.510000,-0.010772,4975001.000000,27470121.000000,2558850523.840000,2558850523.840000,0.010713,16.974896,2018-09-30,2018-10-27,191.986063,5.052941,116.737288,3.916412,5.510000
sh600538,2019-04-03,5.710000,5.710000,5.490000,5.570000,-0.010657,5254286.000000,29175443.000000,2586714594.880000,2586714594.880000,0.011314,17.159741,2018-09-30,2018-10-27,194.076655,5.107964,118.008475,3.959059,5.570000
sh600538,2019-04-02,5.680000,5.790000,5.610000,5.630000,-0.017452,4864002.000000,27562917.000000,2614578665.920000,2614578665.920000,0.010474,17.344585,2018-09-30,2018-10-27,196.167247,5.162987,119.279661,4.001706,5.630000
sh600538,2019-04-01,5.630000,5.800000,5.600000,5.730000,0.030576,5350602.000000,30626596.000000,2661018784.320000,2661018784.320000,0.011522,17.652660,2018-09-30,2018-10-27,199.651568,5.254692,121.398305,4.072784,5.730000
sh600538,2019-03-29,5.500000,5.640000,5.270000,5.560000,0.005425,6393652.000000,34994724.000000,2582070583.040000,2582070583.040000,0.013768,17.128933,2018-09-30,2018-10-27,193.728223,5.098794,117.796610,3.951951,5.560000
sh600538,2019-03-28,5.640000,5.650000,5.430000,5.530000,-0.010733,4776100.000000,26471461.000000,2568138547.520000,2568138547.520000,0.010284,17.036511,2018-09-30,2018-10-27,192.682927,5.071282,117.161017,3.930628,5.530000
sh600538,2019-03-27,5.770000,5.770000,5.450000,5.590000,-0.010619,4104237.000000,22889274.000000,2596002618.560000,2596002618.560000,0.008838,17.221356,2018-09-30,2018-10-27,194.773519,5.126305,118.432203,3.973275,5.590000
sh600538,2019-03-26,5.940000,5.940000,5.570000,5.650000,-0.025862,6485601.000000,37442265.000000,2623866689.600000,2623866689.600000,0.013966,17.406200,2018-09-30,2018-10-27,196.864111,5.181328,119.703390,4.015922,5.650000
sh600538,2019-03-25,5.900000,5.970000,5.750000,5.800000,-0.020270,5673656.000000,33213197.000000,2693526867.200000,2693526867.200000,0.012217,17.868312,2018-09-30,2018-10-27,202.090592,5.318886,122.881356,4.122539,5.800000
sh600538,2019-03-22,6.080000,6.080000,5.900000,5.920000,-0.016611,4913216.000000,29295263.000000,2749255009.280000,2749255009.280000,0.010580,18.238001,2018-09-30,2018-10-27,206.271777,5.428931,125.423729,4.207833,5.920000
sh600538,2019-03-21,5.900000,6.150000,5.840000,6.020000,0.016892,6221599.000000,37559542.000000,2795695127.680000,2795695127.680000,0.013397,18.546075,2018-09-30,2018-10-27,209.756098,5.520636,127.542373,4.278911,6.020000
sh600538,2019-03-20,5.940000,5.970000,5.760000,5.920000,0.003390,6204138.000000,36465373.000000,2749255009.280000,2749255009.280000,0.013359,18.238001,2018-09-30,2018-10-27,206.271777,5.428931,125.423729,4.207833,5.920000
sh600538,2019-03-19,6.040000,6.060000,5.860000,5.900000,-0.016667,6634312.000000,39349135.000000,2739966985.600000,2739966985.600000,0.014286,18.176386,2018-09-30,2018-10-27,205.574913,5.410590,125.000000,4.193617,5.900000
sh600538,2019-03-18,5.900000,6.020000,5.870000,6.000000,0.003344,6342811.000000,37738634.000000,2786407104.000000,2786407104.000000,0.013658,18.484460,2018-09-30,2018-10-27,209.059233,5.502295,127.118644,4.264695,6.000000
sh600538,2019-03-15,6.000000,6.020000,5.860000,5.980000,0.008432,5334501.000000,31666605.000000,2777119080.320000,2777119080.320000,0.011487,18.422845,2018-09-30,2018-10-27,208.362369,5.483954,126.694915,4.250480,5.980000
