code.string(),date.date(2006-01-02),open.double(),high.double(),low.double(),close.double(),change.double(),volume.double(),money.double(),traded_market_value.double(),market_value.double(),turnover.double(),adjust_price.double(),report_type.string(),report_date.date(2006-01-02),PE_TTM.double(),PS_TTM.double(),PC_TTM.double(),PB.double(),adjust_price_f.double()
sz000547,2019-06-10,9.340000,9.410000,9.200000,9.300000,-0.003215,7342562.000000,68476686.000000,10363631802.299999,14932813593.299999,0.006589,105.809756,2018-09-30,2018-10-27,39.540816,1.231491,-417.040359,2.367436,9.300000
sz000547,2019-06-06,9.620000,9.670000,9.270000,9.330000,-0.030146,7354185.000000,69018112.260000,10397062872.629999,14980983959.730000,0.006599,106.151078,2018-09-30,2018-10-27,39.668367,1.235464,-418.385650,2.375073,9.330000
sz000547,2019-06-05,9.760000,9.830000,9.620000,9.620000,-0.012320,5758052.000000,55825264.380000,10720229885.820000,15446630835.219999,0.005167,109.450522,2018-09-30,2018-10-27,40.901361,1.273865,-431.390135,2.448896,9.620000
sz000547,2019-06-04,9.660000,9.760000,9.530000,9.740000,0.009326,8459050.000000,81883166.880000,10853954167.139999,15639312300.940001,0.007591,110.815809,2018-09-30,2018-10-27,41.411565,1.289755,-436.771300,2.479444,9.740000
sz000547,2019-06-03,9.910000,9.960000,9.600000,9.650000,-0.022290,8020852.000000,77955753.560000,10753660956.150000,15494801201.650000,0.007198,109.791844,2018-09-30,2018-10-27,41.028912,1.277838,-432.735426,2.456533,9.650000
sz000547,2019-05-31,10.000000,10.030000,9.760000,9.870000,-0.013000,10175851.000000,100564851.810000,10998822138.570000,15848050555.469999,0.009131,112.294870,2018-09-30,2018-10-27,41.964286,1.306970,-442.600897,2.512537,9.870000
sz000547,2019-05-30,9.920000,10.020000,9.750000,10.000000,0.001001,9215860.000000,91336582.420000,11143690110.000000,16056788810.000000,0.008270,113.773931,2018-09-30,2018-10-27,42.517007,1.324184,-448.430493,2.545630,10.000000
sz000547,2019-05-29,9.850000,10.120000,9.790000,9.990000,0.014213,10106546.000000,101148369.970000,11132546419.889999,16040732021.190001,0.009069,113.660157,2018-09-30,2018-10-27,42.474490,1.322860,-447.982063,2.543085,9.990000
sz000547,2019-05-28,9.960000,10.030000,9.830000,9.850000,-0.008056,7825613.000000,77815111.480000,10976534758.350000,15815936977.850000,0.007022,112.067322,2018-09-30,2018-10-27,41.879252,1.304321,-441.704036,2.507446,9.850000
sz000547,2019-05-27,9.730000,10.000000,9.590000,9.930000,0.016377,10505152.000000,103454457.470000,11065684279.230000,15944391288.330000,0.009427,112.977514,2018-09-30,2018-10-27,42.219388,1.314915,-445.291480,2.527811,9.930000
sz000547,2019-05-24,9.770000,9.930000,9.680000,9.770000,-0.001022,7518667.000000,73579546.240000,10887385237.469999,15687482667.370001,0.006747,111.157131,2018-09-30,2018-10-27,41.539116,1.293728,-438.116592,2.487081,9.770000
