code.string(),date.date(2006-01-02),open.double(),high.double(),low.double(),close.double(),change.double(),volume.double(),money.double(),traded_market_value.double(),market_value.double(),turnover.double(),adjust_price.double(),report_type.string(),report_date.date(2006-01-02),PE_TTM.double(),PS_TTM.double(),PC_TTM.double(),PB.double(),adjust_price_f.double()
sz002447,2019-06-10,2.670000,2.740000,2.670000,2.720000,0.022556,21332256.000000,57913664.000000,3610658013.280000,3881964960.000000,0.016070,50.079461,2018-09-30,2018-10-29,14.491209,4.472353,2720.000000,1.811281,2.720000
sz002447,2019-06-06,2.720000,2.750000,2.570000,2.660000,-0.046595,37221766.000000,98966161.960000,3531011145.340000,3796333380.000000,0.028040,48.974767,2018-09-30,2018-10-29,14.171550,4.373698,2660.000000,1.771326,2.660000
sz002447,2019-06-05,2.970000,2.990000,2.670000,2.790000,-0.051020,39063299.000000,109236482.180000,3703579359.210000,3981868470.000000,0.029427,51.368270,2018-09-30,2018-10-29,14.864145,4.587450,2790.000000,1.857894,2.790000
sz002447,2019-06-04,2.940000,3.010000,2.930000,2.940000,-0.010101,15662856.000000,46483124.260000,3902696529.060000,4195947420.000000,0.011799,54.130005,2018-09-30,2018-10-29,15.663292,4.834087,2940.000000,1.957781,2.940000
sz002447,2019-06-03,3.110000,3.120000,2.940000,2.970000,-0.045016,26701683.000000,80309130.490000,3942519963.030000,4238763210.000000,0.020115,54.682352,2018-09-30,2018-10-29,15.823122,4.883415,2970.000000,1.977759,2.970000
sz002447,2019-05-31,3.110000,3.170000,3.100000,3.110000,0.000000,14698600.000000,45961026.000000,4128362654.890000,4438570230.000000,0.011073,57.259972,2018-09-30,2018-10-29,16.568993,5.113609,3110.000000,2.070986,3.110000
sz002447,2019-05-30,3.180000,3.190000,3.060000,3.110000,-0.037152,29321350.000000,90948506.500000,4128362654.890000,4438570230.000000,0.022089,57.259972,2018-09-30,2018-10-29,16.568993,5.113609,3110.000000,2.070986,3.110000
sz002447,2019-05-29,3.240000,3.250000,3.210000,3.230000,-0.006154,15104915.000000,48798072.600000,4287656390.770000,4609833390.000000,0.011379,59.469359,2018-09-30,2018-10-29,17.208311,5.310919,3230.000000,2.150896,3.230000
sz002447,2019-05-28,3.310000,3.330000,3.210000,3.250000,-0.018127,22417155.000000,73675976.150000,4314205346.750000,4638377250.000000,0.016887,59.837591,2018-09-30,2018-10-29,17.314864,5.343804,3250.000000,2.164214,3.250000
sz002447,2019-05-27,3.210000,3.330000,3.180000,3.310000,0.037618,21745250.000000,70853525.170000,4393852214.690000,4724008830.000000,0.016381,60.942285,2018-09-30,2018-10-29,17.634523,5.442459,3310.000000,2.204169,3.310000
sz002447,2019-05-24,3.170000,3.260000,3.160000,3.190000,-0.006231,14860350.000000,47682881.000000,4234558478.810000,4552745670.000000,0.011195,58.732897,2018-09-30,2018-10-29,16.995205,5.245149,3190.000000,2.124259,3.190000
