code.string(),date.date(2006-01-02),open.double(),high.double(),low.double(),close.double(),change.double(),volume.double(),money.double(),traded_market_value.double(),market_value.double(),turnover.double(),adjust_price.double(),report_type.string(),report_date.date(2006-01-02),PE_TTM.double(),PS_TTM.double(),PC_TTM.double(),PB.double(),adjust_price_f.double()
sh600239,2019-06-10,2.690000,2.790000,2.650000,2.790000,0.044944,27719935.000000,75858123.000000,4479866473.320000,4479866473.320000,0.017264,52.019577,2018-09-30,2018-10-27,5.224719,0.711093,2.451454,0.831967,2.790000
sh600239,2019-06-06,2.740000,2.760000,2.630000,2.670000,-0.021978,26518981.000000,70830042.000000,4287184044.360000,4287184044.360000,0.016516,49.782175,2018-09-30,2018-10-27,5.000000,0.680509,2.346015,0.796183,2.670000
sh600239,2019-06-05,2.770000,2.800000,2.710000,2.730000,-0.003650,21268150.000000,58444604.000000,4383525258.840000,4383525258.840000,0.013246,50.900876,2018-09-30,2018-10-27,5.112360,0.695801,2.398735,0.814075,2.730000
sh600239,2019-06-04,2.840000,2.860000,2.700000,2.740000,-0.031802,33151654.000000,90693025.000000,4399582127.920000,4399582127.920000,0.020646,51.087326,2018-09-30,2018-10-27,5.131086,0.698350,2.407521,0.817057,2.740000
sh600239,2019-06-03,2.930000,2.960000,2.820000,2.830000,-0.020761,22371962.000000,64330153.000000,4544093949.640000,4544093949.640000,0.013933,52.765377,2018-09-30,2018-10-27,5.299625,0.721288,2.486600,0.843894,2.830000
sh600239,2019-05-31,3.030000,3.030000,2.870000,2.890000,-0.049342,40782971.000000,120095181.000000,4640435164.120000,4640435164.120000,0.025399,53.884077,2018-09-30,2018-10-27,5.411985,0.736580,2.539320,0.861786,2.890000
sh600239,2019-05-30,2.990000,3.060000,2.900000,3.040000,0.013333,47527742.000000,142007360.000000,4881288200.320000,4881288200.320000,0.029600,56.680829,2018-09-30,2018-10-27,5.692884,0.774811,2.671119,0.906516,3.040000
sh600239,2019-05-29,3.080000,3.090000,2.980000,3.000000,-0.009901,33052321.000000,99889228.000000,4817060724.000000,4817060724.000000,0.020585,55.935029,2018-09-30,2018-10-27,5.617978,0.764616,2.635972,0.894588,3.000000
sh600239,2019-05-28,3.000000,3.150000,2.970000,3.030000,0.010000,46609166.000000,143080410.000000,4865231331.240000,4865231331.240000,0.029028,56.494379,2018-09-30,2018-10-27,5.674157,0.772263,2.662332,0.903534,3.030000
sh600239,2019-05-27,2.800000,3.040000,2.800000,3.000000,-0.003322,58634541.000000,172685076.000000,4817060724.000000,4817060724.000000,0.036517,55.935029,2018-09-30,2018-10-27,5.617978,0.764616,2.635972,0.894588,3.000000
sh600239,2019-05-24,2.970000,3.050000,2.950000,3.010000,0.027304,29162280.000000,87647224.000000,4833117593.080000,4833117593.080000,0.018162,56.121479,2018-09-30,2018-10-27,5.636704,0.767165,2.644759,0.897570,3.010000
sh600239,2019-05-23,3.060000,3.070000,2.910000,2.930000,-0.045603,38100792.000000,113549396.000000,4704662640.440000,4704662640.440000,0.023729,54.629878,2018-09-30,2018-10-27,5.486891,0.746775,2.574466,0.873714,2.930000
sh600239,2019-05-22,3.090000,3.120000,3.040000,3.070000,-0.006472,24131648.000000,74304735.000000,4929458807.560000,4929458807.560000,0.015029,57.240179,2018-09-30,2018-10-27,5.749064,0.782457,2.697478,0.915461,3.070000
