code.string(),date.date(2006-01-02),open.double(),high.double(),low.double(),close.double(),change.double(),volume.double(),money.double(),traded_market_value.double(),market_value.double(),turnover.double(),adjust_price.double(),report_type.string(),report_date.date(2006-01-02),PE_TTM.double(),PS_TTM.double(),PC_TTM.double(),PB.double(),adjust_price_f.double()
sh600125,2019-06-10,6.340000,6.420000,6.310000,6.370000,0.006319,13524637.000000,86033079.000000,8316174331.010000,8316174337.380000,0.010360,102.973874,2018-09-30,2018-10-26,18.040215,1.316679,8.139535,1.493482,6.370000
sh600125,2019-06-06,6.820000,6.830000,6.210000,6.330000,-0.073206,44011355.000000,284454879.000000,8263953456.090000,8263953462.420000,0.033712,102.327256,2018-09-30,2018-10-26,17.926933,1.308411,8.088423,1.484104,6.330000
sh600125,2019-06-05,6.920000,6.940000,6.810000,6.830000,-0.005822,18095952.000000,124222788.000000,8916714392.590000,8916714399.420000,0.013861,110.409978,2018-09-30,2018-10-26,19.342962,1.411761,8.727319,1.601332,6.830000
sh600125,2019-06-04,7.000000,7.010000,6.850000,6.870000,-0.018571,19077352.000000,131977300.000000,8968935267.510000,8968935274.379999,0.014613,111.056595,2018-09-30,2018-10-26,19.456245,1.420029,8.778431,1.610710,6.870000
sh600125,2019-06-03,7.050000,7.100000,7.000000,7.000000,-0.002849,12495537.000000,87996184.000000,9138653111.000000,9138653118.000000,0.009571,113.158103,2018-09-30,2018-10-26,19.824412,1.446900,8.944544,1.641189,7.000000
sh600125,2019-05-31,7.040000,7.080000,7.010000,7.020000,-0.004255,8157443.000000,57465406.000000,9164763548.459999,9164763555.480000,0.006248,113.481412,2018-09-30,2018-10-26,19.881054,1.451034,8.970100,1.645878,7.020000
sh600125,2019-05-30,7.050000,7.060000,6.950000,7.050000,0.000000,12329847.000000,86183336.000000,9203929204.650000,9203929211.700001,0.009444,113.966375,2018-09-30,2018-10-26,19.966015,1.457235,9.008433,1.652912,7.050000
sh600125,2019-05-29,7.030000,7.140000,7.030000,7.050000,-0.002829,9535144.000000,67497026.000000,9203929204.650000,9203929211.700001,0.007304,113.966375,2018-09-30,2018-10-26,19.966015,1.457235,9.008433,1.652912,7.050000
sh600125,2019-05-28,7.150000,7.160000,7.050000,7.070000,-0.007022,12586266.000000,89521438.000000,9230039642.110001,9230039649.180000,0.009641,114.289684,2018-09-30,2018-10-26,20.022656,1.461369,9.033989,1.657601,7.070000
sh600125,2019-05-27,6.990000,7.140000,6.960000,7.120000,0.020057,11821011.000000,83596735.000000,9295315735.760000,9295315742.879999,0.009055,115.097956,2018-09-30,2018-10-26,20.164259,1.471704,9.097879,1.669324,7.120000
