code.string(),date.date(2006-01-02),open.double(),high.double(),low.double(),close.double(),change.double(),volume.double(),money.double(),traded_market_value.double(),market_value.double(),turnover.double(),adjust_price.double(),report_type.string(),report_date.date(2006-01-02),PE_TTM.double(),PS_TTM.double(),PC_TTM.double(),PB.double(),adjust_price_f.double()
sh600089,2019-06-10,6.990000,7.100000,6.970000,7.040000,0.011494,12002655.000000,84546129.000000,26148762027.520000,26150099627.520000,0.003231,261.394139,2018-09-30,2018-10-30,11.098849,0.610738,12.471213,0.808498,7.040000
sh600089,2019-06-06,7.130000,7.130000,6.950000,6.960000,-0.021097,17242592.000000,120987237.000000,25851617004.480000,25852939404.480000,0.004642,258.423751,2018-09-30,2018-10-30,10.972726,0.603798,12.329495,0.799311,6.960000
sh600089,2019-06-05,7.170000,7.190000,7.100000,7.110000,0.000000,7594155.000000,54207950.000000,26408763922.680000,26410114822.680000,0.002045,263.993228,2018-09-30,2018-10-30,11.209207,0.616811,12.595217,0.816537,7.110000
sh600089,2019-06-04,7.150000,7.170000,7.070000,7.110000,-0.006983,11207444.000000,79700082.000000,26408763922.680000,26410114822.680000,0.003017,263.993228,2018-09-30,2018-10-30,11.209207,0.616811,12.595217,0.816537,7.110000
sh600089,2019-06-03,7.180000,7.230000,7.090000,7.160000,-0.002786,14852865.000000,106110252.000000,26594479562.080002,26595839962.080002,0.003999,265.849721,2018-09-30,2018-10-30,11.288034,0.621148,12.683791,0.822280,7.160000
sh600089,2019-05-31,7.160000,7.270000,7.140000,7.180000,0.002793,12803289.000000,92290273.000000,26668765817.840000,26670130017.840000,0.003447,266.592318,2018-09-30,2018-10-30,11.319565,0.622883,12.719221,0.824577,7.180000
sh600089,2019-05-30,7.180000,7.180000,7.090000,7.160000,-0.001395,10686821.000000,76260242.000000,26594479562.080002,26595839962.080002,0.002877,265.849721,2018-09-30,2018-10-30,11.288034,0.621148,12.683791,0.822280,7.160000
sh600089,2019-05-29,7.180000,7.230000,7.130000,7.170000,-0.001393,10528146.000000,75679080.000000,26631622689.959999,26632984989.959999,0.002834,266.221019,2018-09-30,2018-10-30,11.303799,0.622016,12.701506,0.823428,7.170000
sh600089,2019-05-28,7.200000,7.270000,7.140000,7.180000,-0.001391,19333169.000000,139303978.000000,26668765817.840000,26670130017.840000,0.005205,266.592318,2018-09-30,2018-10-30,11.319565,0.622883,12.719221,0.824577,7.180000
sh600089,2019-05-27,7.090000,7.220000,7.050000,7.190000,0.016973,13388779.000000,95769661.000000,26705908945.720001,26707275045.720001,0.003605,266.963616,2018-09-30,2018-10-30,11.335330,0.623751,12.736935,0.825725,7.190000
sh600089,2019-05-24,7.060000,7.120000,7.050000,7.070000,-0.002821,9110398.000000,64513238.000000,26260191411.160000,26261534711.160000,0.002453,262.508034,2018-09-30,2018-10-30,11.146145,0.613341,12.524358,0.811944,7.070000
sh600089,2019-05-23,7.140000,7.160000,7.060000,7.090000,-0.009777,16191648.000000,114893696.000000,26334477666.919998,26335824766.919998,0.004359,263.250631,2018-09-30,2018-10-30,11.177676,0.615076,12.559787,0.814241,7.090000
sh600089,2019-05-22,7.250000,7.260000,7.140000,7.160000,-0.008310,11819526.000000,85086496.000000,26594479562.080002,26595839962.080002,0.003182,265.849721,2018-09-30,2018-10-30,11.288034,0.621148,12.683791,0.822280,7.160000
sh600089,2019-05-21,7.150000,7.280000,7.120000,7.220000,0.009790,14329148.000000,103614394.000000,26817338329.360001,26818710129.360001,0.003858,268.077512,2018-09-30,2018-10-30,11.382627,0.626354,12.790080,0.829170,7.220000
sh600089,2019-05-20,7.130000,7.170000,7.030000,7.150000,0.002805,16720119.000000,118540618.000000,26557336434.200001,26558694934.200001,0.004502,265.478422,2018-09-30,2018-10-30,11.272269,0.620281,12.666076,0.821131,7.150000
sh600089,2019-05-17,7.350000,7.350000,7.100000,7.130000,-0.029932,21343090.000000,154026454.000000,26483050178.439999,26484404878.439999,0.005746,264.735825,2018-09-30,2018-10-30,11.240738,0.618546,12.630647,0.818834,7.130000
sh600089,2019-05-16,7.260000,7.350000,7.230000,7.350000,0.012397,19009026.000000,139026136.000000,27300198991.799999,27301595491.799999,0.005118,272.904392,2018-09-30,2018-10-30,11.587577,0.637631,13.020372,0.844100,7.350000
sh600089,2019-05-15,7.200000,7.290000,7.200000,7.260000,0.016807,16379825.000000,118559253.000000,26965910840.880001,26967290240.880001,0.004410,269.562706,2018-09-30,2018-10-30,11.445688,0.629824,12.860939,0.833764,7.260000
sh600089,2019-05-14,7.150000,7.240000,7.130000,7.140000,-0.011080,13914792.000000,99991611.000000,26520193306.320000,26521549906.320000,0.003746,265.107124,2018-09-30,2018-10-30,11.256503,0.619413,12.648361,0.819983,7.140000
