code.string(),date.date(2006-01-02),open.double(),high.double(),low.double(),close.double(),change.double(),volume.double(),money.double(),traded_market_value.double(),market_value.double(),turnover.double(),adjust_price.double(),report_type.string(),report_date.date(2006-01-02),PE_TTM.double(),PS_TTM.double(),PC_TTM.double(),PB.double(),adjust_price_f.double()
sz300227,2019-06-10,10.590000,10.860000,10.520000,10.700000,0.000935,1998500.000000,21473784.000000,1612598005.800000,2380506339.600000,0.013261,32.748699,2018-09-30,2018-10-30,29.453978,6.700557,16.257704,3.152291,10.700000
sz300227,2019-06-06,11.090000,11.090000,10.500000,10.690000,-0.036937,2461510.000000,26483933.500000,1611090904.860000,2378281567.320000,0.016333,32.718093,2018-09-30,2018-10-30,29.426451,6.694295,16.242509,3.149345,10.690000
sz300227,2019-06-05,11.000000,11.150000,10.900000,11.100000,0.015554,2115160.000000,23351658.000000,1672882043.400000,2469497230.800000,0.014035,33.972950,2018-09-30,2018-10-30,30.555062,6.951045,16.865468,3.270134,11.100000
sz300227,2019-06-04,11.020000,11.180000,10.830000,10.930000,-0.012647,2905350.000000,31832261.500000,1647261327.420000,2431676102.040000,0.019278,33.452643,2018-09-30,2018-10-30,30.087101,6.844588,16.607168,3.220051,10.930000
sz300227,2019-06-03,11.110000,11.250000,10.900000,11.070000,-0.007175,2844200.000000,31481150.500000,1668360740.580000,2462822913.960000,0.018872,33.881131,2018-09-30,2018-10-30,30.472481,6.932258,16.819886,3.261296,11.070000
sz300227,2019-05-31,11.030000,11.250000,10.930000,11.150000,0.009964,2252379.000000,25099816.160000,1680417548.100000,2480621092.200000,0.014945,34.125981,2018-09-30,2018-10-30,30.692697,6.982356,16.941439,3.284864,11.150000
sz300227,2019-05-30,11.080000,11.180000,10.880000,11.040000,-0.008086,2879893.000000,31640234.520000,1663839437.760000,2456148597.120000,0.019109,33.789312,2018-09-30,2018-10-30,30.389899,6.913472,16.774303,3.252458,11.040000
sz300227,2019-05-29,11.050000,11.300000,11.000000,11.130000,0.007240,3008890.000000,33657968.740000,1677403346.220000,2476171547.640000,0.019965,34.064769,2018-09-30,2018-10-30,30.637643,6.969832,16.911051,3.278972,11.130000
sz300227,2019-05-28,11.270000,11.440000,11.030000,11.050000,-0.023852,3168025.000000,35611061.200000,1665346538.700000,2458373369.400000,0.021021,33.819918,2018-09-30,2018-10-30,30.417426,6.919734,16.789498,3.255404,11.050000
sz300227,2019-05-27,10.800000,11.360000,10.720000,11.320000,0.048148,3979035.000000,44249593.700000,1706038264.080000,2518442220.960000,0.026402,34.646288,2018-09-30,2018-10-30,31.160658,7.088814,17.199739,3.334947,11.320000
